Country,Day,"COVID-19 doses (cumulative, per hundred)","Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned)",Daily ICU occupancy per million,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)",Year
Canada,11/12/2020,0.018757762,167.3620071,14.615,2.592730371,2020
United States,11/12/2020,0.15627784,591.8239786,75.03828571,7.061297557,2020
Canada,18/12/2020,0.11790705,170.8836457,14.96785714,2.839281514,2020
Chile,18/12/2020,0.002148005,94.03103857,34.62871429,1.860977614,2020
Denmark,18/12/2020,3.39E-05,549.5951571,14.81428571,1.846204986,2020
Israel,18/12/2020,2.3444207,248.0102971,15.406,1.513269557,2020
Switzerland,18/12/2020,0.007904752,479.6841657,51.256,10.05996,2020
United States,18/12/2020,0.8376269,629.0109357,77.95971429,7.7536122,2020
Belgium,25/12/2020,0.007954087,171.1862557,42.81085714,7.537924143,2020
Canada,25/12/2020,0.24772508,164.2788057,16.05242857,2.889748329,2020
Chile,25/12/2020,0.044228435,106.8219957,37.09928571,2.113561243,2020
Czechia,25/12/2020,0.11129729,630.6364114,84.29328571,10.25454543,2020
Denmark,25/12/2020,0.000186349,507.4816286,19.55,2.897228043,2020
Estonia,25/12/2020,0.18332084,393.6542057,24.886,3.265083629,2020
France,25/12/2020,0.003960625,192.1765614,39.06342857,7.099647086,2020
Germany,25/12/2020,0.24608906,253.2186771,66.85014286,10.08682729,2020
Israel,25/12/2020,10.900849,370.06053,20.21385714,1.930259386,2020
Italy,25/12/2020,0.068211354,249.2407414,43.41314286,8.462565857,2020
Luxembourg,25/12/2020,0.19148467,365.2012857,51.39842857,3.967202143,2020
Slovenia,25/12/2020,0.54320335,623.0711714,95.15528571,18.14826529,2020
Switzerland,25/12/2020,0.07258723,412.4839029,50.34042857,9.888193286,2020
United States,25/12/2020,1.6737167,587.7721629,80.70085714,7.732040829,2020
Belgium,1/1/2021,0.1311136,136.7221714,38.20242857,6.286278043,2021
Canada,1/1/2021,0.5721736,176.7840586,17.04785714,3.187817843,2021
Chile,1/1/2021,0.054738313,122.763985,41.07071429,2.302477057,2021
Czechia,1/1/2021,0.340366,857.09685,101.119,12.03087857,2021
Denmark,1/1/2021,0.08583919,418.3071686,23.14428571,4.141860514,2021
Estonia,1/1/2021,0.58744144,393.0949,30.164,3.915077171,2021
Finland,1/1/2021,0.001203024,46.38402886,5.294,0.857470614,2021
France,1/1/2021,0.085392594,194.4746429,38.67571429,6.6081549,2021
Germany,1/1/2021,0.6184509,216.5951986,67.80128571,9.750923429,2021
Israel,1/1/2021,19.577467,527.6961657,26.987,2.728368914,2021
Italy,1/1/2021,0.7292981,243.5512257,43.58271429,7.924456,2021
Luxembourg,1/1/2021,0.22898567,254.0571429,45.22171429,2.748927571,2021
Portugal,1/1/2021,0.049908444,397.3656371,49.01528571,7.119394557,2021
Slovenia,1/1/2021,1.2815155,684.7134971,87.80971429,16.92294443,2021
Spain,1/1/2021,0.43347272,267.5803943,46.18057143,3.745960943,2021
Sweden,1/1/2021,0.023628505,553.1279286,34.70757143,9.089682714,2021
Switzerland,1/1/2021,0.34448794,380.7070529,49.11485714,9.447170143,2021
United States,1/1/2021,2.9219124,575.1492314,83.185,8.061825029,2021
Austria,8/1/2021,0.3507019,234.0188871,41.29314286,7.575940571,2021
Belgium,8/1/2021,0.8211951,153.9997929,31.46157143,5.067939271,2021
Canada,8/1/2021,1.2013777,197.8959943,17.81671429,3.462230871,2021
Chile,8/1/2021,0.095412314,150.52313,48.103,2.301433357,2021
Czechia,8/1/2021,0.9580524,1150.451809,111.574,14.99653243,2021
Denmark,8/1/2021,1.5571504,332.7421243,22.97428571,4.691573143,2021
Estonia,8/1/2021,1.2237685,435.3142414,37.706,3.748799714,2021
France,8/1/2021,0.5459386,250.5755386,39.156,7.294592657,2021
Germany,8/1/2021,1.2180651,236.2567457,63.48485714,9.776892857,2021
Israel,8/1/2021,24.951073,733.1644857,32.77742857,3.591492957,2021
Italy,8/1/2021,1.7394994,269.52154,44.06157143,8.133606571,2021
Latvia,8/1/2021,0.71842545,517.3922714,34.042,12.33565429,2021
Luxembourg,8/1/2021,0.4956254,231.0661086,34.19214286,1.561890643,2021
Netherlands,8/1/2021,0.19366723,413.9440429,36.13714286,5.177149786,2021
Portugal,8/1/2021,0.8264124,647.0087371,55.73314286,9.374326557,2021
Slovenia,8/1/2021,2.1027973,872.4867643,91.65114286,14.48194914,2021
Spain,8/1/2021,1.4137754,427.0613,55.35728571,4.462809571,2021
Switzerland,8/1/2021,0.9090578,374.6093286,44.63628571,7.632013786,2021
United Kingdom,8/1/2021,5.394862,858.72325,50.07585714,13.046928,2021
United States,8/1/2021,4.97621,663.13914,84.37642857,8.771050143,2021
Austria,15/1/2021,1.2980603,197.1275486,37.32985714,6.970315714,2021
Belgium,15/1/2021,1.8104397,163.87096,30.26042857,4.547296371,2021
Canada,15/1/2021,1.9309111,193.2430543,17.62357143,3.677765943,2021
Chile,15/1/2021,0.3322247,190.4135971,55.49228571,2.7304081,2021
Czechia,15/1/2021,1.7454721,915.3200143,109.0962857,15.91624771,2021
Denmark,15/1/2021,2.3154051,225.39257,22.56142857,4.905926571,2021
Estonia,15/1/2021,1.775879,397.0553229,33.181,4.6557674,2021
Finland,15/1/2021,1.1154366,63.789948,4.7648,0.443392936,2021
France,15/1/2021,1.4720882,266.2997857,41.22057143,7.660671857,2021
Germany,15/1/2021,1.9790328,214.9530629,59.34842857,8.979606857,2021
Israel,15/1/2021,37.380238,880.5614,37.08642857,4.916444514,2021
Italy,15/1/2021,2.3121917,269.6249171,42.23714286,8.163387714,2021
Latvia,15/1/2021,1.0117711,484.1174643,34.582,11.69554614,2021
Luxembourg,15/1/2021,1.0566096,198.51631,26.91242857,1.780555386,2021
Netherlands,15/1/2021,0.42820147,338.1276371,34.14471429,4.598111429,2021
Portugal,15/1/2021,1.325708,816.1697786,64.31528571,13.78231714,2021
Slovenia,15/1/2021,2.92493,737.8654657,87.13585714,13.092608,2021
Spain,15/1/2021,2.3067913,636.4579186,72.04642857,6.306134714,2021
Sweden,15/1/2021,1.2673861,447.14,32.35128571,8.591511714,2021
Switzerland,15/1/2021,1.9203997,287.63733,39.71671429,6.594449771,2021
United Kingdom,15/1/2021,8.580167,728.79697,57.749,17.12770343,2021
United States,15/1/2021,7.2399273,674.2733,81.65571429,9.534054429,2021
Austria,22/1/2021,2.3849604,170.1603557,35.46014286,6.486265857,2021
Belgium,22/1/2021,2.7210968,172.24857,27.82128571,4.431598,2021
Canada,22/1/2021,2.398732,163.6095886,17.31528571,3.935882386,2021
Chile,22/1/2021,0.3449286,210.07442,65.41028571,3.0174349,2021
Czechia,22/1/2021,2.468506,694.8750114,101.5002857,14.62749821,2021
Denmark,22/1/2021,2.8219528,153.8780643,20.54571429,5.255114957,2021
Estonia,22/1/2021,2.5150878,381.5461871,33.935,5.003438286,2021
Finland,22/1/2021,2.1605413,67.25281071,3.8986,0.403084491,2021
France,22/1/2021,2.389698,282.0773757,44.32985714,7.613046643,2021
Germany,22/1/2021,2.7280447,173.6854143,55.14171429,7.457602429,2021
Israel,22/1/2021,51.127357,820.2525714,42.12071429,5.631604543,2021
Italy,22/1/2021,3.0128126,223.8681071,40.19,8.086025786,2021
Latvia,22/1/2021,1.2010262,422.0594729,55.116,11.22902607,2021
Luxembourg,22/1/2021,1.7409645,186.7708857,21.83857143,2.592738514,2021
Netherlands,22/1/2021,0.9082337,290.7764286,33.04657143,4.280096429,2021
Portugal,22/1/2021,2.8282795,1043.385057,73.35585714,20.97811629,2021
Slovenia,22/1/2021,3.6977067,607.9620571,84.77728571,12.70668043,2021
Spain,22/1/2021,3.082247,721.7561,92.22885714,9.252894686,2021
Sweden,22/1/2021,2.3812919,343.7169,26.54185714,7.536789286,2021
Switzerland,22/1/2021,3.2872508,230.8127214,34.50271429,5.556886071,2021
United Kingdom,22/1/2021,12.275626,558.6924286,59.39314286,19.81659071,2021
United States,22/1/2021,10.146939,568.2174857,73.70271429,9.506865857,2021
Austria,29/1/2021,2.9312015,154.4816443,33.30271429,6.162065029,2021
Belgium,29/1/2021,3.8029127,191.5141071,26.927,4.286098714,2021
Canada,29/1/2021,2.6703925,131.6005171,16.19728571,3.683548557,2021
Chile,29/1/2021,2.1849349,208.3011114,74.075,3.405703914,2021
Czechia,29/1/2021,3.194679,646.1816857,101.1188571,13.61026557,2021
Denmark,29/1/2021,3.7000132,111.7610857,16.19857143,3.903305786,2021
Estonia,29/1/2021,3.6813788,382.1659443,30.919,4.595302714,2021
Finland,29/1/2021,3.175193,64.05745143,3.6096,0.4104133,2021
France,29/1/2021,3.2777305,293.1864286,47.117,7.182832571,2021
Germany,29/1/2021,3.685331,141.2461671,51.50542857,5.757937543,2021
Israel,29/1/2021,59.619568,737.1886643,42.43842857,5.9118396,2021
Italy,29/1/2021,4.0782294,207.4030357,37.42171429,7.636573929,2021
Latvia,29/1/2021,1.6169093,399.7858657,59.438,11.68469657,2021
Luxembourg,29/1/2021,2.5142503,217.1340371,18.30942857,2.998830143,2021
Netherlands,29/1/2021,1.694816,245.70148,30.62285714,3.604171743,2021
Portugal,29/1/2021,3.68591,1092.568386,82.953,26.381334,2021
Slovenia,29/1/2021,4.5592203,584.8353286,78.24014286,10.79633643,2021
Spain,29/1/2021,4.156862,639.8595429,101.4657143,11.05525757,2021
Sweden,29/1/2021,3.254612,291.5859814,23.17,5.937191714,2021
Switzerland,29/1/2021,4.5098715,196.8725457,31.39757143,4.549497343,2021
United Kingdom,29/1/2021,16.83361,404.59306,54.77814286,18.65009914,2021
United States,29/1/2021,13.383344,470.5567929,65.28814286,9.335729857,2021
Austria,5/2/2021,4.0201974,146.18076,31.56071429,5.356066,2021
Belgium,5/2/2021,5.0265884,191.6455857,25.77471429,3.725136814,2021
Canada,5/2/2021,3.1113777,105.9733857,14.64471429,3.109489086,2021
Chile,5/2/2021,8.5083475,190.3937643,77.16442857,3.9140023,2021
Czechia,5/2/2021,4.099402,669.67745,104.5768571,12.53184586,2021
Denmark,5/2/2021,4.5599127,82.32206829,12.77428571,2.831538914,2021
Estonia,5/2/2021,4.8667793,393.2914057,25.64,4.4441414,2021
Finland,5/2/2021,4.1747985,77.96386514,2.9962,0.483701371,2021
France,5/2/2021,4.4095583,288.13341,48.52214286,6.878031286,2021
Germany,5/2/2021,4.6846113,116.3344171,46.58242857,4.258019714,2021
Israel,5/2/2021,68.22841,722.9774071,41.81857143,5.609185786,2021
Italy,5/2/2021,4.938103,201.8839829,36.05214286,6.796205,2021
Latvia,5/2/2021,1.907384,415.1050843,56.737,9.384645286,2021
Luxembourg,5/2/2021,3.2757502,250.93336,20.73571429,3.0613058,2021
Netherlands,5/2/2021,2.675892,213.6229786,26.05185714,3.271338757,2021
Portugal,5/2/2021,4.2926064,744.7721,84.67785714,23.43679571,2021
Slovenia,5/2/2021,5.4490056,509.2706171,74.399,8.615843,2021
Spain,5/2/2021,5.0661235,450.9357857,96.68385714,10.33158143,2021
Sweden,5/2/2021,4.2130065,272.5367629,22.50671429,4.275322929,2021
Switzerland,5/2/2021,5.8993106,170.9380886,28.52085714,3.233392857,2021
United Kingdom,5/2/2021,21.329515,298.8083886,48.125,15.09195571,2021
United States,5/2/2021,17.022036,383.8324286,56.53542857,8.664269571,2021
Austria,12/2/2021,5.322174,145.7259757,29.29171429,4.462262714,2021
Belgium,12/2/2021,6.090649,164.8579071,26.46114286,3.451668029,2021
Canada,12/2/2021,3.5587795,87.62082857,13.06914286,2.262593543,2021
Chile,12/2/2021,14.097727,179.4481286,79.46742857,4.020462857,2021
Czechia,12/2/2021,5.041311,709.2558429,112.636,12.37123029,2021
Denmark,12/2/2021,5.5545936,71.175695,10.73428571,1.9464669,2021
Estonia,12/2/2021,6.093733,458.4570286,24.132,3.990657686,2021
Finland,12/2/2021,5.185141,92.29169143,4.4398,0.696236836,2021
France,12/2/2021,5.655781,256.8846143,49.13514286,6.539892429,2021
Germany,12/2/2021,5.740951,93.03545257,40.56957143,3.139634314,2021
Israel,12/2/2021,77.94114,610.0538571,38.00871429,4.3402812,2021
Italy,12/2/2021,5.716027,203.7543586,35.06971429,5.892166857,2021
Japan,12/2/2021,0.000488809,13.86214557,8.229,0.691931721,2021
Latvia,12/2/2021,2.3405445,386.7558586,49.712,7.778948429,2021
Lithuania,12/2/2021,6.3979764,187.3227157,33.9995,6.455157143,2021
Luxembourg,12/2/2021,4.4304748,250.8084071,21.839,3.3736838,2021
Netherlands,12/2/2021,3.7179196,198.1462357,24.70157143,3.193829657,2021
Portugal,12/2/2021,5.659026,397.9337929,74.92757143,16.346788,2021
Slovenia,12/2/2021,6.657432,412.7500171,63.27942857,6.686202857,2021
Spain,12/2/2021,6.138637,272.9064214,84.99271429,8.075214857,2021
Sweden,12/2/2021,5.342674,282.0214743,20.85428571,3.090219729,2021
Switzerland,12/2/2021,7.393422,140.4634157,25.13757143,2.2654641,2021
United Kingdom,12/2/2021,25.61646,219.0717757,40.83685714,11.55715914,2021
United States,12/2/2021,20.341814,302.7970957,47.84571429,8.329166429,2021
Australia,19/2/2021,0.08972944,0.183822329,0.016285714,0.003894541,2021
Austria,19/2/2021,6.468966,166.7629943,28.82842857,3.6495095,2021
Belgium,19/2/2021,7.200571,172.9971071,29.30457143,3.186964143,2021
Canada,19/2/2021,4.489494,77.01439714,12.41142857,1.637015943,2021
Chile,19/2/2021,16.797031,173.1304129,81.55885714,3.915045857,2021
Czechia,19/2/2021,6.017146,836.7139143,128.7677143,13.99650829,2021
Denmark,19/2/2021,6.8975782,72.02273571,8.402857143,1.324150686,2021
Estonia,19/2/2021,7.657404,559.0246714,25.64,3.960425486,2021
Finland,19/2/2021,6.7055297,109.9944286,5.7392,0.531338637,2021
France,19/2/2021,6.860657,256.74014,50.24114286,5.830594143,2021
Germany,19/2/2021,6.9931974,88.17454714,36.34071429,2.609080714,2021
Israel,19/2/2021,87.28232,450.7077114,33.30671429,3.409900714,2021
Italy,19/2/2021,6.8715286,204.1281571,35.82471429,5.256498886,2021
Japan,19/2/2021,0.017517138,11.53638657,6.615,0.599685043,2021
Latvia,19/2/2021,3.1788495,367.5417414,50.793,7.952537143,2021
Lithuania,19/2/2021,8.150705,171.6448714,32.83057143,5.469858171,2021
Luxembourg,19/2/2021,5.5233607,272.9247771,22.94171429,2.717689714,2021
Netherlands,19/2/2021,4.8825145,219.98556,25.04314286,3.209787343,2021
Portugal,19/2/2021,7.1608295,225.3560629,59.66971429,10.00711814,2021
Slovenia,19/2/2021,8.044751,364.0941357,50.20585714,3.733853671,2021
Spain,19/2/2021,7.5386925,172.1281657,70.758,5.708334143,2021
Sweden,19/2/2021,6.8225546,308.0314571,20.27214286,2.543398657,2021
Switzerland,19/2/2021,8.960508,117.8784071,22.34257143,1.7107039,2021
United Kingdom,19/2/2021,29.207674,176.2647786,33.30157143,8.812296143,2021
United States,19/2/2021,24.084795,221.6033371,39.99314286,6.682693571,2021
Australia,26/2/2021,0.2742912,0.214978657,0.032571429,0.001557816,2021
Austria,26/2/2021,7.8904614,201.7586643,32.20014286,3.509923086,2021
Belgium,26/2/2021,8.548479,198.68565,35.494,2.329744371,2021
Canada,26/2/2021,5.6936975,76.41773286,12.32971429,1.296890871,2021
Chile,26/2/2021,22.016441,182.4081657,85.70528571,3.728217571,2021
Czechia,26/2/2021,7.471628,1049.883457,148.2617143,15.39042314,2021
Denmark,26/2/2021,8.738234,83.95392,6.678571429,0.7709807,2021
Estonia,26/2/2021,9.951618,786.9305286,30.919,5.456922143,2021
Finland,26/2/2021,8.555457,118.5471464,6.9306,0.600962291,2021
France,26/2/2021,8.33344,277.3634371,52.22342857,5.012393,2021
Germany,26/2/2021,8.63591,93.790505,34.05642857,2.206432729,2021
Israel,26/2/2021,94.253944,405.2804857,28.83128571,2.903235571,2021
Italy,26/2/2021,8.601865,249.9195286,39.06242857,4.917270429,2021
Japan,26/2/2021,0.031339806,9.063032857,5.962,0.526540786,2021
Latvia,26/2/2021,4.1534605,357.6037914,48.631,7.095442429,2021
Lithuania,26/2/2021,10.134359,182.09918,29.97328571,4.252724029,2021
Luxembourg,26/2/2021,6.763343,293.3230586,31.76557143,5.060525814,2021
Netherlands,26/2/2021,6.487414,244.92296,25.34385714,2.499667471,2021
Portugal,26/2/2021,9.094684,140.6109757,44.88442857,5.575618071,2021
Slovenia,26/2/2021,9.508281,363.3222771,42.05157143,3.975058557,2021
Spain,26/2/2021,9.349212,126.0800236,58.65257143,4.249461714,2021
Sweden,26/2/2021,8.320647,353.4584757,21.70757143,2.078308957,2021
Switzerland,26/2/2021,10.63056,115.6570429,20.33214286,1.227900043,2021
United Kingdom,26/2/2021,32.8441,140.0131386,26.25685714,6.270379857,2021
United States,26/2/2021,28.966877,195.7389929,33.41814286,5.716345429,2021
Austria,5/3/2021,9.771245,237.2001114,36.53071429,3.219493329,2021
Belgium,5/3/2021,10.2134695,202.0461629,37.39357143,2.261377186,2021
Canada,5/3/2021,7.1213374,75.15185857,12.20714286,1.062956357,2021
Chile,5/3/2021,31.662676,205.0634529,92.81757143,3.824241071,2021
Czechia,5/3/2021,9.705969,1152.291257,166.9798571,17.85128414,2021
Denmark,5/3/2021,10.740877,87.37320314,6.411428571,0.501310321,2021
Estonia,5/3/2021,12.777351,970.6972686,35.443,6.711560714,2021
Finland,5/3/2021,10.601352,123.5270714,7.1832,0.502023389,2021
France,5/3/2021,10.661127,278.3492829,56.43485714,4.593291286,2021
Germany,5/3/2021,10.651496,98.25603714,33.33,1.868587129,2021
Israel,5/3/2021,100.58629,408.9414643,27.18342857,2.2732672,2021
Italy,5/3/2021,10.800468,314.4940914,45.59585714,4.928224357,2021
Japan,5/3/2021,0.14495,8.236404143,5.317,0.444253471,2021
Latvia,5/3/2021,4.9530635,326.1191214,42.688,6.140704,2021
Lithuania,5/3/2021,11.996285,164.14646,33.3084,3.760074543,2021
Luxembourg,5/3/2021,8.400989,280.35937,38.604,6.903556714,2021
Netherlands,5/3/2021,7.7943425,251.7129857,27.05214286,1.999278086,2021
Portugal,5/3/2021,10.796111,120.8573043,32.12971429,3.324604271,2021
Slovenia,5/3/2021,11.508204,363.7757586,41.84971429,3.1067205,2021
Spain,5/3/2021,11.191611,105.1087886,49.99528571,3.099943771,2021
Sweden,5/3/2021,10.138307,373.1012286,21.694,1.885656729,2021
Switzerland,5/3/2021,12.378796,120.9609221,19.64571429,1.030600414,2021
United Kingdom,5/3/2021,36.31542,98.93119714,20.02057143,4.278333929,2021
United States,5/3/2021,34.166077,181.3663886,28.84214286,4.717610143,2021
Australia,12/3/2021,0.9188738,0.415936966,0.010857143,0.003894541,2021
Austria,12/3/2021,12.642732,272.9995257,41.64428571,3.223996,2021
Belgium,12/3/2021,12.441258,232.5730086,43.25214286,2.198269143,2021
Canada,12/3/2021,9.332386,77.65784571,12.98757143,0.830073229,2021
Chile,12/3/2021,41.764233,242.7829471,104.4845714,4.064300029,2021
Czechia,12/3/2021,12.178335,1088.947471,176.2505714,19.90678286,2021
Denmark,12/3/2021,12.217507,121.51762,6.751428571,0.356103184,2021
Estonia,12/3/2021,15.699449,1037.948971,44.493,6.454586714,2021
Finland,12/3/2021,12.832279,115.2894929,9.0964,0.655928391,2021
France,12/3/2021,12.822123,305.8833157,61.41457143,4.262772571,2021
Germany,12/3/2021,12.520672,114.9949286,33.73271429,1.848928029,2021
Israel,12/3/2021,106.30313,317.7843643,27.27428571,1.880938,2021
Italy,12/3/2021,12.722846,360.5384429,53.33414286,5.359533943,2021
Japan,12/3/2021,0.40696946,8.817802857,4.913,0.391681046,2021
Latvia,12/3/2021,5.5173736,277.0911286,48.631,5.110020571,2021
Lithuania,12/3/2021,14.022256,160.3646486,28.93442857,3.629667371,2021
Luxembourg,12/3/2021,10.768755,281.6713657,37.05985714,5.654044229,2021
Netherlands,12/3/2021,9.070385,292.6366457,27.841,1.607173429,2021
Portugal,12/3/2021,12.269826,108.7637374,22.21271429,2.092326086,2021
Slovenia,12/3/2021,13.462886,338.8448057,39.69314286,2.952349443,2021
Spain,12/3/2021,12.530974,98.14170171,42.93642857,2.320797571,2021
Sweden,12/3/2021,12.254383,388.9862671,23.50857143,1.856467043,2021
Switzerland,12/3/2021,14.0814,135.5611014,18.82885714,1.158264914,2021
United Kingdom,12/3/2021,41.471233,85.18832743,14.88485714,2.957986229,2021
United States,12/3/2021,39.5524,165.0104743,25.98257143,3.805578757,2021
Australia,19/3/2021,1.7562506,0.432294023,0.054428571,0.001557816,2021
Austria,19/3/2021,15.291727,310.3771757,47.749,3.6720234,2021
Belgium,19/3/2021,15.154435,319.6465457,50.91214286,2.187751,2021
Canada,19/3/2021,11.981695,85.24363286,13.976,0.756475871,2021
Chile,19/3/2021,48.284733,280.0776629,116.5448571,4.344020643,2021
Czechia,19/3/2021,14.410221,943.64765,170.002,19.77293671,2021
Denmark,19/3/2021,13.832664,123.88934,7.188571429,0.245469187,2021
Estonia,19/3/2021,18.169132,1078.6113,50.525,6.998767429,2021
Finland,19/3/2021,15.123124,99.19176,10.6482,0.505687814,2021
France,19/3/2021,15.358653,382.6116229,66.54442857,4.0446492,2021
Germany,19/3/2021,14.751269,147.0385671,37.27085714,2.0855656,2021
Israel,19/3/2021,109.34287,185.2533357,25.581,1.647782357,2021
Italy,19/3/2021,15.138796,370.5896571,59.195,6.302252971,2021
Japan,19/3/2021,0.62010956,9.829251,5.083,0.314455057,2021
Latvia,19/3/2021,6.6445584,271.6664857,43.768,4.730294743,2021
Lithuania,19/3/2021,16.366941,179.1288,31.58371429,3.854257571,2021
Luxembourg,19/3/2021,12.655285,337.0872429,30.44185714,4.716909786,2021
Netherlands,19/3/2021,10.097383,346.9807686,31.078,1.4270788,2021
Portugal,19/3/2021,14.175063,76.59912,16.065,1.371374843,2021
Slovenia,19/3/2021,15.434587,373.7423514,44.88214286,3.251443629,2021
Spain,19/3/2021,14.300579,100.4987686,39.60814286,1.874900614,2021
Sweden,19/3/2021,13.92396,428.8886371,26.596,1.803925529,2021
Switzerland,19/3/2021,15.981748,161.0173886,18.99214286,1.090950971,2021
United Kingdom,19/3/2021,47.413197,81.25092829,10.91071429,2.034550871,2021
United States,19/3/2021,45.205994,159.2906043,24.63757143,2.894383914,2021
Austria,26/3/2021,18.055752,334.2869843,58.12028571,3.559453857,2021
Belgium,26/3/2021,18.081566,394.9276257,62.54342857,2.270142286,2021
Canada,26/3/2021,15.426774,102.8560071,15.82585714,0.759630029,2021
Chile,26/3/2021,55.264492,316.8150186,132.4091429,3.733436371,2021
Czechia,26/3/2021,16.84631,744.6467629,154.0201429,17.81686686,2021
Denmark,26/3/2021,15.456391,115.3532314,6.994285714,0.304243511,2021
Estonia,26/3/2021,20.640076,902.8560714,52.034,8.283638571,2021
Finland,26/3/2021,17.107664,77.15036429,9.5654,0.355447214,2021
France,26/3/2021,18.428234,472.2724071,72.96771429,4.053856714,2021
Germany,26/3/2021,17.312876,186.09784,42.42357143,2.471709529,2021
Israel,26/3/2021,111.01469,92.94165,23.52485714,1.315983986,2021
Italy,26/3/2021,18.14479,372.8708129,62.35728571,7.014598,2021
Japan,26/3/2021,0.84010583,12.557793,5.906,0.26106626,2021
Latvia,26/3/2021,7.810179,275.6915614,43.228,3.840652214,2021
Lithuania,26/3/2021,19.204472,232.0958586,30.3025,3.738340114,2021
Luxembourg,26/3/2021,15.212546,377.16535,38.82471429,3.342446,2021
Netherlands,26/3/2021,11.501528,396.5854229,34.03057143,1.261802071,2021
Portugal,26/3/2021,16.929195,67.35017571,13.43614286,0.922739329,2021
Slovenia,26/3/2021,18.656599,433.0980757,49.869,3.502296729,2021
Spain,26/3/2021,17.441849,120.4826357,38.63485714,1.642351486,2021
Sweden,26/3/2021,15.820561,491.1289357,28.73557143,1.745546057,2021
Switzerland,26/3/2021,18.313501,191.3527814,18.82871429,0.970249964,2021
United Kingdom,26/3/2021,53.20842,79.69949857,8.477285714,1.491864257,2021
United States,26/3/2021,51.847393,170.1920171,24.86128571,2.574399057,2021
Australia,2/4/2021,4.1124825,0.442419846,0.087142857,0.003894541,2021
Austria,2/4/2021,20.552322,339.04418,63.07385714,3.789096,2021
Belgium,2/4/2021,21.025858,384.5919,73.917,2.689110686,2021
Canada,2/4/2021,18.954712,131.4717214,19.37742857,0.740705014,2021
Chile,2/4/2021,60.428413,352.2320371,149.0751429,5.532833771,2021
Czechia,2/4/2021,18.874208,554.1068571,130.8911429,14.52233371,2021
Denmark,2/4/2021,17.41348,130.5031729,6.508571429,0.356103204,2021
Finland,2/4/2021,19.507967,59.60153571,7.941333333,0.315138759,2021
France,2/4/2021,21.27467,527.0404429,80.81242857,4.2745203,2021
Germany,2/4/2021,20.569725,189.9539371,50.15171429,2.670242414,2021
Israel,2/4/2021,112.72974,46.82392143,19.07985714,1.253211343,2021
Italy,2/4/2021,21.075094,342.7893657,62.78571429,7.300768571,2021
Japan,2/4/2021,1.1901078,17.50580686,6.801,0.226616619,2021
Latvia,2/4/2021,9.425281,245.0531429,49.712,4.8496372,2021
Lithuania,2/4/2021,22.371794,275.5504414,34.85642857,3.216711286,2021
Luxembourg,2/4/2021,18.675648,363.9205286,47.64842857,2.374073857,2021
Netherlands,2/4/2021,13.752452,391.3113857,38.90257143,1.199110886,2021
Portugal,2/4/2021,19.13806,61.96655,11.64185714,0.642587057,2021
Slovenia,2/4/2021,20.614733,488.95152,59.37085714,3.9654103,2021
Spain,2/4/2021,20.514029,129.0233771,41.20042857,1.602668757,2021
Sweden,2/4/2021,18.36303,524.4966986,32.595,1.905116557,2021
Switzerland,2/4/2021,20.150623,199.4768914,20.77371429,1.081666249,2021
United Kingdom,2/4/2021,56.387394,63.33508829,6.786428571,1.032092329,2021
United States,2/4/2021,58.482796,184.3683886,26.05214286,2.3293462,2021
Australia,9/4/2021,5.4218454,0.359076676,0.059714286,0.001557816,2021
Austria,9/4/2021,24.486238,307.6574957,66.09414286,4.093034171,2021
Belgium,9/4/2021,25.708212,323.4821214,79.24842857,3.451668057,2021
Canada,9/4/2021,23.98304,172.7262057,24.10271429,0.758578657,2021
Chile,9/4/2021,66.34818,359.4097771,162.6002857,5.413848143,2021
Czechia,9/4/2021,22.490728,419.7881643,110.6481429,11.94865843,2021
Denmark,9/4/2021,19.784756,114.9660157,6.557142857,0.293871566,2021
Estonia,9/4/2021,26.536858,365.2207583,49.771,6.590631771,2021
Finland,9/4/2021,22.629114,46.112862,6.9304,0.326131971,2021
France,9/4/2021,25.261986,476.5390143,86.49414286,4.609484129,2021
Germany,9/4/2021,25.040995,196.8227371,55.43785714,2.691600486,2021
Israel,9/4/2021,113.6255,29.45831286,14.71071429,1.024539514,2021
Italy,9/4/2021,24.594524,272.08919,60.01514286,7.609873686,2021
Japan,9/4/2021,1.496296,22.56810829,7.898,0.193473121,2021
Latvia,9/4/2021,10.771811,256.5317114,42.688,4.578404914,2021
Lithuania,9/4/2021,26.941036,322.1058143,35.27185714,3.875991929,2021
Luxembourg,9/4/2021,23.49843,316.1891429,47.207,2.811403286,2021
Netherlands,9/4/2021,16.323828,395.8376929,41.05814286,1.139839271,2021
Portugal,9/4/2021,22.20149,60.88708257,11.43314286,0.497613154,2021
Slovenia,9/4/2021,23.83528,451.8638357,67.72728571,3.299684571,2021
Spain,9/4/2021,24.849438,165.3164,44.90671429,1.6602727,2021
Sweden,9/4/2021,21.67409,542.5943129,36.52228571,1.829223186,2021
Switzerland,9/4/2021,23.339058,219.1209786,24.00985714,1.0909509,2021
United Kingdom,9/4/2021,60.87736,46.66446214,5.506,0.750122767,2021
United States,9/4/2021,65.09891,189.99929,27.68771429,2.104490286,2021
Australia,16/4/2021,7.0821795,0.532773206,0.076428571,0.007789081,2021
