Country,Day,"COVID-19 doses (cumulative, per hundred)","Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned)",Daily ICU occupancy per million,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)",Year
Netherlands,9/7/2021,93.25193,298.7826457,1.927857143,0.086627782,2021
Portugal,9/7/2021,100.99009,248.5362057,15.39714286,0.601445807,2021
Slovenia,9/7/2021,75.97269,22.08473171,4.447857143,0.40522443,2021
Spain,9/7/2021,105.04023,356.1137757,15.73985714,0.26583138,2021
Sweden,9/7/2021,89.97475,22.05576214,2.396571429,0.050595536,2021
Switzerland,9/7/2021,96.0035,27.09272057,2.778714286,0.046423444,2021
United Kingdom,9/7/2021,119.83469,442.6658286,7.277285714,0.47922848,2021
United States,9/7/2021,101.50793,97.19795143,14.41357143,0.656043599,2021
Australia,16/7/2021,41.322475,4.262964357,1.020428571,0.022588337,2021
Austria,16/7/2021,101.88717,25.86851586,3.707285714,0.229642171,2021
Belgium,16/7/2021,117.454475,105.4502969,7.218857143,0.150758479,2021
Canada,16/7/2021,121.212494,10.87190886,5.880714286,0.255488034,2021
Chile,16/7/2021,130.03444,108.55146,101.351,4.9765235,2021
Czechia,16/7/2021,93.02133,21.57986271,0.925857143,0.049714374,2021
Denmark,16/7/2021,106.65158,143.83458,1.821428571,0.065688936,2021
Estonia,16/7/2021,80.63532,37.44264914,0.754,0.075580636,2021
Finland,16/7/2021,92.0625,96.16862429,1.908142857,0.234521868,2021
France,16/7/2021,104.04398,88.87369857,13.02942857,0.242571007,2021
Germany,16/7/2021,107.65071,13.77570386,4.39,0.048541037,2021
Israel,16/7/2021,122.09292,73.08082914,1.889714286,0.156931651,2021
Italy,16/7/2021,107.85211,29.77507486,2.714857143,0.253993367,2021
Japan,16/7/2021,69.47009,21.53053814,8.027,0.110859287,2021
Latvia,16/7/2021,67.692116,19.91931629,5.403,0.531615736,2021
Lithuania,16/7/2021,87.692024,24.49482,3.220714286,0.318773186,2021
Luxembourg,16/7/2021,103.01539,181.8040729,8.162142857,0.21866469,2021
Netherlands,16/7/2021,99.65805,508.7889357,2.944142857,0.095746495,2021
Portugal,16/7/2021,108.45302,329.0496114,17.06642857,0.701360257,2021
Slovenia,16/7/2021,78.005135,25.65456529,4.312857143,0.154371211,2021
Spain,16/7/2021,111.75216,492.1908429,22.93114286,0.421575273,2021
Sweden,16/7/2021,94.85218,24.16326086,2.302142857,0.036973661,2021
Switzerland,16/7/2021,99.61592,51.24451657,3.301571429,0.044102271,2021
United Kingdom,16/7/2021,122.11047,618.8752171,9.126857143,0.6423637,2021
United States,16/7/2021,102.597786,100.7408483,19.83842857,0.757267577,2021
Australia,23/7/2021,45.79609,6.270210929,1.980857143,0.027261786,2021
Austria,23/7/2021,106.01399,36.663949,3.675285714,0.209379629,2021
Belgium,23/7/2021,124.45176,123.9602843,7.93,0.138487434,2021
Canada,23/7/2021,126.414604,10.88400014,5.301285714,0.198187219,2021
Chile,23/7/2021,132.01791,76.17379571,85.28985714,4.223991343,2021
Czechia,23/7/2021,96.73249,20.449817,1.021142857,0.053538557,2021
Denmark,23/7/2021,114.93387,140.9719257,1.724285714,0.020743874,2021
Estonia,23/7/2021,83.33484,60.08661029,9.803,0.030232254,2021
Finland,23/7/2021,96.95906,121.8634329,1.418,0.30780995,2021
France,23/7/2021,110.977554,217.0762829,13.84685714,0.24987354,2021
Germany,23/7/2021,111.37024,19.76979414,4.323142857,0.063103347,2021
Israel,23/7/2021,123.27286,121.6534171,2.887571429,0.210736794,2021
Italy,23/7/2021,114.0051,58.39759143,3.031857143,0.199223909,2021
Japan,23/7/2021,77.02852,30.39797529,10.254,0.096491663,2021
Latvia,23/7/2021,69.66101,23.10901014,5.403,0.358026921,2021
Lithuania,23/7/2021,90.90692,52.06145543,4.831,0.159386593,2021
Luxembourg,23/7/2021,107.44923,151.6595786,4.852714286,0.531042811,2021
Netherlands,23/7/2021,104.493126,379.15842,6.295428571,0.181234441,2021
Portugal,23/7/2021,114.96636,327.5117286,18.88857143,1.046163043,2021
Slovenia,23/7/2021,79.96128,30.09273743,3.639142857,0.048241004,2021
Spain,23/7/2021,117.475426,546.8928143,31.81628571,0.985240237,2021
Sweden,23/7/2021,99.097786,33.23543143,1.801142857,0.040865626,2021
Switzerland,23/7/2021,102.13899,73.36296514,4.118714286,0.060350476,2021
United Kingdom,23/7/2021,124.20174,578.3228114,11.93271429,0.967137586,2021
United States,23/7/2021,103.84819,133.86738,27.922,0.853412407,2021
Australia,30/7/2021,50.689445,8.455048657,2.188285714,0.035050867,2021
Austria,30/7/2021,109.44575,46.45075914,3.755428571,0.20487684,2021
Belgium,30/7/2021,130.27199,132.7077789,8.101428571,0.248926791,2021
Canada,30/7/2021,129.80362,15.77086557,4.736714286,0.175056613,2021
Chile,30/7/2021,134.38795,61.21082357,68.85,3.715692971,2021
Czechia,30/7/2021,99.74321,17.549174,1.579142857,0.034417644,2021
Denmark,30/7/2021,120.97407,139.9831329,1.384285714,0.121005943,2021
Estonia,30/7/2021,85.89889,113.6732771,0.754,0.075580636,2021
Finland,30/7/2021,101.88115,133.1498014,1.701428571,0.271165914,2021
France,30/7/2021,116.732285,302.2838114,18.24771429,0.456566886,2021
Germany,30/7/2021,114.59398,24.97484971,4.475714286,0.106790279,2021
Israel,30/7/2021,127.67618,205.8562143,4.868285714,0.354217149,2021
Italy,30/7/2021,119.263664,83.33755029,4.065285714,0.260497244,2021
Japan,30/7/2021,85.30228,62.86178657,12.949,0.081960766,2021
Latvia,30/7/2021,71.535805,29.66198657,3.242,0.22783531,2021
Lithuania,30/7/2021,94.30006,92.96584857,8.207571429,0.246324737,2021
Luxembourg,30/7/2021,111.13183,120.1718671,9.044428571,0.343615939,2021
Netherlands,30/7/2021,108.94144,215.7043186,9.459285714,0.266722391,2021
Portugal,30/7/2021,120.85735,273.9713029,19.48657143,1.110813586,2021
Slovenia,30/7/2021,81.76681,39.56726914,4.043714286,0.067537405,2021
Spain,30/7/2021,122.40115,494.8457643,38.71014286,1.5250102,2021
Sweden,30/7/2021,102.91237,44.05703571,2.166714286,0.050595536,2021
Switzerland,30/7/2021,103.77498,82.91459214,5.197571429,0.146233841,2021
United Kingdom,30/7/2021,126.15169,435.3172571,13.10528571,1.165893157,2021
United States,30/7/2021,105.247055,206.3608843,39.53828571,1.123562071,2021
Australia,6/8/2021,56.399685,11.60495286,2.461,0.073217369,2021
Austria,6/8/2021,112.40418,52.75691571,4.825857143,0.317446526,2021
Belgium,6/8/2021,134.4389,146.2006743,9.829428571,0.29450494,2021
Canada,6/8/2021,132.42157,23.98959014,5.085857143,0.22026643,2021
Chile,6/8/2021,137.3796,51.90906486,57.10271429,3.647850243,2021
Czechia,6/8/2021,102.57367,16.41339086,1.633571429,0.065011104,2021
Denmark,6/8/2021,126.776596,147.4612929,2.38,0.100262063,2021
Estonia,6/8/2021,88.52545,148.9240886,2.262,0.332554804,2021
Finland,6/8/2021,106.63308,120.9803086,3.197285714,0.2565083,2021
France,6/8/2021,121.80068,324.4993743,24.13142857,0.600077486,2021
Germany,6/8/2021,117.62069,32.31838,5.257428571,0.142953353,2021
Israel,6/8/2021,132.91022,330.21334,8.406142857,0.95728308,2021
Italy,6/8/2021,123.50893,95.15851,5.318571429,0.332724473,2021
Japan,6/8/2021,91.90782,99.25612429,17.176,0.08996092,2021
Latvia,6/8/2021,73.423416,37.38668986,4.863,0.282081803,2021
Lithuania,6/8/2021,98.08351,143.1943543,14.909,0.449180393,2021
Luxembourg,6/8/2021,113.53358,107.5517914,9.485571429,0.21866469,2021
Netherlands,6/8/2021,113.45742,149.3223629,10.63057143,0.36702825,2021
Portugal,6/8/2021,127.063156,230.6887514,17.92857143,1.318478957,2021
Slovenia,6/8/2021,83.37968,53.13264,3.369428571,0.067537405,2021
Spain,6/8/2021,127.37178,388.9484343,41.14914286,1.989254971,2021
Sweden,6/8/2021,106.77361,58.31913857,2.722142857,0.064217414,2021
Switzerland,6/8/2021,105.32106,107.0849543,7.910571429,0.085883368,2021
United Kingdom,6/8/2021,128.22273,402.7629629,12.83628571,1.317354429,2021
United States,6/8/2021,106.71598,287.3859543,52.02671429,1.680234071,2021
Australia,13/8/2021,62.891956,17.67420629,2.886857143,0.130077669,2021
Austria,13/8/2021,114.43261,74.77104286,6.615857143,0.249904714,2021
Belgium,13/8/2021,136.8422,160.8417786,13.42057143,0.285739911,2021
Canada,13/8/2021,134.8064,39.52494586,6.281857143,0.178736484,2021
Chile,13/8/2021,142.35228,44.25014457,50.17257143,3.033090943,2021
Czechia,13/8/2021,104.851295,17.61418429,1.742571429,0.042066009,2021
Denmark,13/8/2021,133.22945,162.9293029,2.574285714,0.141749817,2021
Estonia,13/8/2021,91.06254,191.2794871,3.771,0.272090291,2021
Finland,13/8/2021,112.12826,108.217186,4.898714286,0.274830314,2021
France,13/8/2021,126.42861,333.0334929,28.40571429,0.7394606,2021
Germany,13/8/2021,120.245575,48.83980743,6.566142857,0.217949251,2021
Israel,13/8/2021,139.15102,532.1216157,12.92657143,1.726248186,2021
Italy,13/8/2021,125.973305,103.6963847,6.906,0.449109566,2021
Japan,13/8/2021,97.465996,123.60566,20.903,0.131594378,2021
Latvia,13/8/2021,75.320435,49.35347,7.565,0.3037804,2021
Lithuania,13/8/2021,101.90218,182.9830486,18.07757143,1.014278329,2021
Luxembourg,13/8/2021,114.95846,88.090636,8.162,0.21866469,2021
Netherlands,13/8/2021,117.38919,133.9504957,10.11814286,0.364748571,2021
Portugal,13/8/2021,133.55817,224.8545343,14.71557143,1.2753786,2021
Slovenia,13/8/2021,85.12446,80.68790171,3.841285714,0.019296401,2021
Spain,13/8/2021,131.91109,295.1765029,39.548,2.319090629,2021
Sweden,13/8/2021,111.27787,74.48830629,2.898,0.097299109,2021
Switzerland,13/8/2021,106.89909,189.8393831,14.383,0.176409083,2021
United Kingdom,13/8/2021,130.31612,420.1367143,13.46271429,1.362553429,2021
United States,13/8/2021,108.38805,353.6523857,63.87485714,2.216350643,2021
Australia,20/8/2021,70.068855,29.51361229,4.475,0.127740943,2021
Austria,20/8/2021,116.12239,109.3794671,8.869,0.216133811,2021
Belgium,20/8/2021,138.95203,167.3016043,15.13642857,0.396179257,2021
Canada,20/8/2021,136.79785,54.869472,7.485714286,0.288606854,2021
Chile,20/8/2021,145.89864,37.43664857,42.36814286,2.223153257,2021
Czechia,20/8/2021,107.04011,17.82451429,1.633714286,0.131934301,2021
Denmark,20/8/2021,137.41016,166.0166886,3.132857143,0.134835191,2021
Estonia,20/8/2021,92.70509,207.6049,9.803,0.438367723,2021
Finland,20/8/2021,117.571335,108.8877743,4.563714286,0.337125206,2021
France,20/8/2021,131.03084,307.8858086,32.14928571,1.333823014,2021
Germany,20/8/2021,122.354706,75.82449429,9.14,0.341728906,2021
Israel,20/8/2021,146.8193,744.2596,16.96342857,2.383119286,2021
Italy,20/8/2021,128.77934,105.1104614,8.188428571,0.678798977,2021
Japan,20/8/2021,104.576866,164.1721586,22.823,0.223841061,2021
Latvia,20/8/2021,77.22856,65.28024143,7.025,0.5207664,2021
Lithuania,20/8/2021,104.96052,198.9506914,21.97328571,1.688048929,2021
Luxembourg,20/8/2021,116.05272,101.6790829,7.059142857,0.21866469,2021
Netherlands,20/8/2021,119.020355,134.0542214,10.98028571,0.294078536,2021
Portugal,20/8/2021,139.40807,224.4058957,14.368,1.034408436,2021
Slovenia,20/8/2021,86.79311,130.5497957,7.547571429,0.434169043,2021
Spain,20/8/2021,135.97781,223.3619214,37.064,2.206443143,2021
Sweden,20/8/2021,116.27864,85.58235143,3.588428571,0.128434829,2021
Switzerland,20/8/2021,108.61542,271.2196914,24.05871429,0.343533477,2021
United Kingdom,20/8/2021,132.43771,469.8666057,14.23728571,1.4936603,2021
United States,20/8/2021,110.15538,410.6775643,72.23585714,3.080279886,2021
Australia,27/8/2021,77.45372,41.25565071,6.199428571,0.112162778,2021
Austria,27/8/2021,117.22267,136.6438471,13.88671429,0.366977207,2021
Belgium,27/8/2021,140.56305,172.1381343,16.55814286,0.476817521,2021
Canada,27/8/2021,138.50381,70.90581371,10.52457143,0.360627157,2021
Chile,27/8/2021,150.15982,31.44248443,35.22657143,1.803572243,2021
Czechia,27/8/2021,108.37709,18.39240629,1.116428571,0.11663757,2021
Denmark,27/8/2021,140.24777,161.3285786,3.642857143,0.259298433,2021
Estonia,27/8/2021,94.70606,246.6952143,11.312,0.680225786,2021
Finland,27/8/2021,122.14546,90.85157714,3.944857143,0.340789597,2021
France,27/8/2021,135.17297,262.8155286,33.61328571,1.1804699,2021
Germany,27/8/2021,124.196075,104.6445229,12.64757143,0.534679533,2021
Israel,27/8/2021,154.75401,914.6649429,20.50085714,2.894268143,2021
Italy,27/8/2021,132.08331,107.9543629,9.035571429,0.777041671,2021
Japan,27/8/2021,110.948616,176.60244,24.477,0.329965563,2021
Latvia,27/8/2021,79.097984,89.13785143,6.484,0.661807336,2021
Lithuania,27/8/2021,107.38232,208.0864386,23.11628571,2.492226686,2021
Luxembourg,27/8/2021,117.11637,130.4491114,11.47071429,0.374853754,2021
Netherlands,27/8/2021,120.45164,138.6888057,10.49214286,0.362468893,2021
Portugal,27/8/2021,143.63576,222.2293286,13.78385714,1.087304249,2021
Slovenia,27/8/2021,88.23967,186.7023271,12.60214286,0.656077639,2021
Spain,27/8/2021,139.64159,168.9424571,33.18614286,1.9760275,2021
Sweden,27/8/2021,120.82672,90.23908743,4.170714286,0.204328131,2021
Switzerland,27/8/2021,110.412796,293.8604029,30.92328571,0.575650691,2021
United Kingdom,27/8/2021,133.93321,505.6950229,14.76628571,1.716960929,2021
United States,27/8/2021,111.93131,449.0174229,76.18657143,4.005038914,2021
Australia,3/9/2021,84.46115,55.88666271,8.371428571,0.233672456,2021
Austria,3/9/2021,118.244804,161.8076829,18.87257143,0.549340129,2021
Belgium,3/9/2021,141.52628,172.2994157,18.96042857,0.464546491,2021
Canada,3/9/2021,139.98766,86.75027857,12.839,0.407414043,2021
Chile,3/9/2021,153.89563,26.42943129,29.54242857,1.672061786,2021
Czechia,3/9/2021,109.25655,21.97948914,1.919571429,0.055450648,2021
Denmark,3/9/2021,142.00513,132.0347671,4.517142857,0.31461543,2021
Estonia,3/9/2021,96.40891,256.6265043,9.049,1.043012871,2021
Finland,3/9/2021,126.3798,78.94226143,3.738857143,0.296816737,2021
France,3/9/2021,138.21622,207.3785271,32.91814286,1.070931943,2021
Germany,3/9/2021,125.795006,122.91246,15.79714286,0.694622257,2021
Israel,3/9/2021,158.34348,1014.047557,22.542,3.196921929,2021
Italy,3/9/2021,135.07896,102.8200743,9.563,0.926288486,2021
Japan,3/9/2021,117.54808,145.8088586,24.477,0.435926774,2021
Latvia,3/9/2021,80.87156,146.9320743,10.807,1.063231414,2021
Lithuania,3/9/2021,109.42962,237.7903014,28.72666667,3.426811686,2021
Luxembourg,3/9/2021,118.05267,141.9133843,15.66257143,0.43732938,2021
Netherlands,3/9/2021,121.495384,139.9027371,10.183,0.353350179,2021
Portugal,3/9/2021,147.83745,186.4795514,13.21342857,1.1088545,2021
Slovenia,3/9/2021,90.043495,245.51775,22.91285714,0.578892037,2021
Spain,3/9/2021,142.60506,117.1270957,28.30514286,1.746038514,2021
Sweden,3/9/2021,124.39946,96.41758143,5.173,0.299681251,2021
Switzerland,3/9/2021,112.33649,301.7732743,32.96657143,0.754380964,2021
United Kingdom,3/9/2021,135.19635,533.0188429,15.42842857,1.888477443,2021
United States,3/9/2021,113.330284,472.7191857,76.44442857,4.715279743,2021
Australia,10/9/2021,91.63423,66.33805443,10.358,0.299100737,2021
Austria,10/9/2021,119.27307,203.9357743,21.15785714,0.835267129,2021
Belgium,10/9/2021,142.2933,169.6330986,18.91157143,0.620563989,2021
Canada,10/9/2021,141.48602,96.70538,14.68171429,0.546723329,2021
Chile,10/9/2021,157.56728,22.63232714,25.02428571,1.171069486,2021
Czechia,10/9/2021,109.973,32.22256171,3.253571429,0.068835286,2021
Denmark,10/9/2021,143.13953,96.63879829,5.027142857,0.452907951,2021
Estonia,10/9/2021,98.19805,297.6365529,9.803,1.1639419,2021
Finland,10/9/2021,130.03404,74.31778286,4.641,0.337125206,2021
France,10/9/2021,140.72346,157.3739757,30.38828571,1.004256643,2021
Germany,10/9/2021,127.4816,123.2345269,17.85328571,0.754570429,2021
Israel,10/9/2021,161.43439,913.2279214,25.70185714,2.849430443,2021
Italy,10/9/2021,137.6787,89.61070571,9.296714286,0.997831129,2021
Japan,10/9/2021,124.15103,93.85993571,19.814,0.4948667,2021
Latvia,10/9/2021,82.59554,192.8246157,16.21,2.083065671,2021
Lithuania,10/9/2021,111.41842,286.5626029,30.38885714,3.919460943,2021
Luxembourg,10/9/2021,118.92407,135.41592,14.11785714,0.124951251,2021
Netherlands,10/9/2021,122.15744,132.1928571,9.719571429,0.306616771,2021
Portugal,10/9/2021,151.5247,137.4411443,11.34971429,0.862007043,2021
Slovenia,10/9/2021,93.518906,360.9681286,31.60614286,1.167432283,2021
Spain,10/9/2021,144.46371,78.54741286,23.85914286,1.422603243,2021
Sweden,10/9/2021,127.1225,105.84197,4.563428571,0.550712964,2021
Switzerland,10/9/2021,114.8844,301.0513857,31.25042857,0.854191377,2021
United Kingdom,10/9/2021,136.15057,523.0166857,15.56414286,2.202176029,2021
United States,10/9/2021,114.81929,442.2633886,74.62257143,5.009988629,2021
Australia,17/9/2021,99.538284,67.52900571,11.36728571,0.387117357,2021
Austria,17/9/2021,120.47509,222.45798,24.13028571,1.031138403,2021
Belgium,17/9/2021,143.38425,175.7826357,18.50685714,0.564467814,2021
Canada,17/9/2021,143.38991,109.9897029,15.54328571,0.690763936,2021
Chile,17/9/2021,160.71184,23.74285986,22.25542857,0.999897126,2021
Czechia,17/9/2021,110.57025,39.90151971,3.907,0.175912403,2021
Denmark,17/9/2021,144.22414,67.25855614,3.74,0.387219017,2021
Estonia,17/9/2021,99.99089,336.2129057,11.312,1.390683829,2021
Finland,17/9/2021,132.6759,89.21725457,3.558285714,0.487365783,2021
France,17/9/2021,142.78067,115.3545786,26.06742857,0.890273714,2021
Germany,17/9/2021,129.16885,109.3792146,18.172,0.685156729,2021
Israel,17/9/2021,164.05763,856.83562,26.609,2.403296086,2021
Italy,17/9/2021,140.30214,76.63479286,8.786142857,0.969761736,2021
Japan,17/9/2021,129.56139,52.60118029,14.586,0.476907179,2021
Latvia,17/9/2021,84.59585,240.6917214,15.13,2.647229371,2021
Lithuania,17/9/2021,113.072495,367.3136429,38.96042857,4.948229,2021
Luxembourg,17/9/2021,119.655266,128.3874114,13.23542857,0.468567186,2021
Netherlands,17/9/2021,122.949356,114.6142571,8.873571429,0.329413537,2021
Portugal,17/9/2021,154.50534,102.7375283,8.150571429,0.689605614,2021
Slovenia,17/9/2021,96.50813,467.5421643,45.08442857,2.141900643,2021
Spain,17/9/2021,145.81474,57.70162357,19.60885714,1.172986229,2021
Sweden,17/9/2021,129.40884,92.06052143,3.859428571,0.708337543,2021
Switzerland,17/9/2021,117.18286,237.9201429,27.524,0.784556207,2021
United Kingdom,17/9/2021,136.87738,451.6263,14.39185714,2.288682614,2021
United States,17/9/2021,116.13222,432.16834,69.73128571,5.504575643,2021
Australia,24/9/2021,107.003174,67.83667143,11.37842857,0.489933257,2021
Austria,24/9/2021,121.726524,196.2112271,25.61628571,1.184233143,2021
Belgium,24/9/2021,144.93306,170.44648,17.77128571,0.638094046,2021
Canada,24/9/2021,145.21243,110.5490429,16.36071429,0.860037887,2021
Chile,24/9/2021,165.86412,27.849952,19.85757143,0.773406857,2021
Czechia,24/9/2021,111.077034,43.80218586,4.574,0.204593773,2021
Denmark,24/9/2021,145.1171,56.57200371,2.89,0.356103204,2021
Estonia,24/9/2021,101.53108,384.4938286,13.574,2.086025671,2021
Finland,24/9/2021,135.55956,103.0540429,4.151,0.685243626,2021
France,24/9/2021,144.47545,87.00869714,22.56,0.7705757,2021
Germany,24/9/2021,130.68843,94.91156,16.91928571,0.61647116,2021
Israel,24/9/2021,167.61508,696.03895,29.13371429,2.257573929,2021
Italy,24/9/2021,142.6439,63.58460257,7.961,0.904722957,2021
Japan,24/9/2021,135.89853,26.80084429,9.213,0.359843671,2021
Latvia,24/9/2021,87.04734,302.3049,28.639,3.7104608,2021
Lithuania,24/9/2021,114.56125,448.6007943,46.5445,5.976997143,2021
Luxembourg,24/9/2021,120.84841,133.22927,12.79414286,0.187426874,2021
Netherlands,24/9/2021,123.65786,97.38216714,7.360857143,0.234806879,2021
Portugal,24/9/2021,155.88882,87.64848643,7.358,0.57989565,2021
Slovenia,24/9/2021,98.43124,439.8807571,49.73414286,2.865515557,2021
Spain,24/9/2021,146.67755,45.94402429,15.96814286,0.858084871,2021
Sweden,24/9/2021,131.1747,66.27236714,3.656142857,0.638282157,2021
Switzerland,24/9/2021,119.17644,170.2881543,22.57157143,0.689388129,2021
United Kingdom,24/9/2021,138.80093,483.9812571,12.43414286,2.174936986,2021
United States,24/9/2021,118.0568,378.6264786,62.41271429,5.622889657,2021
Australia,1/10/2021,114.1631,79.44941429,11.37828571,0.57639206,2021
Austria,1/10/2021,122.98739,192.8971771,24.945,1.218004071,2021
Belgium,1/10/2021,146.50143,165.6064357,17.51414286,0.704708271,2021
Canada,1/10/2021,146.75368,110.8781274,16.60957143,1.044031337,2021
Chile,1/10/2021,170.16737,33.89734614,18.96142857,0.46550535,2021
Czechia,1/10/2021,111.60525,56.03383371,5.880857143,0.162527761,2021
Denmark,1/10/2021,145.75905,67.33807714,2.088571429,0.50131033,2021
Estonia,1/10/2021,102.518936,490.0346429,17.345,2.403464271,2021
Finland,1/10/2021,138.4149,102.0390043,5.156857143,0.780518121,2021
France,1/10/2021,146.03255,72.01184286,19.07557143,0.648337697,2021
Germany,1/10/2021,131.82126,94.57031714,16.23071429,0.685156726,2021
Israel,1/10/2021,171.86365,460.5562714,25.39957143,2.087191057,2021
Italy,1/10/2021,144.44955,54.47507171,7.210714286,0.843107329,2021
Japan,1/10/2021,141.53392,14.33219486,6.188,0.293230136,2021
Latvia,1/10/2021,89.4083,463.5580714,38.365,4.4807611,2021
Lithuania,1/10/2021,115.94126,564.2647486,45.4538,7.469435457,2021
Luxembourg,1/10/2021,121.82772,136.57172,10.809,0.156189064,2021
Netherlands,1/10/2021,124.27333,94.17466,5.839571429,0.208590583,2021
Portugal,1/10/2021,156.72247,70.82367,6.231285714,0.5975276,2021
Slovenia,1/10/2021,100.389885,415.4032771,55.32771429,3.473352243,2021
Spain,1/10/2021,147.81963,38.08898529,12.73014286,0.625535797,2021
Sweden,1/10/2021,132.6601,58.044755,3.222857143,0.521523214,2021
Switzerland,1/10/2021,121.0057,134.0500143,18.76328571,0.642964686,2021
United Kingdom,1/10/2021,141.00276,497.0536314,11.70414286,1.948942343,2021
United States,1/10/2021,119.94677,327.6350657,54.60742857,5.481152214,2021
Australia,8/10/2021,121.839676,83.50441171,11.44914286,0.634810179,2021
Austria,8/10/2021,124.54194,200.3335257,24.36985714,1.2135013,2021
Belgium,8/10/2021,148.3057,174.4380857,16.97457143,0.781840514,2021
Canada,8/10/2021,148.15535,100.8178914,17.241,1.001975707,2021
Chile,8/10/2021,174.18568,38.85612629,18.66271429,0.473855191,2021
Czechia,8/10/2021,112.181465,76.01519,9.175428571,0.29063788,2021
Denmark,8/10/2021,146.52794,84.43794357,2.768571429,0.262755751,2021
Estonia,8/10/2021,103.685974,638.1273143,18.099,2.736019071,2021
Finland,8/10/2021,140.91258,94.40238686,5.594857143,0.556989459,2021
France,8/10/2021,147.5252,61.45619286,16.52642857,0.478474496,2021
Germany,8/10/2021,132.9913,97.83130571,16.40214286,0.798742761,2021
Israel,8/10/2021,173.56259,292.8680843,22.81442857,1.710555043,2021
Italy,8/10/2021,146.48125,47.43000786,6.252571429,0.708579857,2021
Japan,8/10/2021,146.07304,8.224975,4.332,0.25322938,2021
Latvia,8/10/2021,93.22536,671.4089857,48.091,5.609088229,2021
Lithuania,8/10/2021,117.199165,709.9586,51.63528571,8.324327143,2021
Luxembourg,8/10/2021,122.83351,152.8153857,4.852857143,0.531042811,2021
Netherlands,8/10/2021,124.824974,125.5498711,6.108285714,0.192632834,2021
Portugal,8/10/2021,157.33311,63.09499571,5.368857143,0.656300796,2021
Slovenia,8/10/2021,102.16473,386.6034014,54.856,3.454055829,2021
Spain,8/10/2021,148.40988,32.32219343,10.261,0.48600634,2021
Sweden,8/10/2021,134.05402,56.721487,2.721857143,0.655796,2021
Switzerland,8/10/2021,122.9588,109.970174,15.83785714,0.529227257,2021
United Kingdom,8/10/2021,143.83408,522.0962286,11.391,1.792991,2021
United States,8/10/2021,121.60367,294.0691071,51.74428571,5.043510629,2021
Australia,15/10/2021,128.55005,83.574514,11.09471429,0.594306973,2021
Austria,15/10/2021,126.03136,216.2013514,24.482,1.337328014,2021
Belgium,15/10/2021,149.6854,237.3797371,18.81314286,0.950129029,2021
Canada,15/10/2021,149.59172,84.03453429,16.72842857,1.01669518,2021
Chile,15/10/2021,179.65195,52.50190429,19.82114286,0.370525543,2021
Czechia,15/10/2021,113.1455,113.3239129,12.27928571,0.548770199,2021
Denmark,15/10/2021,147.4038,106.8516986,2.355714286,0.231639934,2021
Estonia,15/10/2021,105.27571,799.7187286,27.902,3.159270743,2021
Finland,15/10/2021,143.34406,101.1632129,6.110285714,0.883121414,2021
France,15/10/2021,148.98486,66.09329786,15.34057143,0.399099149,2021
Germany,15/10/2021,134.14278,107.48078,17.45414286,0.942424243,2021
Israel,15/10/2021,174.62688,196.6129357,19.33685714,1.372031057,2021
Italy,15/10/2021,148.59436,42.81328514,6.005714286,0.6048602,2021
Japan,15/10/2021,149.99739,4.994218571,2.388,0.201146749,2021
Latvia,15/10/2021,98.209305,986.9608143,70.786,8.928973714,2021
Lithuania,15/10/2021,118.57052,826.6078429,56.20657143,9.845744714,2021
Luxembourg,15/10/2021,124.32819,178.8677214,9.265,0.968372231,2021
Netherlands,15/10/2021,125.38409,183.6417871,7.124857143,0.331693227,2021
Portugal,15/10/2021,158.17245,66.62922657,5.744285714,0.691564714,2021
Slovenia,15/10/2021,103.302055,437.9800629,55.86657143,2.653255057,2021
Spain,15/10/2021,149.02367,31.38004971,9.204,0.404080764,2021
Sweden,15/10/2021,136.0264,55.80882486,2.776142857,0.517631257,2021
Switzerland,15/10/2021,124.71769,101.7509014,12.99357143,0.510657903,2021
United Kingdom,15/10/2021,147.32837,609.1293286,12.392,1.920206529,2021
United States,15/10/2021,123.13213,255.4592157,47.35842857,4.522093929,2021
Australia,22/10/2021,134.21947,77.49279429,9.719142857,0.584181157,2021
Austria,22/10/2021,127.77229,307.0586029,26.97471429,1.645768914,2021
Belgium,22/10/2021,151.16423,402.1763,21.93842857,1.1464657,2021
Canada,22/10/2021,150.94025,72.70579714,15.23528571,0.982524971,2021
Chile,22/10/2021,187.30446,72.68250086,22.55428571,0.428974641,2021
Czechia,22/10/2021,114.73337,236.9348786,17.12542857,0.935012651,2021
Denmark,22/10/2021,148.96638,153.618774,3.4,0.369932446,2021
Estonia,22/10/2021,108.4072,996.7273114,27.148,3.733683657,2021
Finland,22/10/2021,145.3585,117.9901524,5.852714286,1.033362,2021
France,22/10/2021,150.42636,74.10322143,15.13,0.395289136,2021
Germany,22/10/2021,135.46896,150.31533,20.11514286,1.557439214,2021
Israel,22/10/2021,175.52386,130.6433571,16.85757143,0.872091621,2021
Italy,22/10/2021,150.44595,49.58073571,5.780857143,0.654152729,2021
Japan,22/10/2021,153.30243,3.034180929,1.581,0.131267847,2021
Latvia,22/10/2021,102.66435,1231.015843,91.319,14.16918586,2021
Lithuania,22/10/2021,120.16854,962.8471314,54.84733333,9.961662286,2021
