country,date,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V
Denmark,9/9/2023,12137298,1767250,155573,45378,0
Estonia,9/9/2023,1636511,244654,238121,79103,0
Iceland,9/9/2023,76558,6493,1,85,0
Luxembourg,9/9/2023,746224,342272,105054,41510,0
