Country,Code,Day,"COVID-19 doses (cumulative, per hundred)","Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned)",Daily ICU occupancy per million,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
Canada,CAN,8/10/2023,253.54195,17.14083,1.222,0.3900661
Canada,CAN,9/10/2023,253.54227,17.14083,1.248,0.3900661
Canada,CAN,10/10/2023,253.5424,17.14083,1.274,0.3900661
Canada,CAN,11/10/2023,253.63922,17.14083,1.248,0.3900661
Canada,CAN,12/10/2023,,17.14083,1.378,0.3900661
Canada,CAN,13/10/2023,253.71016,17.14083,1.43,0.3900661
Canada,CAN,14/10/2023,253.75085,17.14083,1.664,0.3900661
Canada,CAN,15/10/2023,253.77458,15.676241,1.664,0.29806936
Canada,CAN,16/10/2023,253.7859,15.676241,1.716,0.29806936
Canada,CAN,17/10/2023,253.84258,15.676241,1.69,0.29806936
Canada,CAN,18/10/2023,254.34962,15.676241,1.638,0.29806936
Canada,CAN,19/10/2023,254.42914,15.676241,1.326,0.29806936
Canada,CAN,20/10/2023,254.56454,15.676241,1.3,0.29806936
Canada,CAN,21/10/2023,254.67729,15.676241,1.326,0.29806936
Canada,CAN,22/10/2023,254.73625,17.869442,3.017,0.37166676
Canada,CAN,23/10/2023,254.75813,17.869442,3.199,0.37166676
Canada,CAN,24/10/2023,254.85667,17.869442,3.095,0.37166676
Canada,CAN,25/10/2023,255.46478,17.869442,3.017,0.37166676
Canada,CAN,26/10/2023,255.57098,17.869442,2.809,0.37166676
Canada,CAN,27/10/2023,255.73552,17.869442,2.861,0.37166676
Canada,CAN,28/10/2023,255.87009,17.869442,2.496,0.37166676
Canada,CAN,29/10/2023,255.92967,18.163832,2.444,0.4011057
Canada,CAN,30/10/2023,255.95695,18.163832,2.418,0.4011057
Canada,CAN,31/10/2023,256.09436,18.163832,2.522,0.4011057
Canada,CAN,1/11/2023,256.62805,18.163832,2.548,0.4011057
Canada,CAN,2/11/2023,256.96262,18.163832,2.548,0.4011057
Canada,CAN,3/11/2023,257.12573,18.163832,2.626,0.4011057
Canada,CAN,4/11/2023,257.28268,18.163832,2.548,0.4011057
Canada,CAN,5/11/2023,257.36813,18.19695,2.574,0.3311882
Canada,CAN,6/11/2023,257.40396,18.19695,2.705,0.3311882
Canada,CAN,7/11/2023,257.52676,18.19695,2.809,0.3311882
Canada,CAN,8/11/2023,258.14304,18.19695,3.069,0.3311882
Canada,CAN,9/11/2023,258.31952,18.19695,3.017,0.3311882
Canada,CAN,10/11/2023,258.45535,18.19695,3.121,0.3311882
Canada,CAN,11/11/2023,258.58,18.19695,2.965,0.3311882
Canada,CAN,12/11/2023,258.64233,18.623816,3.017,0.37902647
Canada,CAN,13/11/2023,258.67047,18.623816,3.069,0.37902647
Canada,CAN,14/11/2023,258.76904,18.623816,3.043,0.37902647
Canada,CAN,15/11/2023,259.28293,18.623816,3.173,0.37902647
Canada,CAN,16/11/2023,259.42856,18.623816,3.303,0.37902647
Canada,CAN,17/11/2023,259.53342,18.623816,3.303,0.37902647
Canada,CAN,18/11/2023,259.63354,18.623816,3.563,0.37902647
Canada,CAN,19/11/2023,259.69046,21.799543,3.537,0.40846545
Canada,CAN,20/11/2023,259.71344,21.799543,3.693,0.40846545
Canada,CAN,21/11/2023,259.7939,21.799543,3.953,0.40846545
Canada,CAN,22/11/2023,260.29364,21.799543,3.823,0.40846545
Canada,CAN,23/11/2023,260.41217,21.799543,3.719,0.40846545
Canada,CAN,24/11/2023,260.49496,21.799543,3.641,0.40846545
Canada,CAN,25/11/2023,260.57382,21.799543,3.589,0.40846545
Canada,CAN,26/11/2023,260.61618,22.564955,3.693,0.38638622
Canada,CAN,27/11/2023,260.63382,22.564955,3.667,0.38638622
Canada,CAN,28/11/2023,260.6949,22.564955,3.901,0.38638622
Canada,CAN,29/11/2023,261.06952,22.564955,4.213,0.38638622
Canada,CAN,30/11/2023,261.16635,22.564955,4.317,0.38638622
Canada,CAN,1/12/2023,261.23825,22.564955,4.239,0.38638622
Canada,CAN,2/12/2023,261.30267,22.564955,4.213,0.38638622
Canada,CAN,3/12/2023,261.33704,20.618305,4.473,0.46366346
Canada,CAN,4/12/2023,261.35233,20.618305,4.473,0.46366346
Canada,CAN,5/12/2023,261.40268,20.618305,4.291,0.46366346
Canada,CAN,6/12/2023,261.75635,20.618305,4.213,0.46366346
Canada,CAN,7/12/2023,261.8375,20.618305,3.901,0.46366346
Canada,CAN,8/12/2023,261.8949,20.618305,4.083,0.46366346
Canada,CAN,9/12/2023,261.95364,20.618305,4.135,0.46366346
Canada,CAN,10/12/2023,261.98828,20.17304,4.109,0.3422278
Canada,CAN,11/12/2023,262.1633,20.17304,4.239,0.3422278
Canada,CAN,12/12/2023,262.23315,20.17304,4.187,0.3422278
Canada,CAN,13/12/2023,262.3012,20.17304,4.239,0.3422278
Canada,CAN,14/12/2023,262.36447,20.17304,4.447,0.3422278
Canada,CAN,15/12/2023,262.40985,20.17304,4.265,0.3422278
Canada,CAN,16/12/2023,262.45453,20.17304,4.395,0.3422278
Canada,CAN,17/12/2023,262.47723,20.047926,4.369,0.2723103
Canada,CAN,18/12/2023,262.48782,20.047926,4.213,0.2723103
Canada,CAN,19/12/2023,262.5242,20.047926,4.239,0.2723103
Canada,CAN,20/12/2023,262.7586,20.047926,4.135,0.2723103
Canada,CAN,21/12/2023,,20.047926,4.109,0.2723103
Canada,CAN,22/12/2023,,20.047926,3.719,0.2723103
Canada,CAN,23/12/2023,,20.047926,3.901,0.2723103
Canada,CAN,24/12/2023,,19.359789,4.213,0.30910897
Canada,CAN,25/12/2023,,19.359789,4.239,0.30910897
Canada,CAN,26/12/2023,,19.359789,4.447,0.30910897
Canada,CAN,27/12/2023,262.87213,19.359789,4.317,0.30910897
Canada,CAN,28/12/2023,263.02032,19.359789,4.369,0.30910897
Canada,CAN,29/12/2023,263.0383,19.359789,4.265,0.30910897
Canada,CAN,30/12/2023,263.05457,19.359789,4.031,0.30910897
Canada,CAN,31/12/2023,263.06128,22.45456,4.161,0.49310243
Canada,CAN,1/1/2024,263.06375,22.45456,4.187,0.49310243
Canada,CAN,2/1/2024,263.0648,22.45456,4.317,0.49310243
Canada,CAN,3/1/2024,263.1289,22.45456,4.109,0.49310243
Canada,CAN,4/1/2024,263.1562,22.45456,4.187,0.49310243
Canada,CAN,5/1/2024,263.1763,22.45456,4.031,0.49310243
Canada,CAN,6/1/2024,263.19748,22.45456,4.161,0.49310243
Canada,CAN,7/1/2024,263.20737,18.690054,3.875,0.33486807
Canada,CAN,8/1/2024,263.2116,18.690054,4.031,0.33486807
Canada,CAN,9/1/2024,263.22537,18.690054,4.343,0.33486807
Canada,CAN,10/1/2024,263.30078,18.690054,4.161,0.33486807
Canada,CAN,11/1/2024,263.3199,18.690054,4.135,0.33486807
Canada,CAN,12/1/2024,263.3327,18.690054,4.005,0.33486807
Canada,CAN,13/1/2024,263.34793,18.690054,3.875,0.33486807
Canada,CAN,14/1/2024,263.35403,14.495003,4.031,0.32382846
Canada,CAN,15/1/2024,263.3574,14.495003,4.317,0.32382846
Canada,CAN,16/1/2024,263.36722,14.495003,4.369,0.32382846
Canada,CAN,17/1/2024,263.42578,14.495003,4.317,0.32382846
Canada,CAN,18/1/2024,263.4423,14.495003,4.083,0.32382846
Canada,CAN,19/1/2024,263.45242,14.495003,3.979,0.32382846
Canada,CAN,20/1/2024,263.46307,14.495003,3.927,0.32382846
Canada,CAN,21/1/2024,263.46817,11.484871,4.031,0.20975251
Canada,CAN,22/1/2024,263.47028,11.484871,4.083,0.20975251
Canada,CAN,23/1/2024,263.51465,11.484871,3.693,0.20975251
Canada,CAN,24/1/2024,263.52115,11.484871,3.459,0.20975251
Canada,CAN,25/1/2024,263.5341,11.484871,3.303,0.20975251
Canada,CAN,26/1/2024,263.54138,11.484871,3.095,0.20975251
Canada,CAN,27/1/2024,263.54904,11.484871,3.173,0.20975251
Canada,CAN,28/1/2024,263.5529,9.652296,3.277,0.15455449
Canada,CAN,29/1/2024,263.55447,9.652296,3.485,0.15455449
Canada,CAN,30/1/2024,263.56027,9.652296,3.589,0.15455449
Canada,CAN,31/1/2024,263.56616,9.652296,3.589,0.15455449
Canada,CAN,1/2/2024,263.57745,9.652296,3.199,0.15455449
Canada,CAN,2/2/2024,263.58286,9.652296,2.965,0.15455449
Canada,CAN,3/2/2024,263.5895,9.652296,3.147,0.15455449
Canada,CAN,4/2/2024,263.59244,9.000959,3.147,0.15823436
Canada,CAN,5/2/2024,263.59396,9.000959,3.381,0.15823436
Canada,CAN,6/2/2024,263.6396,9.000959,3.147,0.15823436
Canada,CAN,7/2/2024,263.6442,9.000959,2.991,0.15823436
Canada,CAN,8/2/2024,263.65344,9.000959,3.173,0.15823436
Canada,CAN,9/2/2024,263.65842,9.000959,3.095,0.15823436
Canada,CAN,10/2/2024,263.66367,9.000959,2.913,0.15823436
Canada,CAN,11/2/2024,263.66605,7.8454804,2.783,0.14351489
Canada,CAN,12/2/2024,263.66708,7.8454804,2.731,0.14351489
Canada,CAN,13/2/2024,263.68588,7.8454804,2.548,0.14351489
Canada,CAN,14/2/2024,263.6894,7.8454804,2.809,0.14351489
Canada,CAN,15/2/2024,263.6954,7.8454804,2.939,0.14351489
Canada,CAN,16/2/2024,263.6986,7.8454804,2.809,0.14351489
Canada,CAN,17/2/2024,263.7033,7.8454804,2.809,0.14351489
Canada,CAN,18/2/2024,263.70508,7.046949,2.861,0.15823436
Canada,CAN,19/2/2024,263.70596,7.046949,2.887,0.15823436
Canada,CAN,20/2/2024,263.71896,7.046949,3.017,0.15823436
Canada,CAN,21/2/2024,263.72256,7.046949,2.861,0.15823436
Canada,CAN,22/2/2024,263.72928,7.046949,2.731,0.15823436
Canada,CAN,23/2/2024,263.73312,7.046949,2.626,0.15823436
Canada,CAN,24/2/2024,263.73737,7.046949,2.522,0.15823436
Canada,CAN,25/2/2024,263.73907,6.0828233,2.6,0.14719476
Canada,CAN,26/2/2024,263.74005,6.0828233,2.6,0.14719476
Canada,CAN,27/2/2024,263.7434,6.0828233,2.574,0.14719476
Canada,CAN,28/2/2024,263.75546,6.0828233,2.444,0.14719476
Canada,CAN,29/2/2024,263.76193,6.0828233,2.366,0.14719476
Canada,CAN,1/3/2024,263.76477,6.0828233,2.288,0.14719476
Canada,CAN,2/3/2024,263.76843,6.0828233,2.21,0.14719476
Canada,CAN,3/3/2024,263.77017,5.5050836,2.288,0.13983501
Canada,CAN,4/3/2024,263.77103,5.5050836,2.34,0.13983501
Canada,CAN,5/3/2024,263.77377,5.5050836,2.288,0.13983501
Canada,CAN,6/3/2024,263.77655,5.5050836,2.262,0.13983501
Canada,CAN,7/3/2024,263.78198,5.5050836,2.34,0.13983501
Canada,CAN,8/3/2024,263.78467,5.5050836,2.262,0.13983501
Canada,CAN,9/3/2024,263.78778,5.5050836,2.262,0.13983501
Canada,CAN,10/3/2024,263.7895,4.48208,2.184,0.09935646
Canada,CAN,11/3/2024,263.7902,4.48208,2.028,0.09935646
Canada,CAN,12/3/2024,263.79288,4.48208,2.08,0.09935646
Canada,CAN,13/3/2024,263.81348,4.48208,2.132,0.09935646
Canada,CAN,14/3/2024,263.8185,4.48208,2.028,0.09935646
Canada,CAN,15/3/2024,263.82138,4.48208,1.95,0.09935646
Canada,CAN,16/3/2024,263.82452,4.48208,2.132,0.09935646
Canada,CAN,17/3/2024,263.8258,5.078219,2.132,0.07727724
Canada,CAN,18/3/2024,263.82632,5.078219,2.054,0.07727724
Canada,CAN,19/3/2024,263.8367,5.078219,2.028,0.07727724
Canada,CAN,20/3/2024,263.8388,5.078219,2.028,0.07727724
Canada,CAN,21/3/2024,263.8428,5.078219,1.976,0.07727724
Canada,CAN,22/3/2024,263.84525,5.078219,1.976,0.07727724
Canada,CAN,23/3/2024,263.8477,5.078219,1.976,0.07727724
Canada,CAN,24/3/2024,263.84875,4.117773,1.976,0.08831685
Canada,CAN,25/3/2024,263.85867,4.117773,1.976,0.08831685
Canada,CAN,26/3/2024,263.86102,4.117773,1.976,0.08831685
Canada,CAN,27/3/2024,263.86285,4.117773,,0.08831685
Canada,CAN,28/3/2024,263.86652,4.117773,,0.08831685
Canada,CAN,29/3/2024,263.869,4.117773,,0.08831685
Canada,CAN,30/3/2024,263.86948,4.117773,,0.08831685
Canada,CAN,31/3/2024,263.87036,3.2677236,,0.044158425
Canada,CAN,1/4/2024,263.87057,3.2677236,,0.044158425
Canada,CAN,2/4/2024,263.8722,3.2677236,,0.044158425
Canada,CAN,3/4/2024,263.88098,3.2677236,,0.044158425
Canada,CAN,4/4/2024,263.88583,3.2677236,,0.044158425
Canada,CAN,5/4/2024,263.88812,3.2677236,,0.044158425
Canada,CAN,6/4/2024,263.89093,3.2677236,,0.044158425
Canada,CAN,7/4/2024,263.8923,3.7939448,,0.0588779
Canada,CAN,8/4/2024,263.89322,3.7939448,,0.0588779
Canada,CAN,9/4/2024,263.90448,3.7939448,,0.0588779
Canada,CAN,10/4/2024,263.9073,3.7939448,,0.0588779
Canada,CAN,11/4/2024,263.9154,3.7939448,,0.0588779
Canada,CAN,12/4/2024,263.91852,3.7939448,,0.0588779
Canada,CAN,13/4/2024,263.9224,3.7939448,,0.0588779
Canada,CAN,14/4/2024,263.92422,4.0552154,,0.08831685
Canada,CAN,15/4/2024,263.9253,4.0552154,,0.08831685
Canada,CAN,16/4/2024,263.92947,4.0552154,,0.08831685
Canada,CAN,17/4/2024,263.9545,4.0552154,,0.08831685
Canada,CAN,18/4/2024,263.9647,4.0552154,,0.08831685
Canada,CAN,19/4/2024,263.96997,4.0552154,,0.08831685
Canada,CAN,20/4/2024,263.97452,4.0552154,,0.08831685
Canada,CAN,21/4/2024,263.97638,3.7645059,,0.080957115
Canada,CAN,22/4/2024,263.9772,3.7645059,,0.080957115
Canada,CAN,23/4/2024,264.00684,3.7645059,,0.080957115
Canada,CAN,24/4/2024,264.0116,3.7645059,,0.080957115
Canada,CAN,25/4/2024,264.02045,3.7645059,,0.080957115
Canada,CAN,26/4/2024,264.02722,3.7645059,,0.080957115
Canada,CAN,27/4/2024,264.03293,3.7645059,,0.080957115
Canada,CAN,28/4/2024,264.0353,4.294407,,0.080957115
Canada,CAN,29/4/2024,264.06418,4.294407,,0.080957115
Canada,CAN,30/4/2024,264.06995,4.294407,,0.080957115
Canada,CAN,1/5/2024,264.07553,4.294407,,0.080957115
Canada,CAN,2/5/2024,264.08783,4.294407,,0.080957115
Canada,CAN,3/5/2024,264.09503,4.294407,,0.080957115
Canada,CAN,4/5/2024,264.1045,4.294407,,0.080957115
Canada,CAN,5/5/2024,264.10815,4.7212715,,0.080957115
Canada,CAN,6/5/2024,264.10983,4.7212715,,0.080957115
Canada,CAN,7/5/2024,264.12024,4.7212715,,0.080957115
Canada,CAN,8/5/2024,264.16287,4.7212715,,0.080957115
Canada,CAN,9/5/2024,,4.7212715,,0.080957115
Canada,CAN,10/5/2024,,4.7212715,,0.080957115
Canada,CAN,11/5/2024,,4.7212715,,0.080957115
Canada,CAN,12/5/2024,,4.9862223,,0.10671619
Canada,CAN,13/5/2024,,4.9862223,,0.10671619
Canada,CAN,14/5/2024,264.1957,4.9862223,,0.10671619
Canada,CAN,15/5/2024,,4.9862223,,0.10671619
Canada,CAN,16/5/2024,264.31726,4.9862223,,0.10671619
Canada,CAN,17/5/2024,264.339,4.9862223,,0.10671619
Canada,CAN,18/5/2024,264.35727,4.9862223,,0.10671619
Canada,CAN,19/5/2024,264.36298,6.3183346,,0.09199672
Canada,CAN,20/5/2024,264.3654,6.3183346,,0.09199672
Canada,CAN,21/5/2024,264.36765,6.3183346,,0.09199672
Canada,CAN,22/5/2024,264.38358,6.3183346,,0.09199672
Canada,CAN,23/5/2024,264.4101,6.3183346,,0.09199672
Canada,CAN,24/5/2024,264.42853,6.3183346,,0.09199672
Canada,CAN,25/5/2024,264.44272,6.3183346,,0.09199672
Canada,CAN,26/5/2024,264.4465,5.409407,,0.09935646
Canada,CAN,27/5/2024,264.4484,5.409407,,0.09935646
Canada,CAN,28/5/2024,264.46207,5.409407,,0.09935646
Canada,CAN,29/5/2024,264.47668,5.409407,,0.09935646
Canada,CAN,30/5/2024,264.5624,5.409407,,0.09935646
Canada,CAN,31/5/2024,264.57864,5.409407,,0.09935646
Canada,CAN,1/6/2024,264.59286,5.409407,,0.09935646
Canada,CAN,2/6/2024,264.5963,4.971503,,0.0588779
Canada,CAN,3/6/2024,264.59756,4.971503,,0.0588779
Canada,CAN,4/6/2024,264.6086,4.971503,,0.0588779
Canada,CAN,5/6/2024,264.62027,4.971503,,0.0588779
Canada,CAN,6/6/2024,,4.971503,,0.0588779
Canada,CAN,7/6/2024,,4.971503,,0.0588779
Canada,CAN,8/6/2024,,4.971503,,0.0588779
Canada,CAN,9/6/2024,,2.2962382,,0.044158425
Canada,CAN,10/6/2024,,2.2962382,,0.044158425
Canada,CAN,11/6/2024,,2.2962382,,0.044158425
Canada,CAN,12/6/2024,264.67966,2.2962382,,0.044158425
Canada,CAN,13/6/2024,,2.2962382,,0.044158425
Canada,CAN,14/6/2024,,2.2962382,,0.044158425
Canada,CAN,15/6/2024,,2.2962382,,0.044158425
Canada,CAN,16/6/2024,,2.126964,,0.055198032
Canada,CAN,17/6/2024,264.7019,2.126964,,0.055198032
Canada,CAN,18/6/2024,,2.126964,,0.055198032
Canada,CAN,19/6/2024,,2.126964,,0.055198032
Canada,CAN,20/6/2024,264.8464,2.126964,,0.055198032
Canada,CAN,21/6/2024,264.85535,2.126964,,0.055198032
Canada,CAN,22/6/2024,264.86264,2.126964,,0.055198032
Canada,CAN,23/6/2024,264.86487,2.0349674,,0.044158425
Canada,CAN,24/6/2024,264.8657,2.0349674,,0.044158425
Canada,CAN,25/6/2024,264.87177,2.0349674,,0.044158425
Canada,CAN,26/6/2024,264.89297,2.0349674,,0.044158425
Canada,CAN,27/6/2024,,2.0349674,,0.044158425
Canada,CAN,28/6/2024,264.91382,2.0349674,,0.044158425
Canada,CAN,29/6/2024,264.9207,2.0349674,,0.044158425
Canada,CAN,30/6/2024,264.9224,2.2263205,,0.044158425
Canada,CAN,1/7/2024,264.9347,2.2263205,,0.044158425
Canada,CAN,2/7/2024,264.93512,2.2263205,,0.044158425
Canada,CAN,3/7/2024,264.93982,2.2263205,,0.044158425
Canada,CAN,4/7/2024,264.94983,2.2263205,,0.044158425
Canada,CAN,5/7/2024,264.9553,2.2263205,,0.044158425
Canada,CAN,6/7/2024,264.96072,2.2263205,,0.044158425
Canada,CAN,7/7/2024,264.96216,2.2079213,,0.033118818
Canada,CAN,8/7/2024,264.97372,2.2079213,,0.033118818
Canada,CAN,9/7/2024,264.9777,2.2079213,,0.033118818
Canada,CAN,10/7/2024,264.9815,2.2079213,,0.033118818
Canada,CAN,11/7/2024,,2.2079213,,0.033118818
Canada,CAN,12/7/2024,,2.2079213,,0.033118818
Canada,CAN,13/7/2024,,2.2079213,,0.033118818
Canada,CAN,14/7/2024,,1.9098519,,0.018399345
Canada,CAN,15/7/2024,264.99188,1.9098519,,0.018399345
Canada,CAN,16/7/2024,,1.9098519,,0.018399345
Canada,CAN,17/7/2024,,1.9098519,,0.018399345
Canada,CAN,18/7/2024,,1.9098519,,0.018399345
Canada,CAN,19/7/2024,,1.9098519,,0.018399345
Canada,CAN,20/7/2024,,1.9098519,,0.018399345
Canada,CAN,21/7/2024,,1.7184987,,0.022079213
Canada,CAN,22/7/2024,,1.7184987,,0.022079213
Canada,CAN,23/7/2024,,1.7184987,,0.022079213
Canada,CAN,24/7/2024,265.0021,1.7184987,,0.022079213
Canada,CAN,25/7/2024,,1.7184987,,0.022079213
Canada,CAN,26/7/2024,,1.7184987,,0.022079213
Canada,CAN,27/7/2024,,1.7184987,,0.022079213
Canada,CAN,28/7/2024,,1.203317,,0.007359738
Canada,CAN,29/7/2024,,1.203317,,0.007359738
Canada,CAN,30/7/2024,,1.203317,,0.007359738
Canada,CAN,31/7/2024,,1.203317,,0.007359738
Canada,CAN,1/8/2024,,1.203317,,0.007359738
Canada,CAN,2/8/2024,,1.203317,,0.007359738
Canada,CAN,3/8/2024,,1.203317,,0.007359738
Canada,CAN,4/8/2024,,0.13983501,,0.0
Canada,CAN,5/8/2024,,0.13983501,,0.0
Canada,CAN,6/8/2024,,0.13983501,,0.0
Canada,CAN,7/8/2024,,0.13983501,,0.0
Canada,CAN,8/8/2024,,0.13983501,,0.0
Canada,CAN,9/8/2024,,0.13983501,,0.0
Canada,CAN,10/8/2024,,0.13983501,,0.0
Canada,CAN,11/8/2024,,0.0,,0.0
Canada,CAN,12/8/2024,,0.0,,0.0
Canada,CAN,13/8/2024,,0.0,,0.0
Canada,CAN,14/8/2024,,0.0,,0.0
Canada,CAN,15/8/2024,,0.0,,0.0
Canada,CAN,16/8/2024,,0.0,,0.0
Canada,CAN,17/8/2024,,0.0,,0.0
Canada,CAN,18/8/2024,,0.0,,0.0
Canada,CAN,19/8/2024,,0.0,,0.0
Canada,CAN,20/8/2024,,0.0,,0.0
Canada,CAN,21/8/2024,,0.0,,0.0
Canada,CAN,22/8/2024,,0.0,,0.0
Canada,CAN,23/8/2024,,0.0,,0.0
Canada,CAN,24/8/2024,,0.0,,0.0
Canada,CAN,25/8/2024,,0.0,,0.0
Canada,CAN,26/8/2024,,0.0,,0.0
Canada,CAN,27/8/2024,,0.0,,0.0
Canada,CAN,28/8/2024,,0.0,,0.0
Canada,CAN,29/8/2024,,0.0,,0.0
Canada,CAN,30/8/2024,,0.0,,0.0
Canada,CAN,31/8/2024,,0.0,,0.0
Canada,CAN,1/9/2024,,0.0,,0.0
Canada,CAN,2/9/2024,,0.0,,0.0
Canada,CAN,3/9/2024,,0.0,,0.0
Canada,CAN,4/9/2024,,0.0,,0.0
Canada,CAN,5/9/2024,,0.0,,0.0
Canada,CAN,6/9/2024,,0.0,,0.0
Canada,CAN,7/9/2024,,0.0,,0.0
Canada,CAN,8/9/2024,,0.0,,0.0
Canada,CAN,9/9/2024,,0.0,,0.0
Canada,CAN,10/9/2024,,0.0,,0.0
Canada,CAN,11/9/2024,,0.0,,0.0
Canada,CAN,12/9/2024,,0.0,,0.0
Canada,CAN,13/9/2024,,0.0,,0.0
Canada,CAN,14/9/2024,,0.0,,0.0
Canada,CAN,15/9/2024,,0.0,,0.0
Canada,CAN,16/9/2024,,0.0,,0.0
Canada,CAN,17/9/2024,,0.0,,0.0
Canada,CAN,18/9/2024,,0.0,,0.0
Canada,CAN,19/9/2024,,0.0,,0.0
Canada,CAN,20/9/2024,,0.0,,0.0
Canada,CAN,21/9/2024,,0.0,,0.0
Canada,CAN,22/9/2024,,0.0,,0.0
Canada,CAN,23/9/2024,,0.0,,0.0
Canada,CAN,24/9/2024,,0.0,,0.0
Canada,CAN,25/9/2024,,0.0,,0.0
Canada,CAN,26/9/2024,,0.0,,0.0
Canada,CAN,27/9/2024,,0.0,,0.0
Canada,CAN,28/9/2024,,0.0,,0.0
Canada,CAN,29/9/2024,,0.0,,0.0
Canada,CAN,30/9/2024,,0.0,,0.0
Canada,CAN,1/10/2024,,0.0,,0.0
Canada,CAN,2/10/2024,,0.0,,0.0
Canada,CAN,3/10/2024,,0.0,,0.0
Canada,CAN,4/10/2024,,0.0,,0.0
Canada,CAN,5/10/2024,,0.0,,0.0
Canada,CAN,6/10/2024,,0.0,,0.0
Canada,CAN,7/10/2024,,0.0,,0.0
Canada,CAN,8/10/2024,,0.0,,0.0
Canada,CAN,9/10/2024,,0.0,,0.0
Canada,CAN,10/10/2024,,0.0,,0.0
Canada,CAN,11/10/2024,,0.0,,0.0
Canada,CAN,12/10/2024,,0.0,,0.0
Canada,CAN,13/10/2024,,0.0,,0.0
Canada,CAN,14/10/2024,,0.0,,0.0
Canada,CAN,15/10/2024,,0.0,,0.0
Canada,CAN,16/10/2024,,0.0,,0.0
Canada,CAN,17/10/2024,,0.0,,0.0
Canada,CAN,18/10/2024,,0.0,,0.0
Canada,CAN,19/10/2024,,0.0,,0.0
Canada,CAN,20/10/2024,,0.0,,0.0
Canada,CAN,21/10/2024,,0.0,,0.0
Canada,CAN,22/10/2024,,0.0,,0.0
Canada,CAN,23/10/2024,,0.0,,0.0
Canada,CAN,24/10/2024,,0.0,,0.0
Canada,CAN,25/10/2024,,0.0,,0.0
Canada,CAN,26/10/2024,,0.0,,0.0
Canada,CAN,27/10/2024,,0.0,,0.0
Chile,CHL,10/1/2020,,0.0,,0.0
Chile,CHL,11/1/2020,,0.0,,0.0
Chile,CHL,12/1/2020,,0.0,,0.0
Chile,CHL,13/1/2020,,0.0,,0.0
Chile,CHL,14/1/2020,,0.0,,0.0
Chile,CHL,15/1/2020,,0.0,,0.0
Chile,CHL,16/1/2020,,0.0,,0.0
Chile,CHL,17/1/2020,,0.0,,0.0
Chile,CHL,18/1/2020,,0.0,,0.0
Chile,CHL,19/1/2020,,0.0,,0.0
Chile,CHL,20/1/2020,,0.0,,0.0
Chile,CHL,21/1/2020,,0.0,,0.0
Chile,CHL,22/1/2020,,0.0,,0.0
Chile,CHL,23/1/2020,,0.0,,0.0
Chile,CHL,24/1/2020,,0.0,,0.0
Chile,CHL,25/1/2020,,0.0,,0.0
Chile,CHL,26/1/2020,,0.0,,0.0
Chile,CHL,27/1/2020,,0.0,,0.0
Chile,CHL,28/1/2020,,0.0,,0.0
Chile,CHL,29/1/2020,,0.0,,0.0
Chile,CHL,30/1/2020,,0.0,,0.0
Chile,CHL,31/1/2020,,0.0,,0.0
Chile,CHL,1/2/2020,,0.0,,0.0
Chile,CHL,2/2/2020,,0.0,,0.0
Chile,CHL,3/2/2020,,0.0,,0.0
Chile,CHL,4/2/2020,,0.0,,0.0
Chile,CHL,5/2/2020,,0.0,,0.0
Chile,CHL,6/2/2020,,0.0,,0.0
Chile,CHL,7/2/2020,,0.0,,0.0
Chile,CHL,8/2/2020,,0.0,,0.0
Chile,CHL,9/2/2020,,0.0,,0.0
Chile,CHL,10/2/2020,,0.0,,0.0
Chile,CHL,11/2/2020,,0.0,,0.0
Chile,CHL,12/2/2020,,0.0,,0.0
Chile,CHL,13/2/2020,,0.0,,0.0
Chile,CHL,14/2/2020,,0.0,,0.0
Chile,CHL,15/2/2020,,0.0,,0.0
Chile,CHL,16/2/2020,,0.0,,0.0
Chile,CHL,17/2/2020,,0.0,,0.0
Chile,CHL,18/2/2020,,0.0,,0.0
Chile,CHL,19/2/2020,,0.0,,0.0
Chile,CHL,20/2/2020,,0.0,,0.0
Chile,CHL,21/2/2020,,0.0,,0.0
Chile,CHL,22/2/2020,,0.0,,0.0
Chile,CHL,23/2/2020,,0.0,,0.0
Chile,CHL,24/2/2020,,0.0,,0.0
Chile,CHL,25/2/2020,,0.0,,0.0
Chile,CHL,26/2/2020,,0.0,,0.0
Chile,CHL,27/2/2020,,0.0,,0.0
Chile,CHL,28/2/2020,,0.0,,0.0
Chile,CHL,29/2/2020,,0.0,,0.0
Chile,CHL,1/3/2020,,0.007306138,,0.0
Chile,CHL,2/3/2020,,0.007306138,,0.0
Chile,CHL,3/3/2020,,0.007306138,,0.0
Chile,CHL,4/3/2020,,0.007306138,,0.0
Chile,CHL,5/3/2020,,0.007306138,,0.0
Chile,CHL,6/3/2020,,0.007306138,,0.0
Chile,CHL,7/3/2020,,0.007306138,,0.0
Chile,CHL,8/3/2020,,0.043836825,,0.0
Chile,CHL,9/3/2020,,0.043836825,,0.0
Chile,CHL,10/3/2020,,0.043836825,,0.0
Chile,CHL,11/3/2020,,0.043836825,,0.0
Chile,CHL,12/3/2020,,0.043836825,,0.0
Chile,CHL,13/3/2020,,0.043836825,,0.0
Chile,CHL,14/3/2020,,0.043836825,,0.0
