Country,Code,Day,"COVID-19 doses (cumulative, per hundred)","Daily new confirmed cases of COVID-19 per million people (rolling 7-day average, right-aligned)",Daily ICU occupancy per million,"Daily new confirmed deaths due to COVID-19 per million people (rolling 7-day average, right-aligned)"
Australia,AUS,10/1/2020,,0.0,,0.0
Australia,AUS,11/1/2020,,0.0,,0.0
Australia,AUS,12/1/2020,,0.0,,0.0
Australia,AUS,13/1/2020,,0.0,,0.0
Australia,AUS,14/1/2020,,0.0,,0.0
Australia,AUS,15/1/2020,,0.0,,0.0
Australia,AUS,16/1/2020,,0.0,,0.0
Australia,AUS,17/1/2020,,0.0,,0.0
Australia,AUS,18/1/2020,,0.0,,0.0
Australia,AUS,19/1/2020,,0.0,,0.0
Australia,AUS,20/1/2020,,0.0,,0.0
Australia,AUS,21/1/2020,,0.0,,0.0
Australia,AUS,22/1/2020,,0.0,,0.0
Australia,AUS,23/1/2020,,0.0,,0.0
Australia,AUS,24/1/2020,,0.0,,0.0
Australia,AUS,25/1/2020,,0.0,,0.0
Australia,AUS,26/1/2020,,0.021809429,,0.0
Australia,AUS,27/1/2020,,0.021809429,,0.0
Australia,AUS,28/1/2020,,0.021809429,,0.0
Australia,AUS,29/1/2020,,0.021809429,,0.0
Australia,AUS,30/1/2020,,0.021809429,,0.0
Australia,AUS,31/1/2020,,0.021809429,,0.0
Australia,AUS,1/2/2020,,0.021809429,,0.0
Australia,AUS,2/2/2020,,0.043618858,,0.0
Australia,AUS,3/2/2020,,0.043618858,,0.0
Australia,AUS,4/2/2020,,0.043618858,,0.0
Australia,AUS,5/2/2020,,0.043618858,,0.0
Australia,AUS,6/2/2020,,0.043618858,,0.0
Australia,AUS,7/2/2020,,0.043618858,,0.0
Australia,AUS,8/2/2020,,0.043618858,,0.0
Australia,AUS,9/2/2020,,0.016357072,,0.0
Australia,AUS,10/2/2020,,0.016357072,,0.0
Australia,AUS,11/2/2020,,0.016357072,,0.0
Australia,AUS,12/2/2020,,0.016357072,,0.0
Australia,AUS,13/2/2020,,0.016357072,,0.0
Australia,AUS,14/2/2020,,0.016357072,,0.0
Australia,AUS,15/2/2020,,0.016357072,,0.0
Australia,AUS,16/2/2020,,0.0,,0.0
Australia,AUS,17/2/2020,,0.0,,0.0
Australia,AUS,18/2/2020,,0.0,,0.0
Australia,AUS,19/2/2020,,0.0,,0.0
Australia,AUS,20/2/2020,,0.0,,0.0
Australia,AUS,21/2/2020,,0.0,,0.0
Australia,AUS,22/2/2020,,0.0,,0.0
Australia,AUS,23/2/2020,,0.0381665,,0.0
Australia,AUS,24/2/2020,,0.0381665,,0.0
Australia,AUS,25/2/2020,,0.0381665,,0.0
Australia,AUS,26/2/2020,,0.0381665,,0.0
Australia,AUS,27/2/2020,,0.0381665,,0.0
Australia,AUS,28/2/2020,,0.0381665,,0.0
Australia,AUS,29/2/2020,,0.0381665,,0.0
Australia,AUS,1/3/2020,,0.016357072,,0.0
Australia,AUS,2/3/2020,,0.016357072,,0.0
Australia,AUS,3/3/2020,,0.016357072,,0.0
Australia,AUS,4/3/2020,,0.016357072,,0.0
Australia,AUS,5/3/2020,,0.016357072,,0.0
Australia,AUS,6/3/2020,,0.016357072,,0.0
Australia,AUS,7/3/2020,,0.016357072,,0.0
Australia,AUS,8/3/2020,,0.24535608,,0.021809429
Australia,AUS,9/3/2020,,0.24535608,,0.021809429
Australia,AUS,10/3/2020,,0.24535608,,0.021809429
Australia,AUS,11/3/2020,,0.24535608,,0.021809429
Australia,AUS,12/3/2020,,0.24535608,,0.021809429
Australia,AUS,13/3/2020,,0.24535608,,0.021809429
Australia,AUS,14/3/2020,,0.24535608,,0.021809429
Australia,AUS,15/3/2020,,0.97597194,,0.016357072
Australia,AUS,16/3/2020,,0.97597194,,0.016357072
Australia,AUS,17/3/2020,,0.97597194,,0.016357072
Australia,AUS,18/3/2020,,0.97597194,,0.016357072
Australia,AUS,19/3/2020,,0.97597194,,0.016357072
Australia,AUS,20/3/2020,,0.97597194,,0.016357072
Australia,AUS,21/3/2020,,0.97597194,,0.016357072
Australia,AUS,22/3/2020,,4.536361,,0.010904714
Australia,AUS,23/3/2020,,4.536361,,0.010904714
Australia,AUS,24/3/2020,,4.536361,,0.010904714
Australia,AUS,25/3/2020,,4.536361,,0.010904714
Australia,AUS,26/3/2020,,4.536361,,0.010904714
Australia,AUS,27/3/2020,,4.536361,,0.010904714
Australia,AUS,28/3/2020,,4.536361,,0.010904714
Australia,AUS,29/3/2020,,14.874031,,0.0381665
Australia,AUS,30/3/2020,,14.874031,,0.0381665
Australia,AUS,31/3/2020,,14.874031,3.132,0.0381665
Australia,AUS,1/4/2020,,14.874031,3.285,0.0381665
Australia,AUS,2/4/2020,,14.874031,3.514,0.0381665
Australia,AUS,3/4/2020,,14.874031,3.553,0.0381665
Australia,AUS,4/4/2020,,14.874031,3.629,0.0381665
Australia,AUS,5/4/2020,,9.956004,3.667,0.109047145
Australia,AUS,6/4/2020,,9.956004,3.553,0.109047145
Australia,AUS,7/4/2020,,9.956004,3.323,0.109047145
Australia,AUS,8/4/2020,,9.956004,3.094,0.109047145
Australia,AUS,9/4/2020,,9.956004,3.094,0.109047145
Australia,AUS,10/4/2020,,9.956004,3.056,0.109047145
Australia,AUS,11/4/2020,,9.956004,3.171,0.109047145
Australia,AUS,12/4/2020,,3.5658417,3.018,0.13630894
Australia,AUS,13/4/2020,,3.5658417,3.056,0.13630894
Australia,AUS,14/4/2020,,3.5658417,2.789,0.13630894
Australia,AUS,15/4/2020,,3.5658417,2.559,0.13630894
Australia,AUS,16/4/2020,,3.5658417,2.292,0.13630894
Australia,AUS,17/4/2020,,3.5658417,2.101,0.13630894
Australia,AUS,18/4/2020,,3.5658417,1.834,0.13630894
Australia,AUS,19/4/2020,,1.6193501,1.872,0.06542829
Australia,AUS,20/4/2020,,1.6193501,1.795,0.06542829
Australia,AUS,21/4/2020,,1.6193501,1.757,0.06542829
Australia,AUS,22/4/2020,,1.6193501,1.719,0.06542829
Australia,AUS,23/4/2020,,1.6193501,1.604,0.06542829
Australia,AUS,24/4/2020,,1.6193501,1.643,0.06542829
Australia,AUS,25/4/2020,,1.6193501,1.643,0.06542829
Australia,AUS,26/4/2020,,0.6379258,1.643,0.06542829
Australia,AUS,27/4/2020,,0.6379258,1.604,0.06542829
Australia,AUS,28/4/2020,,0.6379258,1.452,0.06542829
Australia,AUS,29/4/2020,,0.6379258,1.299,0.06542829
Australia,AUS,30/4/2020,,0.6379258,1.07,0.06542829
Australia,AUS,1/5/2020,,0.6379258,1.07,0.06542829
Australia,AUS,2/5/2020,,0.6379258,1.07,0.06542829
Australia,AUS,3/5/2020,,0.43618858,1.07,0.076333
Australia,AUS,4/5/2020,,0.43618858,1.031,0.076333
Australia,AUS,5/5/2020,,0.43618858,1.031,0.076333
Australia,AUS,6/5/2020,,0.43618858,0.879,0.076333
Australia,AUS,7/5/2020,,0.43618858,0.802,0.076333
Australia,AUS,8/5/2020,,0.43618858,0.726,0.076333
Australia,AUS,9/5/2020,,0.43618858,0.649,0.076333
Australia,AUS,10/5/2020,,0.7960442,0.611,0.010904714
Australia,AUS,11/5/2020,,0.7960442,0.611,0.010904714
Australia,AUS,12/5/2020,,0.7960442,0.649,0.010904714
Australia,AUS,13/5/2020,,0.7960442,0.688,0.010904714
Australia,AUS,14/5/2020,,0.7960442,0.649,0.010904714
Australia,AUS,15/5/2020,,0.7960442,0.611,0.010904714
Australia,AUS,16/5/2020,,0.7960442,0.611,0.010904714
Australia,AUS,17/5/2020,,0.5834022,0.458,0.010904714
Australia,AUS,18/5/2020,,0.5834022,0.42,0.010904714
Australia,AUS,19/5/2020,,0.5834022,0.344,0.010904714
Australia,AUS,20/5/2020,,0.5834022,0.344,0.010904714
Australia,AUS,21/5/2020,,0.5834022,0.267,0.010904714
Australia,AUS,22/5/2020,,0.5834022,0.191,0.010904714
Australia,AUS,23/5/2020,,0.5834022,0.191,0.010904714
Australia,AUS,24/5/2020,,0.38166502,0.191,0.021809429
Australia,AUS,25/5/2020,,0.38166502,0.191,0.021809429
Australia,AUS,26/5/2020,,0.38166502,0.229,0.021809429
Australia,AUS,27/5/2020,,0.38166502,0.191,0.021809429
Australia,AUS,28/5/2020,,0.38166502,0.153,0.021809429
Australia,AUS,29/5/2020,,0.38166502,0.153,0.021809429
Australia,AUS,30/5/2020,,0.38166502,0.153,0.021809429
Australia,AUS,31/5/2020,,0.4307362,0.115,0.0
Australia,AUS,1/6/2020,,0.4307362,0.153,0.0
Australia,AUS,2/6/2020,,0.4307362,0.191,0.0
Australia,AUS,3/6/2020,,0.4307362,0.153,0.0
Australia,AUS,4/6/2020,,0.4307362,0.076,0.0
Australia,AUS,5/6/2020,,0.4307362,0.153,0.0
Australia,AUS,6/6/2020,,0.4307362,0.115,0.0
Australia,AUS,7/6/2020,,0.38166502,0.115,0.0
Australia,AUS,8/6/2020,,0.38166502,0.076,0.0
Australia,AUS,9/6/2020,,0.38166502,0.115,0.0
Australia,AUS,10/6/2020,,0.38166502,0.076,0.0
Australia,AUS,11/6/2020,,0.38166502,0.076,0.0
Australia,AUS,12/6/2020,,0.38166502,0.076,0.0
Australia,AUS,13/6/2020,,0.38166502,0.115,0.0
Australia,AUS,14/6/2020,,0.25626078,0.153,0.0
Australia,AUS,15/6/2020,,0.25626078,0.115,0.0
Australia,AUS,16/6/2020,,0.25626078,0.115,0.0
Australia,AUS,17/6/2020,,0.25626078,0.076,0.0
Australia,AUS,18/6/2020,,0.25626078,0.076,0.0
Australia,AUS,19/6/2020,,0.25626078,0.115,0.0
Australia,AUS,20/6/2020,,0.25626078,0.076,0.0
Australia,AUS,21/6/2020,,0.73061585,0.076,0.0
Australia,AUS,22/6/2020,,0.73061585,0.115,0.0
Australia,AUS,23/6/2020,,0.73061585,0.076,0.0
Australia,AUS,24/6/2020,,0.73061585,0.076,0.0
Australia,AUS,25/6/2020,,0.73061585,0.038,0.0
Australia,AUS,26/6/2020,,0.73061585,0.038,0.0
Australia,AUS,27/6/2020,,0.73061585,0.038,0.0
Australia,AUS,28/6/2020,,1.1177332,0.038,0.005452357
Australia,AUS,29/6/2020,,1.1177332,0.038,0.005452357
Australia,AUS,30/6/2020,,1.1177332,0.115,0.005452357
Australia,AUS,1/7/2020,,1.1177332,0.191,0.005452357
Australia,AUS,2/7/2020,,1.1177332,0.267,0.005452357
Australia,AUS,3/7/2020,,1.1177332,0.153,0.005452357
Australia,AUS,4/7/2020,,1.1177332,0.153,0.005452357
Australia,AUS,5/7/2020,,3.9311497,0.229,0.005452357
Australia,AUS,6/7/2020,,3.9311497,0.382,0.005452357
Australia,AUS,7/7/2020,,3.9311497,0.306,0.005452357
Australia,AUS,8/7/2020,,3.9311497,0.382,0.005452357
Australia,AUS,9/7/2020,,3.9311497,0.497,0.005452357
Australia,AUS,10/7/2020,,3.9311497,0.611,0.005452357
Australia,AUS,11/7/2020,,3.9311497,0.649,0.005452357
Australia,AUS,12/7/2020,,6.4937577,0.688,0.021809429
Australia,AUS,13/7/2020,,6.4937577,1.031,0.021809429
Australia,AUS,14/7/2020,,6.4937577,1.07,0.021809429
Australia,AUS,15/7/2020,,6.4937577,1.146,0.021809429
Australia,AUS,16/7/2020,,6.4937577,1.222,0.021809429
Australia,AUS,17/7/2020,,6.4937577,0.993,0.021809429
Australia,AUS,18/7/2020,,6.4937577,1.108,0.021809429
Australia,AUS,19/7/2020,,10.29405,1.261,0.087237716
Australia,AUS,20/7/2020,,10.29405,1.452,0.087237716
Australia,AUS,21/7/2020,,10.29405,1.604,0.087237716
Australia,AUS,22/7/2020,,10.29405,1.566,0.087237716
Australia,AUS,23/7/2020,,10.29405,1.681,0.087237716
Australia,AUS,24/7/2020,,10.29405,1.757,0.087237716
Australia,AUS,25/7/2020,,10.29405,1.757,0.087237716
Australia,AUS,26/7/2020,,13.679964,1.872,0.24535608
Australia,AUS,27/7/2020,,13.679964,1.795,0.24535608
Australia,AUS,28/7/2020,,13.679964,1.757,0.24535608
Australia,AUS,29/7/2020,,13.679964,1.528,0.24535608
Australia,AUS,30/7/2020,,13.679964,1.681,0.24535608
Australia,AUS,31/7/2020,,13.679964,1.91,0.24535608
Australia,AUS,1/8/2020,,13.679964,1.757,0.24535608
Australia,AUS,2/8/2020,,18.167255,1.643,0.51797396
Australia,AUS,3/8/2020,,18.167255,1.681,0.51797396
Australia,AUS,4/8/2020,,18.167255,1.948,0.51797396
Australia,AUS,5/8/2020,,18.167255,1.986,0.51797396
Australia,AUS,6/8/2020,,18.167255,1.948,0.51797396
Australia,AUS,7/8/2020,,18.167255,2.025,0.51797396
Australia,AUS,8/8/2020,,18.167255,1.948,0.51797396
Australia,AUS,9/8/2020,,18.625252,2.139,0.5779499
Australia,AUS,10/8/2020,,18.625252,1.948,0.5779499
Australia,AUS,11/8/2020,,18.625252,1.948,0.5779499
Australia,AUS,12/8/2020,,18.625252,1.681,0.5779499
Australia,AUS,13/8/2020,,18.625252,1.795,0.5779499
Australia,AUS,14/8/2020,,18.625252,1.834,0.5779499
Australia,AUS,15/8/2020,,18.625252,1.795,0.5779499
Australia,AUS,16/8/2020,,12.742159,1.948,0.7524253
Australia,AUS,17/8/2020,,12.742159,1.986,0.7524253
Australia,AUS,18/8/2020,,12.742159,1.986,0.7524253
Australia,AUS,19/8/2020,,12.742159,1.948,0.7524253
Australia,AUS,20/8/2020,,12.742159,1.795,0.7524253
Australia,AUS,21/8/2020,,12.742159,1.643,0.7524253
Australia,AUS,22/8/2020,,12.742159,1.49,0.7524253
Australia,AUS,23/8/2020,,8.543844,1.452,0.62156874
Australia,AUS,24/8/2020,,8.543844,1.604,0.62156874
Australia,AUS,25/8/2020,,8.543844,1.757,0.62156874
Australia,AUS,26/8/2020,,8.543844,1.337,0.62156874
Australia,AUS,27/8/2020,,8.543844,1.337,0.62156874
Australia,AUS,28/8/2020,,8.543844,1.222,0.62156874
Australia,AUS,29/8/2020,,8.543844,1.184,0.62156874
Australia,AUS,30/8/2020,,5.1524777,1.031,0.5288786
Australia,AUS,31/8/2020,,5.1524777,0.993,0.5288786
Australia,AUS,1/9/2020,,5.1524777,0.879,0.5288786
Australia,AUS,2/9/2020,,5.1524777,0.993,0.5288786
Australia,AUS,3/9/2020,,5.1524777,1.031,0.5288786
Australia,AUS,4/9/2020,,5.1524777,1.031,0.5288786
Australia,AUS,5/9/2020,,5.1524777,0.993,0.5288786
Australia,AUS,6/9/2020,,3.5985558,1.222,0.31623673
Australia,AUS,7/9/2020,,3.5985558,1.108,0.31623673
Australia,AUS,8/9/2020,,3.5985558,0.993,0.31623673
Australia,AUS,9/9/2020,,3.5985558,0.879,0.31623673
Australia,AUS,10/9/2020,,3.5985558,0.688,0.31623673
Australia,AUS,11/9/2020,,3.5985558,0.573,0.31623673
Australia,AUS,12/9/2020,,3.5985558,0.649,0.31623673
Australia,AUS,13/9/2020,,2.180943,0.688,0.25080845
Australia,AUS,14/9/2020,,2.180943,0.649,0.25080845
Australia,AUS,15/9/2020,,2.180943,0.611,0.25080845
Australia,AUS,16/9/2020,,2.180943,0.611,0.25080845
Australia,AUS,17/9/2020,,2.180943,0.573,0.25080845
Australia,AUS,18/9/2020,,2.180943,0.458,0.25080845
Australia,AUS,19/9/2020,,2.180943,0.382,0.25080845
Australia,AUS,20/9/2020,,1.5157553,0.306,0.19628486
Australia,AUS,21/9/2020,,1.5157553,0.42,0.19628486
Australia,AUS,22/9/2020,,1.5157553,0.42,0.19628486
Australia,AUS,23/9/2020,,1.5157553,0.42,0.19628486
Australia,AUS,24/9/2020,,1.5157553,0.42,0.19628486
Australia,AUS,25/9/2020,,1.5157553,0.458,0.19628486
Australia,AUS,26/9/2020,,1.5157553,0.458,0.19628486
Australia,AUS,27/9/2020,,0.7142588,0.42,0.12540422
Australia,AUS,28/9/2020,,0.7142588,0.306,0.12540422
Australia,AUS,29/9/2020,,0.7142588,0.344,0.12540422
Australia,AUS,30/9/2020,,0.7142588,0.344,0.12540422
Australia,AUS,1/10/2020,,0.7142588,0.229,0.12540422
Australia,AUS,2/10/2020,,0.7142588,0.229,0.12540422
Australia,AUS,3/10/2020,,0.7142588,0.229,0.12540422
Australia,AUS,4/10/2020,,0.57249755,0.229,0.10359479
Australia,AUS,5/10/2020,,0.57249755,0.191,0.10359479
Australia,AUS,6/10/2020,,0.57249755,0.229,0.10359479
Australia,AUS,7/10/2020,,0.57249755,0.115,0.10359479
Australia,AUS,8/10/2020,,0.57249755,0.153,0.10359479
Australia,AUS,9/10/2020,,0.57249755,0.115,0.10359479
Australia,AUS,10/10/2020,,0.57249755,0.038,0.10359479
Australia,AUS,11/10/2020,,0.67063993,0.038,0.027261786
Australia,AUS,12/10/2020,,0.67063993,0.038,0.027261786
Australia,AUS,13/10/2020,,0.67063993,0.038,0.027261786
Australia,AUS,14/10/2020,,0.67063993,0.038,0.027261786
Australia,AUS,15/10/2020,,0.67063993,0.038,0.027261786
Australia,AUS,16/10/2020,,0.67063993,0.0,0.027261786
Australia,AUS,17/10/2020,,0.67063993,0.038,0.027261786
Australia,AUS,18/10/2020,,0.75787765,0.038,0.005452357
Australia,AUS,19/10/2020,,0.75787765,0.038,0.005452357
Australia,AUS,20/10/2020,,0.75787765,0.038,0.005452357
Australia,AUS,21/10/2020,,0.75787765,0.0,0.005452357
Australia,AUS,22/10/2020,,0.75787765,0.0,0.005452357
Australia,AUS,23/10/2020,,0.75787765,0.0,0.005452357
Australia,AUS,24/10/2020,,0.75787765,0.0,0.005452357
Australia,AUS,25/10/2020,,0.63247347,0.0,0.010904714
Australia,AUS,26/10/2020,,0.63247347,0.038,0.010904714
Australia,AUS,27/10/2020,,0.63247347,0.038,0.010904714
Australia,AUS,28/10/2020,,0.63247347,0.038,0.010904714
Australia,AUS,29/10/2020,,0.63247347,0.038,0.010904714
Australia,AUS,30/10/2020,,0.63247347,0.038,0.010904714
Australia,AUS,31/10/2020,,0.63247347,0.038,0.010904714
Australia,AUS,1/11/2020,,0.4961645,0.038,0.0
Australia,AUS,2/11/2020,,0.4961645,0.038,0.0
Australia,AUS,3/11/2020,,0.4961645,0.038,0.0
Australia,AUS,4/11/2020,,0.4961645,0.038,0.0
Australia,AUS,5/11/2020,,0.4961645,0.038,0.0
Australia,AUS,6/11/2020,,0.4961645,0.038,0.0
Australia,AUS,7/11/2020,,0.4961645,0.038,0.0
Australia,AUS,8/11/2020,,0.33804616,0.038,0.0
Australia,AUS,9/11/2020,,0.33804616,0.0,0.0
Australia,AUS,10/11/2020,,0.33804616,0.0,0.0
Australia,AUS,11/11/2020,,0.33804616,0.0,0.0
Australia,AUS,12/11/2020,,0.33804616,0.0,0.0
Australia,AUS,13/11/2020,,0.33804616,0.0,0.0
Australia,AUS,14/11/2020,,0.33804616,0.0,0.0
Australia,AUS,15/11/2020,,0.32168907,0.0,0.016357072
Australia,AUS,16/11/2020,,0.32168907,0.0,0.016357072
Australia,AUS,17/11/2020,,0.32168907,0.0,0.016357072
Australia,AUS,18/11/2020,,0.32168907,0.0,0.016357072
Australia,AUS,19/11/2020,,0.32168907,0.0,0.016357072
Australia,AUS,20/11/2020,,0.32168907,0.0,0.016357072
Australia,AUS,21/11/2020,,0.32168907,0.0,0.016357072
Australia,AUS,22/11/2020,,0.5234263,0.0,0.0
Australia,AUS,23/11/2020,,0.5234263,0.0,0.0
Australia,AUS,24/11/2020,,0.5234263,0.0,0.0
Australia,AUS,25/11/2020,,0.5234263,0.0,0.0
Australia,AUS,26/11/2020,,0.5234263,0.0,0.0
Australia,AUS,27/11/2020,,0.5234263,0.0,0.0
Australia,AUS,28/11/2020,,0.5234263,0.0,0.0
Australia,AUS,29/11/2020,,0.42528388,0.0,0.005452357
Australia,AUS,30/11/2020,,0.42528388,0.0,0.005452357
Australia,AUS,1/12/2020,,0.42528388,0.0,0.005452357
Australia,AUS,2/12/2020,,0.42528388,0.0,0.005452357
Australia,AUS,3/12/2020,,0.42528388,0.0,0.005452357
Australia,AUS,4/12/2020,,0.42528388,0.0,0.005452357
Australia,AUS,5/12/2020,,0.42528388,0.0,0.005452357
Australia,AUS,6/12/2020,,0.38711736,0.0,0.005452357
Australia,AUS,7/12/2020,,0.38711736,0.0,0.005452357
Australia,AUS,8/12/2020,,0.38711736,0.0,0.005452357
Australia,AUS,9/12/2020,,0.38711736,0.0,0.005452357
Australia,AUS,10/12/2020,,0.38711736,0.0,0.005452357
Australia,AUS,11/12/2020,,0.38711736,0.0,0.005452357
Australia,AUS,12/12/2020,,0.38711736,0.0,0.005452357
Australia,AUS,13/12/2020,,0.37621266,0.038,0.0
Australia,AUS,14/12/2020,,0.37621266,0.038,0.0
Australia,AUS,15/12/2020,,0.37621266,0.038,0.0
Australia,AUS,16/12/2020,,0.37621266,0.0,0.0
Australia,AUS,17/12/2020,,0.37621266,0.0,0.0
Australia,AUS,18/12/2020,,0.37621266,0.0,0.0
Australia,AUS,19/12/2020,,0.37621266,0.0,0.0
Australia,AUS,20/12/2020,,0.5615928,0.0,0.0
Australia,AUS,21/12/2020,,0.5615928,0.0,0.0
Australia,AUS,22/12/2020,,0.5615928,0.0,0.0
Australia,AUS,23/12/2020,,0.5615928,0.0,0.0
Australia,AUS,24/12/2020,,0.5615928,0.0,0.0
Australia,AUS,25/12/2020,,0.5615928,0.0,0.0
Australia,AUS,26/12/2020,,0.5615928,0.0,0.0
Australia,AUS,27/12/2020,,0.915996,0.0,0.005452357
Australia,AUS,28/12/2020,,0.915996,0.0,0.005452357
Australia,AUS,29/12/2020,,0.915996,0.0,0.005452357
Australia,AUS,30/12/2020,,0.915996,0.0,0.005452357
Australia,AUS,31/12/2020,,0.915996,0.0,0.005452357
Australia,AUS,1/1/2021,,0.915996,0.0,0.005452357
Australia,AUS,2/1/2021,,0.915996,0.0,0.005452357
Australia,AUS,3/1/2021,,1.0195909,0.0,0.010904714
Australia,AUS,4/1/2021,,1.0195909,0.0,0.010904714
Australia,AUS,5/1/2021,,1.0195909,0.0,0.010904714
Australia,AUS,6/1/2021,,1.0195909,0.0,0.010904714
Australia,AUS,7/1/2021,,1.0195909,0.0,0.010904714
Australia,AUS,8/1/2021,,1.0195909,0.0,0.010904714
Australia,AUS,9/1/2021,,1.0195909,0.0,0.010904714
Australia,AUS,10/1/2021,,0.610664,0.0,0.0
Australia,AUS,11/1/2021,,0.610664,0.0,0.0
Australia,AUS,12/1/2021,,0.610664,0.038,0.0
Australia,AUS,13/1/2021,,0.610664,0.038,0.0
Australia,AUS,14/1/2021,,0.610664,0.038,0.0
Australia,AUS,15/1/2021,,0.610664,0.076,0.0
Australia,AUS,16/1/2021,,0.610664,0.076,0.0
Australia,AUS,17/1/2021,,0.6161164,0.076,0.005452357
Australia,AUS,18/1/2021,,0.6161164,0.038,0.005452357
Australia,AUS,19/1/2021,,0.6161164,0.038,0.005452357
Australia,AUS,20/1/2021,,0.6161164,0.038,0.005452357
Australia,AUS,21/1/2021,,0.6161164,0.0,0.005452357
Australia,AUS,22/1/2021,,0.6161164,0.0,0.005452357
Australia,AUS,23/1/2021,,0.6161164,0.0,0.005452357
Australia,AUS,24/1/2021,,0.31623673,0.0,0.0
Australia,AUS,25/1/2021,,0.31623673,0.0,0.0
Australia,AUS,26/1/2021,,0.31623673,0.0,0.0
Australia,AUS,27/1/2021,,0.31623673,0.0,0.0
Australia,AUS,28/1/2021,,0.31623673,0.0,0.0
Australia,AUS,29/1/2021,,0.31623673,0.0,0.0
Australia,AUS,30/1/2021,,0.31623673,0.0,0.0
Australia,AUS,31/1/2021,,0.24535608,0.0,0.0
Australia,AUS,1/2/2021,,0.24535608,0.0,0.0
Australia,AUS,2/2/2021,,0.24535608,0.0,0.0
Australia,AUS,3/2/2021,,0.24535608,0.0,0.0
Australia,AUS,4/2/2021,,0.24535608,0.0,0.0
Australia,AUS,5/2/2021,,0.24535608,0.0,0.0
Australia,AUS,6/2/2021,,0.24535608,0.0,0.0
Australia,AUS,7/2/2021,,0.21264194,0.0,0.0
Australia,AUS,8/2/2021,,0.21264194,0.038,0.0
Australia,AUS,9/2/2021,,0.21264194,0.038,0.0
Australia,AUS,10/2/2021,,0.21264194,0.038,0.0
Australia,AUS,11/2/2021,,0.21264194,0.038,0.0
Australia,AUS,12/2/2021,,0.21264194,0.0,0.0
Australia,AUS,13/2/2021,,0.21264194,0.0,0.0
Australia,AUS,14/2/2021,,0.26171315,0.0,0.0
Australia,AUS,15/2/2021,,0.26171315,0.0,0.0
Australia,AUS,16/2/2021,,0.26171315,0.0,0.0
Australia,AUS,17/2/2021,,0.26171315,0.0,0.0
Australia,AUS,18/2/2021,,0.26171315,0.038,0.0
Australia,AUS,19/2/2021,,0.26171315,0.038,0.0
Australia,AUS,20/2/2021,,0.26171315,0.038,0.0
Australia,AUS,21/2/2021,7.6333e-05,0.152666,0.038,0.005452357
Australia,AUS,22/2/2021,0.010644637,0.152666,0.0,0.005452357
Australia,AUS,23/2/2021,0.02638832,0.152666,0.0,0.005452357
Australia,AUS,24/2/2021,0.06346708,0.152666,0.0,0.005452357
Australia,AUS,25/2/2021,0.08972944,0.152666,0.0,0.005452357
Australia,AUS,26/2/2021,0.1144995,0.152666,0.038,0.005452357
Australia,AUS,27/2/2021,0.12172824,0.152666,0.0,0.005452357
Australia,AUS,28/2/2021,0.13217059,0.23990372,0.038,0.0
Australia,AUS,1/3/2021,0.15994436,0.23990372,0.038,0.0
Australia,AUS,2/3/2021,0.19491632,0.23990372,0.038,0.0
Australia,AUS,3/3/2021,0.23285,0.23990372,0.038,0.0
Australia,AUS,4/3/2021,0.2742912,0.23990372,0.038,0.0
Australia,AUS,5/3/2021,0.29365307,0.23990372,0.038,0.0
Australia,AUS,6/3/2021,0.3104654,0.23990372,0.038,0.0
Australia,AUS,7/3/2021,0.32964024,0.36530793,0.038,0.0
Australia,AUS,8/3/2021,0.36223063,0.36530793,0.038,0.0
Australia,AUS,9/3/2021,0.41345006,0.36530793,0.038,0.0
Australia,AUS,10/3/2021,0.47708127,0.36530793,0.0,0.0
Australia,AUS,11/3/2021,0.5156638,0.36530793,0.0,0.0
Australia,AUS,12/3/2021,0.60796946,0.36530793,0.0,0.0
Australia,AUS,13/3/2021,0.6204003,0.36530793,0.0,0.0
Australia,AUS,14/3/2021,0.62891144,0.43618858,0.0,0.005452357
Australia,AUS,15/3/2021,0.6962982,0.43618858,0.0,0.005452357
Australia,AUS,16/3/2021,0.77690583,0.43618858,0.038,0.005452357
Australia,AUS,17/3/2021,0.86278045,0.43618858,0.0,0.005452357
Australia,AUS,18/3/2021,0.9188738,0.43618858,0.038,0.005452357
Australia,AUS,19/3/2021,0.9687841,0.43618858,0.115,0.005452357
Australia,AUS,20/3/2021,0.98004705,0.43618858,0.076,0.005452357
Australia,AUS,21/3/2021,1.0761427,0.4307362,0.038,0.0
Australia,AUS,22/3/2021,1.1927108,0.4307362,0.038,0.0
Australia,AUS,23/3/2021,1.3682767,0.4307362,0.038,0.0
Australia,AUS,24/3/2021,1.558758,0.4307362,0.038,0.0
Australia,AUS,25/3/2021,1.7562506,0.4307362,0.038,0.0
Australia,AUS,26/3/2021,1.9329997,0.4307362,0.076,0.0
Australia,AUS,27/3/2021,2.000646,0.4307362,0.076,0.0
Australia,AUS,28/3/2021,2.067712,0.34895086,0.076,0.0
Australia,AUS,29/3/2021,2.2805438,0.34895086,0.076,0.0
Australia,AUS,30/3/2021,2.5584953,0.34895086,0.038,0.0
Australia,AUS,31/3/2021,2.8408473,0.34895086,0.038,0.0
Australia,AUS,1/4/2021,3.1434426,0.34895086,0.038,0.0
Australia,AUS,2/4/2021,3.1604114,0.34895086,0.076,0.0
Australia,AUS,3/4/2021,3.2181306,0.34895086,0.115,0.0
