Country,Date,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V
Austria,14/12/2021,12437265,1424012,1592767,360920,0
Austria,15/12/2021,12526037,1432808,1592775,361182,0
Austria,16/12/2021,12614808,1441604,1592783,361444,0
Austria,17/12/2021,12703580,1450400,1592792,361706,0
Austria,18/12/2021,12746192,1454111,1592799,361869,0
Austria,19/12/2021,12788804,1457823,1592807,362032,0
Austria,20/12/2021,12831416,1461535,1592815,362195,0
Austria,21/12/2021,12874029,1465246,1592822,362358,0
Austria,22/12/2021,12916641,1468958,1592830,362521,0
Austria,23/12/2021,12959253,1472670,1592838,362684,0
Austria,24/12/2021,13001866,1476382,1592846,362848,0
Austria,25/12/2021,13032743,1478789,1592851,363054,0
Austria,26/12/2021,13063620,1481196,1592856,363261,0
Austria,27/12/2021,13094497,1483603,1592861,363468,0
Austria,28/12/2021,13125374,1486010,1592866,363675,0
Austria,29/12/2021,13156251,1488417,1592871,363882,0
Austria,30/12/2021,13187128,1490824,1592876,364089,0
Austria,31/12/2021,13218005,1493231,1592882,364296,0
Austria,1/1/2022,13257219,1496619,1592884,364482,0
Austria,2/1/2022,13296433,1500008,1592887,364668,0
Austria,3/1/2022,13335647,1503396,1592890,364855,0
Austria,4/1/2022,13374861,1506785,1592892,365041,0
Austria,5/1/2022,13414075,1510173,1592895,365228,0
Austria,6/1/2022,13453289,1513562,1592898,365414,0
Austria,7/1/2022,13492503,1516951,1592901,365601,0
Austria,8/1/2022,13536944,1520663,1592905,365691,0
Austria,9/1/2022,13581385,1524376,1592910,365781,0
Austria,10/1/2022,13625826,1528089,1592915,365871,0
Austria,11/1/2022,13670267,1531802,1592919,365962,0
Austria,12/1/2022,13714708,1535515,1592924,366052,0
Austria,13/1/2022,13759149,1539228,1592929,366142,0
Austria,14/1/2022,13803591,1542941,1592934,366233,0
Austria,15/1/2022,13836126,1545408,1592937,366295,0
Austria,16/1/2022,13868661,1547876,1592940,366357,0
Austria,17/1/2022,13901196,1550344,1592943,366419,0
Austria,18/1/2022,13933731,1552811,1592946,366481,0
Austria,19/1/2022,13966266,1555279,1592949,366543,0
Austria,20/1/2022,13998801,1557747,1592952,366605,0
Austria,21/1/2022,14031336,1560215,1592956,366667,0
Austria,22/1/2022,14058219,1561914,1592959,366710,0
Austria,23/1/2022,14085103,1563613,1592963,366754,0
Austria,24/1/2022,14111987,1565313,1592966,366798,0
Austria,25/1/2022,14138871,1567012,1592970,366842,0
Austria,26/1/2022,14165755,1568712,1592973,366886,0
Austria,27/1/2022,14192639,1570411,1592977,366930,0
Austria,28/1/2022,14219523,1572111,1592981,366974,0
Austria,29/1/2022,14246774,1573757,1592984,367002,0
Austria,30/1/2022,14274025,1575403,1592987,367031,0
Austria,31/1/2022,14301276,1577049,1592991,367060,0
Austria,1/2/2022,14328527,1578695,1592994,367088,0
Austria,2/2/2022,14355778,1580341,1592998,367117,0
Austria,3/2/2022,14383029,1581987,1593001,367146,0
Austria,4/2/2022,14410280,1583634,1593005,367175,0
Austria,5/2/2022,14424656,1584414,1593007,367192,0
Austria,6/2/2022,14439032,1585195,1593010,367210,0
Austria,7/2/2022,14453408,1585976,1593012,367228,0
Austria,8/2/2022,14467785,1586756,1593015,367245,0
Austria,9/2/2022,14482161,1587537,1593017,367263,0
Austria,10/2/2022,14496537,1588318,1593020,367281,0
Austria,11/2/2022,14510914,1589099,1593023,367299,0
Austria,12/2/2022,14519187,1589495,1593024,367309,0
Austria,13/2/2022,14527460,1589891,1593026,367320,0
Austria,14/2/2022,14535733,1590288,1593028,367330,0
Austria,15/2/2022,14544006,1590684,1593030,367341,0
Austria,16/2/2022,14552279,1591081,1593032,367351,0
Austria,17/2/2022,14560552,1591477,1593034,367362,0
Austria,18/2/2022,14568826,1591874,1593036,367373,0
Austria,19/2/2022,14574651,1592135,1593037,367380,0
Austria,20/2/2022,14580476,1592397,1593039,367387,0
Austria,21/2/2022,14586301,1592659,1593040,367394,0
Austria,22/2/2022,14592126,1592920,1593042,367401,0
Austria,23/2/2022,14597951,1593182,1593043,367408,0
Austria,24/2/2022,14603776,1593444,1593045,367415,0
Austria,25/2/2022,14609601,1593706,1593047,367423,0
Austria,26/2/2022,14614304,1593884,1593048,367428,0
Austria,27/2/2022,14619007,1594062,1593049,367433,0
Austria,28/2/2022,14623711,1594240,1593050,367438,0
Austria,1/3/2022,14628414,1594418,1593051,367443,0
Austria,2/3/2022,14633118,1594596,1593052,367448,0
Austria,3/3/2022,14637821,1594774,1593053,367453,0
Austria,4/3/2022,14642525,1594952,1593055,367458,0
