STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,COUNTRY,Country,WEEK,Week number,GENDER,Gender,AGE,Age,VARIABLE,Variable,TIME_PERIOD,Year,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period,Month
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,41,41,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,421,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,41,41,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,47,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,41,41,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,474,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,41,41,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,242,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,42,42,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,5,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,42,42,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,6,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,42,42,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,19,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,42,42,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,11,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,42,42,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,38,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,42,42,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,398,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,42,42,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,57,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,42,42,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,694,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,42,42,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,296,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,42,42,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,762,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,43,43,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,3,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,43,43,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,12,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,43,43,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,9,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,43,43,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,37,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,43,43,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1008,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,43,43,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,1126,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,43,43,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,106,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,43,43,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,569,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,43,43,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,69,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,43,43,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,439,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,44,44,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,5,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,44,44,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,12,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,44,44,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,7,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,44,44,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,41,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,44,44,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,86,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,44,44,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1459,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,44,44,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,636,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,44,44,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,1598,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,44,44,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,127,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,44,44,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,823,,A,,,,,,,,11
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,45,45,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,4,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,45,45,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,12,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,45,45,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,8,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,45,45,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1109,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,45,45,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,123,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,45,45,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,203,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,45,45,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,2011,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,45,45,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,2226,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,45,45,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,80,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,45,45,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,902,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,46,46,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,13,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,46,46,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,9,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,46,46,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,22,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,46,46,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,253,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,46,46,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,2839,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,46,46,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,93,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,46,46,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,2564,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,46,46,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1384,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,46,46,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,160,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,46,46,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1180,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,47,47,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,11,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,47,47,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,11,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,47,47,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,22,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,47,47,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,3040,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,47,47,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,2775,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,47,47,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,165,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,47,47,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1232,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,47,47,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1543,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,47,47,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,243,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,47,47,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,78,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,48,48,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,12,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,48,48,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,15,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,48,48,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,27,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,48,48,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1678,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,48,48,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1385,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,48,48,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,281,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,48,48,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,3063,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,48,48,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,3371,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,48,48,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,101,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,48,48,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,180,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,49,49,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,12,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,49,49,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,18,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,49,49,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,30,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,49,49,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,2868,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,49,49,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,262,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,49,49,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,170,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,49,49,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1534,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,49,49,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,3160,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,49,49,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,92,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,49,49,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1334,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,50,50,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,8,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,50,50,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,15,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,50,50,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,23,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,50,50,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1489,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,50,50,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,185,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,50,50,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,2765,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,50,50,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,3066,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,50,50,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1276,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,50,50,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,93,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,50,50,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,278,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,51,51,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,10,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,51,51,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,9,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,51,51,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,19,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,51,51,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,120,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,51,51,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1382,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,51,51,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,278,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,51,51,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1596,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,51,51,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,158,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,51,51,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,3275,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,51,51,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,2978,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,52,52,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,10,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,52,52,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,11,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,52,52,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,21,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,52,52,TOTAL,Total,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,,3197,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,52,52,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,145,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,52,52,TOTAL,Total,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,2921,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,52,52,TOTAL,Total,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,255,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,52,52,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1602,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,52,52,FEMALE,Females,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,110,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,52,52,FEMALE,Females,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1319,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,53,53,MALE,Males,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,15,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,53,53,FEMALE,Females,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,15,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,53,53,TOTAL,Total,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,,30,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,53,53,MALE,Males,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,,1630,,A,,,,,,,,12
DATAFLOW,OECD:DF_HEALTH_MORTALITY(1.0),"Mortality, by week",I,GBR,United Kingdom,53,53,MALE,Males,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,,176,,A,,,,,,,,12
