STRUCTURE_NAME,ACTION,COUNTRY,Country,WEEK,GENDER,AGE,Age,VARIABLE,Variable,Year,Deaths,Observation Value,Month,Expenditure
"Mortality, by week",I,JPN,Japan,1,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,8,,1,11.422
"Mortality, by week",I,JPN,Japan,2,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,30,,1,11.422
"Mortality, by week",I,JPN,Japan,3,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,73,,1,11.422
"Mortality, by week",I,JPN,Japan,4,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,258,,1,11.422
"Mortality, by week",I,JPN,Japan,5,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,560,,2,11.422
"Mortality, by week",I,JPN,Japan,6,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1035,,2,11.422
"Mortality, by week",I,JPN,Japan,7,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1462,,2,11.422
"Mortality, by week",I,JPN,Japan,8,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1449,,2,11.422
"Mortality, by week",I,JPN,Japan,9,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1665,,3,11.422
"Mortality, by week",I,JPN,Japan,10,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1219,,3,11.422
"Mortality, by week",I,JPN,Japan,11,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,891,,3,11.422
"Mortality, by week",I,JPN,Japan,12,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,722,,3,11.422
"Mortality, by week",I,JPN,Japan,13,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,519,,4,11.422
"Mortality, by week",I,JPN,Japan,14,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,398,,4,11.422
"Mortality, by week",I,JPN,Japan,15,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,339,,4,11.422
"Mortality, by week",I,JPN,Japan,16,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,285,,4,11.422
"Mortality, by week",I,JPN,Japan,17,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,293,,5,11.422
"Mortality, by week",I,JPN,Japan,18,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,212,,5,11.422
"Mortality, by week",I,JPN,Japan,19,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,248,,5,11.422
"Mortality, by week",I,JPN,Japan,20,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,246,,5,11.422
"Mortality, by week",I,JPN,Japan,21,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,251,,6,11.422
"Mortality, by week",I,JPN,Japan,22,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,215,,6,11.422
"Mortality, by week",I,JPN,Japan,23,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,137,,6,11.422
"Mortality, by week",I,JPN,Japan,24,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,135,,6,11.422
"Mortality, by week",I,JPN,Japan,25,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,94,,7,11.422
"Mortality, by week",I,JPN,Japan,26,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,193,,7,11.422
"Mortality, by week",I,JPN,Japan,27,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,113,,7,11.422
"Mortality, by week",I,JPN,Japan,28,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,165,,7,11.422
"Mortality, by week",I,JPN,Japan,29,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,330,,8,11.422
"Mortality, by week",I,JPN,Japan,30,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,754,,8,11.422
"Mortality, by week",I,JPN,Japan,31,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1131,,8,11.422
"Mortality, by week",I,JPN,Japan,32,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1546,,8,11.422
"Mortality, by week",I,JPN,Japan,33,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1906,,9,11.422
"Mortality, by week",I,JPN,Japan,34,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1976,,9,11.422
"Mortality, by week",I,JPN,Japan,35,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2040,,9,11.422
"Mortality, by week",I,JPN,Japan,36,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1501,,9,11.422
"Mortality, by week",I,JPN,Japan,37,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1033,,10,11.422
"Mortality, by week",I,JPN,Japan,38,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,636,,10,11.422
"Mortality, by week",I,JPN,Japan,39,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,555,,10,11.422
"Mortality, by week",I,JPN,Japan,40,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,493,,10,11.422
"Mortality, by week",I,JPN,Japan,41,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,379,,11,11.422
"Mortality, by week",I,JPN,Japan,42,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,457,,11,11.422
"Mortality, by week",I,JPN,Japan,43,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,364,,11,11.422
"Mortality, by week",I,JPN,Japan,44,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,428,,11,11.422
"Mortality, by week",I,JPN,Japan,45,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,576,,12,11.422
"Mortality, by week",I,JPN,Japan,46,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,767,,12,11.422
"Mortality, by week",I,JPN,Japan,47,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,952,,12,11.422
"Mortality, by week",I,JPN,Japan,48,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1174,,12,11.422
"Mortality, by week",I,JPN,Japan,49,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1435,,12,11.422
"Mortality, by week",I,JPN,Japan,50,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1687,,12,11.422
"Mortality, by week",I,JPN,Japan,51,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2083,,12,11.422
"Mortality, by week",I,JPN,Japan,52,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1908,,12,11.422
"Mortality, by week",I,KOR,Korea,1,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,341,,1,9.434
"Mortality, by week",I,KOR,Korea,2,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,262,,1,9.434
"Mortality, by week",I,KOR,Korea,3,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,232,,1,9.434
"Mortality, by week",I,KOR,Korea,4,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,190,,1,9.434
"Mortality, by week",I,KOR,Korea,5,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,131,,2,9.434
"Mortality, by week",I,KOR,Korea,6,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,216,,2,9.434
"Mortality, by week",I,KOR,Korea,7,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,348,,2,9.434
"Mortality, by week",I,KOR,Korea,8,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,608,,2,9.434
"Mortality, by week",I,KOR,Korea,9,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1038,,3,9.434
"Mortality, by week",I,KOR,Korea,10,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1499,,3,9.434
"Mortality, by week",I,KOR,Korea,11,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2162,,3,9.434
"Mortality, by week",I,KOR,Korea,12,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2429,,3,9.434
"Mortality, by week",I,KOR,Korea,13,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2267,,4,9.434
"Mortality, by week",I,KOR,Korea,14,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2226,,4,9.434
"Mortality, by week",I,KOR,Korea,15,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1545,,4,9.434
"Mortality, by week",I,KOR,Korea,16,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1019,,4,9.434
"Mortality, by week",I,KOR,Korea,17,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,715,,5,9.434
"Mortality, by week",I,KOR,Korea,18,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,442,,5,9.434
"Mortality, by week",I,KOR,Korea,19,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,344,,5,9.434
"Mortality, by week",I,KOR,Korea,20,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,243,,5,9.434
"Mortality, by week",I,KOR,Korea,21,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,180,,6,9.434
"Mortality, by week",I,KOR,Korea,22,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,132,,6,9.434
"Mortality, by week",I,KOR,Korea,23,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,91,,6,9.434
"Mortality, by week",I,KOR,Korea,24,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,73,,6,9.434
"Mortality, by week",I,KOR,Korea,25,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,67,,7,9.434
"Mortality, by week",I,KOR,Korea,26,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,46,,7,9.434
"Mortality, by week",I,KOR,Korea,27,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,92,,7,9.434
"Mortality, by week",I,KOR,Korea,28,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,97,,7,9.434
"Mortality, by week",I,KOR,Korea,29,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,142,,8,9.434
"Mortality, by week",I,KOR,Korea,30,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,177,,8,9.434
"Mortality, by week",I,KOR,Korea,31,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,248,,8,9.434
"Mortality, by week",I,KOR,Korea,32,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,378,,8,9.434
"Mortality, by week",I,KOR,Korea,33,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,451,,9,9.434
"Mortality, by week",I,KOR,Korea,34,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,528,,9,9.434
"Mortality, by week",I,KOR,Korea,35,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,504,,9,9.434
"Mortality, by week",I,KOR,Korea,36,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,340,,9,9.434
"Mortality, by week",I,KOR,Korea,37,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,358,,10,9.434
"Mortality, by week",I,KOR,Korea,38,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,381,,10,9.434
"Mortality, by week",I,KOR,Korea,39,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,256,,10,9.434
"Mortality, by week",I,KOR,Korea,40,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,180,,10,9.434
"Mortality, by week",I,KOR,Korea,41,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,148,,11,9.434
"Mortality, by week",I,KOR,Korea,42,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,161,,11,9.434
"Mortality, by week",I,KOR,Korea,43,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,213,,11,9.434
"Mortality, by week",I,KOR,Korea,44,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,190,,11,9.434
"Mortality, by week",I,KOR,Korea,45,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,328,,12,9.434
"Mortality, by week",I,KOR,Korea,46,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,363,,12,9.434
"Mortality, by week",I,KOR,Korea,47,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,343,,12,9.434
"Mortality, by week",I,KOR,Korea,48,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,339,,12,9.434
"Mortality, by week",I,KOR,Korea,49,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,335,,12,9.434
"Mortality, by week",I,KOR,Korea,50,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,362,,12,9.434
"Mortality, by week",I,KOR,Korea,51,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,392,,12,9.434
"Mortality, by week",I,KOR,Korea,52,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,419,,12,9.434
"Mortality, by week",I,LVA,Latvia,1,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,89,,1,7.622
"Mortality, by week",I,LVA,Latvia,2,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,78,,1,7.622
"Mortality, by week",I,LVA,Latvia,3,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,87,,1,7.622
"Mortality, by week",I,LVA,Latvia,4,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,84,,1,7.622
"Mortality, by week",I,LVA,Latvia,5,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,97,,2,7.622
"Mortality, by week",I,LVA,Latvia,6,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,114,,2,7.622
"Mortality, by week",I,LVA,Latvia,7,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,122,,2,7.622
"Mortality, by week",I,LVA,Latvia,8,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,126,,2,7.622
"Mortality, by week",I,LVA,Latvia,9,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,117,,3,7.622
"Mortality, by week",I,LVA,Latvia,10,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,110,,3,7.622
"Mortality, by week",I,LVA,Latvia,11,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,117,,3,7.622
"Mortality, by week",I,LVA,Latvia,12,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,95,,3,7.622
"Mortality, by week",I,LVA,Latvia,13,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,87,,4,7.622
"Mortality, by week",I,LVA,Latvia,14,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,58,,4,7.622
"Mortality, by week",I,LVA,Latvia,15,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,49,,4,7.622
"Mortality, by week",I,LVA,Latvia,16,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,42,,4,7.622
"Mortality, by week",I,LVA,Latvia,17,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,27,,5,7.622
"Mortality, by week",I,LVA,Latvia,18,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,15,,5,7.622
"Mortality, by week",I,LVA,Latvia,19,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,15,,5,7.622
"Mortality, by week",I,LVA,Latvia,20,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,12,,5,7.622
"Mortality, by week",I,LVA,Latvia,21,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,12,,6,7.622
"Mortality, by week",I,LVA,Latvia,22,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,11,,6,7.622
"Mortality, by week",I,LVA,Latvia,23,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,10,,6,7.622
"Mortality, by week",I,LVA,Latvia,24,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,12,,6,7.622
"Mortality, by week",I,LVA,Latvia,25,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,13,,7,7.622
"Mortality, by week",I,LVA,Latvia,26,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,7,,7,7.622
"Mortality, by week",I,LVA,Latvia,27,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,9,,7,7.622
"Mortality, by week",I,LVA,Latvia,28,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,12,,7,7.622
"Mortality, by week",I,LVA,Latvia,29,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,9,,8,7.622
"Mortality, by week",I,LVA,Latvia,30,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,25,,8,7.622
"Mortality, by week",I,LVA,Latvia,31,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,10,,8,7.622
"Mortality, by week",I,LVA,Latvia,32,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,16,,8,7.622
"Mortality, by week",I,LVA,Latvia,33,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,22,,9,7.622
"Mortality, by week",I,LVA,Latvia,34,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,17,,9,7.622
"Mortality, by week",I,LVA,Latvia,35,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,16,,9,7.622
"Mortality, by week",I,LVA,Latvia,36,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,13,,9,7.622
"Mortality, by week",I,LVA,Latvia,37,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,23,,10,7.622
"Mortality, by week",I,LVA,Latvia,38,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,24,,10,7.622
"Mortality, by week",I,LVA,Latvia,39,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,36,,10,7.622
"Mortality, by week",I,LVA,Latvia,40,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,32,,10,7.622
"Mortality, by week",I,LVA,Latvia,41,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,44,,11,7.622
"Mortality, by week",I,LVA,Latvia,42,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,18,,11,7.622
"Mortality, by week",I,LVA,Latvia,43,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,21,,11,7.622
"Mortality, by week",I,LVA,Latvia,44,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,15,,11,7.622
"Mortality, by week",I,LVA,Latvia,45,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,18,,12,7.622
"Mortality, by week",I,LVA,Latvia,46,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,8,,12,7.622
"Mortality, by week",I,LVA,Latvia,47,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,16,,12,7.622
"Mortality, by week",I,LVA,Latvia,48,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,20,,12,7.622
"Mortality, by week",I,LVA,Latvia,49,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,28,,12,7.622
"Mortality, by week",I,LVA,Latvia,50,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,26,,12,7.622
"Mortality, by week",I,LVA,Latvia,51,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,40,,12,7.622
"Mortality, by week",I,LVA,Latvia,52,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,47,,12,7.622
"Mortality, by week",I,LTU,Lithuania,1,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,104,,1,7.239
"Mortality, by week",I,LTU,Lithuania,2,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,91,,1,7.239
"Mortality, by week",I,LTU,Lithuania,3,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,68,,1,7.239
"Mortality, by week",I,LTU,Lithuania,4,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,41,,1,7.239
"Mortality, by week",I,LTU,Lithuania,5,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,194,,2,7.239
"Mortality, by week",I,LTU,Lithuania,6,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,156,,2,7.239
"Mortality, by week",I,LTU,Lithuania,7,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,42,,2,7.239
"Mortality, by week",I,LTU,Lithuania,8,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,95,,2,7.239
"Mortality, by week",I,LTU,Lithuania,9,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,98,,3,7.239
"Mortality, by week",I,LTU,Lithuania,10,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,52,,3,7.239
"Mortality, by week",I,LTU,Lithuania,11,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,29,,3,7.239
"Mortality, by week",I,LTU,Lithuania,12,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,34,,3,7.239
"Mortality, by week",I,LTU,Lithuania,13,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,22,,4,7.239
"Mortality, by week",I,LTU,Lithuania,14,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,17,,4,7.239
"Mortality, by week",I,LTU,Lithuania,15,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,14,,4,7.239
"Mortality, by week",I,LTU,Lithuania,16,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,8,,4,7.239
"Mortality, by week",I,LTU,Lithuania,17,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,9,,5,7.239
"Mortality, by week",I,LTU,Lithuania,18,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1,,5,7.239
"Mortality, by week",I,LTU,Lithuania,19,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1,,5,7.239
"Mortality, by week",I,LTU,Lithuania,20,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,3,,5,7.239
"Mortality, by week",I,LTU,Lithuania,21,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2,,6,7.239
"Mortality, by week",I,LTU,Lithuania,22,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1,,6,7.239
"Mortality, by week",I,LTU,Lithuania,23,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,3,,6,7.239
"Mortality, by week",I,LTU,Lithuania,24,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2,,6,7.239
"Mortality, by week",I,LTU,Lithuania,25,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,3,,7,7.239
"Mortality, by week",I,LTU,Lithuania,26,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2,,7,7.239
"Mortality, by week",I,LTU,Lithuania,27,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2,,7,7.239
"Mortality, by week",I,LTU,Lithuania,28,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,3,,7,7.239
"Mortality, by week",I,LTU,Lithuania,29,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,8,,8,7.239
"Mortality, by week",I,LTU,Lithuania,30,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2,,8,7.239
"Mortality, by week",I,LTU,Lithuania,31,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,3,,8,7.239
"Mortality, by week",I,LTU,Lithuania,32,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,14,,8,7.239
"Mortality, by week",I,LTU,Lithuania,33,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,14,,9,7.239
"Mortality, by week",I,LTU,Lithuania,34,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,9,,9,7.239
"Mortality, by week",I,LTU,Lithuania,35,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,4,,9,7.239
"Mortality, by week",I,LTU,Lithuania,36,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,0,,9,7.239
"Mortality, by week",I,LTU,Lithuania,37,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,4,,10,7.239
"Mortality, by week",I,LTU,Lithuania,38,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,5,,10,7.239
"Mortality, by week",I,LTU,Lithuania,39,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,4,,10,7.239
"Mortality, by week",I,LTU,Lithuania,40,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,13,,10,7.239
"Mortality, by week",I,LTU,Lithuania,41,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,17,,11,7.239
"Mortality, by week",I,LTU,Lithuania,42,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,6,,11,7.239
"Mortality, by week",I,LTU,Lithuania,43,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,11,,11,7.239
"Mortality, by week",I,LTU,Lithuania,44,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,6,,11,7.239
"Mortality, by week",I,LTU,Lithuania,45,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,8,,12,7.239
"Mortality, by week",I,LTU,Lithuania,46,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,6,,12,7.239
"Mortality, by week",I,LTU,Lithuania,47,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,4,,12,7.239
"Mortality, by week",I,LTU,Lithuania,48,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,1,,12,7.239
"Mortality, by week",I,LTU,Lithuania,49,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2022,2,,12,7.239
