STRUCTURE_NAME,ACTION,COUNTRY,Country,WEEK,GENDER,AGE,Age,VARIABLE,Variable,Year,Deaths,Observation Value,Month,Expenditure
"Mortality, by week",I,GBR,United Kingdom,3,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,3,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,3,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,3,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,3,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,3,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,4,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,4,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,4,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,4,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,4,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,4,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,4,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,4,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,4,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,4,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,1,11.965
"Mortality, by week",I,GBR,United Kingdom,5,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,5,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,5,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,5,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,5,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,5,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,5,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,5,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,5,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,5,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,6,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,6,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,6,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,6,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,6,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,6,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,6,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,6,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,6,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,6,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,7,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,7,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,7,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,7,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,7,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,7,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,7,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,7,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,7,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,7,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,8,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,8,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,8,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,8,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,8,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,8,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,8,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,8,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,8,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,8,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,2,11.965
"Mortality, by week",I,GBR,United Kingdom,9,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,9,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,9,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,9,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,9,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,9,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,9,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,9,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,9,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,9,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,10,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,10,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,10,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,10,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,10,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,10,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,10,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,10,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,10,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,10,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,11,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,11,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,11,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,11,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,11,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,1,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,11,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,1,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,11,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,1,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,11,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,3,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,11,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,4,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,11,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,5,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,12,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,0,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,12,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,1,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,12,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,1,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,12,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,4,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,12,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,4,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,12,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,8,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,12,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,41,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,12,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,104,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,12,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,114,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,12,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,63,,3,11.965
"Mortality, by week",I,GBR,United Kingdom,13,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,2,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,13,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,5,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,13,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,7,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,13,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,27,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,13,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,48,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,13,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,317,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,13,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,525,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,13,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,208,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,13,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,607,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,13,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,75,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,14,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,49,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,14,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,26,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,14,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,23,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,14,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,161,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,14,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,1989,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,14,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,445,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,14,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,1318,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,14,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,284,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,14,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,3801,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,14,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,3307,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,15,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,28,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,15,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,50,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,15,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,528,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,15,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,6005,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,15,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,6888,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,15,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,78,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,15,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,805,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,15,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2379,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,15,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,277,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,15,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,3626,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,16,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,43,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,16,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,4705,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,16,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,1020,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,16,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,676,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,16,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,3664,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,16,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,8369,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,16,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,9495,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,16,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,106,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,16,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,344,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,16,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,63,,4,11.965
"Mortality, by week",I,GBR,United Kingdom,17,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,41,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,17,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,288,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,17,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,109,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,17,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,884,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,17,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,3765,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,17,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,8016,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,17,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,68,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,17,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,4251,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,17,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,596,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,17,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,9009,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,18,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,19,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,18,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,35,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,18,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,373,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,18,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,6680,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,18,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,6071,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,18,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,555,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,18,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,3016,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,18,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,182,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,18,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,3055,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,18,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,54,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,19,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,21,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,19,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,23,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,19,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,1965,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,19,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2060,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,19,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,357,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,19,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,44,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,19,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,4025,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,19,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,4426,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,19,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,121,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,19,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,236,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,20,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,13,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,20,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,23,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,20,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,3886,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,20,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,36,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,20,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,292,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,20,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,104,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,20,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,4214,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,20,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,1918,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,20,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,188,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,20,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,1968,,5,11.965
"Mortality, by week",I,GBR,United Kingdom,21,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,9,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,21,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,21,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,21,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,30,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,21,MALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,140,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,21,TOTAL,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,2627,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,21,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,1363,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,21,TOTAL,TOTAL,Total,COVIDNB,COVID-19 deaths (number),2020,2872,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,21,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,1264,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,21,FEMALE,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,75,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,21,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,215,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,22,FEMALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,3,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,22,MALE,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,5,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,22,TOTAL,Y0T44,0 to 44,COVIDNB,COVID-19 deaths (number),2020,8,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,22,FEMALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,965,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,22,MALE,Y_GE65,65 and over,COVIDNB,COVID-19 deaths (number),2020,894,,6,11.965
"Mortality, by week",I,GBR,United Kingdom,22,TOTAL,Y45T64,45 to 64,COVIDNB,COVID-19 deaths (number),2020,133,,6,11.965
