Year,Month,Country,Deaths,Expenditure
2021,12,Iceland,4,9.71
2021,12,Ireland,475,6.596
2021,12,Israel,120,7.653
2021,12,Italy,5900,9.346
2021,12,Japan,85,11.19
2021,12,Korea,2750,8.957
2021,12,Latvia,1003,9.11
2021,12,Lithuania,1618,7.76
2021,12,Luxembourg,60,5.661
2021,12,Mexico,7175,5.892
2021,12,Netherlands,2412,11.125
2021,12,New Zealand,19,10.224
2021,12,Norway,374,9.814
2021,12,Poland,19881,6.439
2021,12,Portugal,807,11.124
2021,12,Slovak Republic,3784,7.757
2021,12,Slovenia,877,9.481
2021,12,Spain,2976,10.309
2021,12,Sweden,306,11.102
2021,12,Switzerland,1081,12.005
2021,12,Türkiye,10637,4.561
2021,12,United Kingdom,22497,12.019
2021,12,United States,73377,17.299
2022,1,Australia,1989,9.805
2022,1,Austria,349,11.157
2022,1,Belgium,671,10.759
2022,1,Canada,3095,11.234
2022,1,Chile,513,10.236
2022,1,Colombia,3618,7.574
2022,1,Costa Rica,176,7.184
2022,1,Czechia,909,8.763
2022,1,Denmark,0,9.476
2022,1,Estonia,93,7.02
2022,1,Finland,438,9.685
2022,1,France,6772,11.882
2022,1,Germany,3547,12.605
2022,1,Greece,2518,8.5
2022,1,Hungary,1777,6.713
2022,1,Iceland,5,9.08
2022,1,Ireland,298,6.12
2022,1,Israel,627,7.324
2022,1,Italy,9500,8.952
2022,1,Japan,369,11.422
2022,1,Korea,1025,9.434
2022,1,Latvia,338,7.622
2022,1,Lithuania,304,7.239
2022,1,Luxembourg,51,5.552
2022,1,Mexico,8292,5.721
2022,1,Netherlands,260,10.101
2022,1,New Zealand,1,11.322
2022,1,Norway,120,7.943
2022,1,Poland,7578,6.381
2022,1,Portugal,911,10.469
2022,1,Slovak Republic,686,7.606
2022,1,Slovenia,311,9.691
2022,1,Spain,5771,9.738
2022,1,Sweden,846,10.522
2022,1,Switzerland,408,11.707
2022,1,Türkiye,4510,3.703
2022,1,United Kingdom,23204,11.052
2022,1,United States,76701,16.496
2022,2,Australia,1583,9.805
2022,2,Austria,738,11.157
2022,2,Belgium,1048,10.759
2022,2,Canada,2875,11.234
2022,2,Chile,2417,10.236
2022,2,Colombia,4941,7.574
2022,2,Costa Rica,466,7.184
2022,2,Czechia,1430,8.763
2022,2,Denmark,0,9.476
2022,2,Estonia,195,7.02
2022,2,Finland,495,9.685
2022,2,France,7348,11.882
2022,2,Germany,6640,12.605
2022,2,Greece,2343,8.5
2022,2,Hungary,2554,6.713
2022,2,Iceland,16,9.08
2022,2,Ireland,220,6.12
2022,2,Israel,1327,7.324
2022,2,Italy,8415,8.952
2022,2,Japan,4506,11.422
2022,2,Korea,1303,9.434
2022,2,Latvia,459,7.622
2022,2,Lithuania,487,7.239
2022,2,Luxembourg,51,5.552
2022,2,Mexico,11165,5.721
2022,2,Netherlands,316,10.101
2022,2,New Zealand,4,11.322
2022,2,Norway,246,7.943
2022,2,Poland,6138,6.381
2022,2,Portugal,1156,10.469
2022,2,Slovak Republic,683,7.606
2022,2,Slovenia,676,9.691
2022,2,Spain,4711,9.738
2022,2,Sweden,1368,10.522
2022,2,Switzerland,366,11.707
2022,2,Türkiye,6934,3.703
2022,2,United Kingdom,17704,11.052
2022,2,United States,54044,16.496
2022,3,Australia,579,9.805
2022,3,Austria,945,11.157
2022,3,Belgium,546,10.759
2022,3,Canada,1417,11.234
2022,3,Chile,14228,10.236
2022,3,Colombia,1043,7.574
2022,3,Costa Rica,267,7.184
2022,3,Czechia,877,8.763
2022,3,Denmark,0,9.476
2022,3,Estonia,190,7.02
2022,3,Finland,703,9.685
2022,3,France,3529,11.882
2022,3,Germany,7199,12.605
2022,3,Greece,1525,8.5
2022,3,Hungary,1282,6.713
2022,3,Iceland,28,9.08
2022,3,Ireland,266,6.12
2022,3,Israel,313,7.324
2022,3,Italy,4319,8.952
2022,3,Japan,4497,11.422
2022,3,Korea,7128,9.434
2022,3,Latvia,439,7.622
2022,3,Lithuania,213,7.239
2022,3,Luxembourg,49,5.552
2022,3,Mexico,2020,5.721
2022,3,Netherlands,352,10.101
2022,3,New Zealand,175,11.322
2022,3,Norway,129,7.943
2022,3,Poland,3512,6.381
2022,3,Portugal,580,10.469
2022,3,Slovak Republic,546,7.606
2022,3,Slovenia,295,9.691
2022,3,Spain,1656,9.738
2022,3,Sweden,829,10.522
2022,3,Switzerland,307,11.707
2022,3,Türkiye,3861,3.703
2022,3,United Kingdom,13888,11.052
2022,3,United States,16110,16.496
2022,4,Australia,963,9.805
2022,4,Austria,792,11.157
2022,4,Belgium,619,10.759
2022,4,Canada,1342,11.234
2022,4,Chile,1077,10.236
2022,4,Colombia,221,7.574
2022,4,Costa Rica,117,7.184
2022,4,Czechia,497,8.763
2022,4,Denmark,0,9.476
2022,4,Estonia,86,7.02
2022,4,Finland,859,9.685
2022,4,France,3387,11.882
2022,4,Germany,4621,12.605
2022,4,Greece,1610,8.5
2022,4,Hungary,732,6.713
2022,4,Iceland,23,9.08
2022,4,Ireland,340,6.12
2022,4,Israel,217,7.324
2022,4,Italy,4372,8.952
2022,4,Japan,1541,11.422
2022,4,Korea,7057,9.434
2022,4,Latvia,236,7.622
2022,4,Lithuania,61,7.239
2022,4,Luxembourg,43,5.552
2022,4,Mexico,411,5.721
2022,4,Netherlands,218,10.101
2022,4,New Zealand,413,11.322
2022,4,Norway,24,7.943
2022,4,Poland,1120,6.381
2022,4,Portugal,575,10.469
2022,4,Slovak Republic,182,7.606
2022,4,Slovenia,222,9.691
2022,4,Spain,1453,9.738
2022,4,Sweden,383,10.522
2022,4,Switzerland,182,11.707
2022,4,Türkiye,994,3.703
2022,4,United Kingdom,18136,11.052
2022,4,United States,6226,16.496
2022,5,Australia,1266,9.805
2022,5,Austria,249,11.157
2022,5,Belgium,311,10.759
2022,5,Canada,1911,11.234
2022,5,Chile,419,10.236
2022,5,Colombia,68,7.574
2022,5,Costa Rica,89,7.184
2022,5,Czechia,166,8.763
2022,5,Denmark,0,9.476
2022,5,Estonia,25,7.02
2022,5,Finland,504,9.685
2022,5,France,2732,11.882
2022,5,Germany,1967,12.605
2022,5,Greece,743,8.5
2022,5,Hungary,369,6.713
2022,5,Iceland,1,9.08
2022,5,Ireland,134,6.12
2022,5,Israel,109,7.324
2022,5,Italy,3574,8.952
2022,5,Japan,999,11.422
2022,5,Korea,1744,9.434
2022,5,Latvia,69,7.622
2022,5,Lithuania,14,7.239
2022,5,Luxembourg,25,5.552
2022,5,Mexico,157,5.721
2022,5,Netherlands,72,10.101
2022,5,New Zealand,373,11.322
2022,5,Norway,30,7.943
2022,5,Poland,321,6.381
2022,5,Portugal,674,10.469
2022,5,Slovak Republic,55,7.606
2022,5,Slovenia,131,9.691
2022,5,Spain,1995,9.738
2022,5,Sweden,186,10.522
2022,5,Switzerland,58,11.707
2022,5,Türkiye,251,3.703
2022,5,United Kingdom,13996,11.052
2022,5,United States,6284,16.496
2022,6,Australia,1394,9.805
2022,6,Austria,109,11.157
2022,6,Belgium,162,10.759
2022,6,Canada,353,11.234
2022,6,Chile,432,10.236
2022,6,Colombia,85,7.574
2022,6,Costa Rica,61,7.184
2022,6,Czechia,31,8.763
2022,6,Denmark,0,9.476
2022,6,Estonia,22,7.02
2022,6,Finland,275,9.685
2022,6,France,1206,11.882
2022,6,Germany,1123,12.605
2022,6,Greece,365,8.5
2022,6,Hungary,82,6.713
2022,6,Iceland,2,9.08
2022,6,Ireland,77,6.12
2022,6,Israel,56,7.324
2022,6,Italy,1750,8.952
2022,6,Japan,738,11.422
2022,6,Korea,476,9.434
2022,6,Latvia,45,7.622
2022,6,Lithuania,8,7.239
2022,6,Luxembourg,14,5.552
2022,6,Mexico,186,5.721
2022,6,Netherlands,39,10.101
2022,6,New Zealand,333,11.322
2022,6,Norway,39,7.943
2022,6,Poland,120,6.381
2022,6,Portugal,1057,10.469
2022,6,Slovak Republic,14,7.606
2022,6,Slovenia,40,9.691
2022,6,Spain,1820,9.738
2022,6,Sweden,99,10.522
2022,6,Switzerland,26,11.707
2022,6,Türkiye,86,3.703
2022,6,United Kingdom,5296,11.052
2022,6,United States,8297,16.496
2022,7,Australia,1519,9.805
2022,7,Austria,216,11.157
2022,7,Belgium,225,10.759
2022,7,Canada,609,11.234
2022,7,Chile,813,10.236
2022,7,Colombia,447,7.574
2022,7,Costa Rica,120,7.184
2022,7,Czechia,58,8.763
2022,7,Denmark,0,9.476
2022,7,Estonia,23,7.02
2022,7,Finland,248,9.685
2022,7,France,1633,11.882
2022,7,Germany,2838,12.605
2022,7,Greece,628,8.5
2022,7,Hungary,127,6.713
2022,7,Iceland,4,9.08
2022,7,Ireland,155,6.12
2022,7,Israel,337,7.324
2022,7,Italy,2851,8.952
2022,7,Japan,565,11.422
2022,7,Korea,302,9.434
2022,7,Latvia,41,7.622
2022,7,Lithuania,10,7.239
2022,7,Luxembourg,17,5.552
2022,7,Mexico,1178,5.721
2022,7,Netherlands,99,10.101
2022,7,New Zealand,453,11.322
2022,7,Norway,8,7.943
2022,7,Poland,77,6.381
2022,7,Portugal,549,10.469
2022,7,Slovak Republic,24,7.606
2022,7,Slovenia,59,9.691
2022,7,Spain,3125,9.738
2022,7,Sweden,200,10.522
2022,7,Switzerland,101,11.707
2022,7,Türkiye,167,3.703
2022,7,United Kingdom,7940,11.052
2022,7,United States,10293,16.496
2022,8,Australia,2354,9.805
2022,8,Austria,338,11.157
2022,8,Belgium,307,10.759
2022,8,Canada,1142,11.234
2022,8,Chile,922,10.236
2022,8,Colombia,922,7.574
2022,8,Costa Rica,147,7.184
2022,8,Czechia,321,8.763
2022,8,Denmark,0,9.476
2022,8,Estonia,30,7.02
2022,8,Finland,397,9.685
2022,8,France,2450,11.882
2022,8,Germany,3581,12.605
2022,8,Greece,1360,8.5
2022,8,Hungary,406,6.713
2022,8,Ireland,146,6.12
2022,8,Israel,303,7.324
2022,8,Italy,4566,8.952
2022,8,Japan,3761,11.422
2022,8,Korea,945,9.434
2022,8,Latvia,60,7.622
2022,8,Lithuania,27,7.239
2022,8,Luxembourg,9,5.552
2022,8,Mexico,2264,5.721
2022,8,Netherlands,123,10.101
2022,8,New Zealand,292,11.322
2022,8,Norway,0,7.943
2022,8,Poland,325,6.381
2022,8,Portugal,280,10.469
2022,8,Slovak Republic,60,7.606
2022,8,Slovenia,201,9.691
2022,8,Spain,2841,9.738
2022,8,Sweden,442,10.522
2022,8,Switzerland,119,11.707
2022,8,Türkiye,1216,3.703
2022,8,United Kingdom,13056,11.052
2022,8,United States,13315,16.496
2022,9,Australia,1158,9.805
2022,9,Austria,200,11.157
2022,9,Belgium,180,10.759
2022,9,Canada,1114,11.234
2022,9,Chile,788,10.236
2022,9,Colombia,421,7.574
2022,9,Costa Rica,113,7.184
2022,9,Czechia,243,8.763
2022,9,Denmark,0,9.476
2022,9,Estonia,19,7.02
2022,9,Finland,368,9.685
2022,9,France,1358,11.882
2022,9,Germany,1658,12.605
2022,9,Greece,809,8.5
2022,9,Hungary,288,6.713
2022,9,Ireland,71,6.12
2022,9,Israel,126,7.324
2022,9,Italy,2181,8.952
2022,9,Japan,7423,11.422
2022,9,Korea,1823,9.434
2022,9,Latvia,68,7.622
2022,9,Lithuania,27,7.239
2022,9,Luxembourg,4,5.552
2022,9,Mexico,799,5.721
2022,9,Netherlands,60,10.101
2022,9,New Zealand,0,11.322
2022,9,Norway,0,7.943
2022,9,Poland,479,6.381
2022,9,Portugal,172,10.469
2022,9,Slovak Republic,49,7.606
2022,9,Slovenia,126,9.691
2022,9,Spain,1067,9.738
2022,9,Sweden,404,10.522
2022,9,Switzerland,46,11.707
2022,9,Türkiye,664,3.703
2022,9,United Kingdom,7564,11.052
2022,9,United States,11969,16.496
2022,10,Australia,546,9.805
2022,10,Austria,218,11.157
2022,10,Belgium,139,10.759
2022,10,Canada,892,11.234
2022,10,Chile,557,10.236
2022,10,Colombia,99,7.574
2022,10,Costa Rica,61,7.184
2022,10,Czechia,353,8.763
2022,10,Denmark,0,9.476
2022,10,Estonia,52,7.02
2022,10,Finland,384,9.685
2022,10,France,980,11.882
2022,10,Germany,3038,12.605
2022,10,Greece,425,8.5
2022,10,Hungary,345,6.713
2022,10,Ireland,82,6.12
2022,10,Israel,54,7.324
2022,10,Italy,1410,8.952
2022,10,Japan,2717,11.422
2022,10,Korea,1175,9.434
2022,10,Latvia,115,7.622
2022,10,Lithuania,26,7.239
2022,10,Luxembourg,6,5.552
2022,10,Mexico,249,5.721
2022,10,Netherlands,88,10.101
2022,10,New Zealand,0,11.322
2022,10,Norway,0,7.943
2022,10,Poland,505,6.381
2022,10,Portugal,175,10.469
2022,10,Slovak Republic,61,7.606
2022,10,Slovenia,140,9.691
2022,10,Spain,548,9.738
2022,10,Sweden,385,10.522
2022,10,Switzerland,49,11.707
2022,10,Türkiye,173,3.703
2022,10,United Kingdom,5656,11.052
2022,10,United States,9647,16.496
2022,11,Australia,373,9.805
2022,11,Austria,294,11.157
2022,11,Belgium,211,10.759
2022,11,Canada,1422,11.234
2022,11,Chile,483,10.236
2022,11,Colombia,43,7.574
2022,11,Costa Rica,35,7.184
2022,11,Czechia,372,8.763
2022,11,Denmark,238,9.476
2022,11,Estonia,44,7.02
2022,11,Finland,769,9.685
2022,11,France,1892,11.882
2022,11,Germany,4784,12.605
2022,11,Greece,587,8.5
2022,11,Hungary,380,6.713
2022,11,Ireland,117,6.12
2022,11,Israel,66,7.324
2022,11,Italy,2492,8.952
2022,11,Japan,1628,11.422
2022,11,Korea,712,9.434
2022,11,Latvia,98,7.622
2022,11,Lithuania,40,7.239
2022,11,Luxembourg,15,5.552
2022,11,Mexico,96,5.721
2022,11,Netherlands,146,10.101
2022,11,New Zealand,24,11.322
2022,11,Poland,414,6.381
2022,11,Portugal,207,10.469
2022,11,Slovak Republic,72,7.606
2022,11,Slovenia,165,9.691
2022,11,Spain,634,9.738
2022,11,Sweden,343,10.522
2022,11,Switzerland,103,11.707
2022,11,Türkiye,122,3.703
2022,11,United Kingdom,11152,11.052
2022,11,United States,8841,16.496
2022,12,Australia,2706,9.805
2022,12,Austria,454,11.157
2022,12,Belgium,405,10.759
2022,12,Canada,2575,11.234
2022,12,Chile,1383,10.236
2022,12,Colombia,329,7.574
2022,12,Costa Rica,76,7.184
2022,12,Czechia,424,8.763
2022,12,Denmark,541,9.476
2022,12,Estonia,116,7.02
2022,12,Finland,1338,9.685
2022,12,France,4759,11.882
2022,12,Germany,6991,12.605
2022,12,Greece,1209,8.5
2022,12,Hungary,447,6.713
2022,12,Iceland,69,9.08
2022,12,Ireland,305,6.12
2022,12,Israel,270,7.324
2022,12,Italy,6319,8.952
2022,12,Japan,10582,11.422
2022,12,Korea,2881,9.434
2022,12,Latvia,203,7.622
2022,12,Lithuania,33,7.239
2022,12,Luxembourg,37,5.552
2022,12,Mexico,686,5.721
2022,12,Netherlands,121,10.101
2022,12,New Zealand,212,11.322
2022,12,Poland,364,6.381
2022,12,Portugal,485,10.469
2022,12,Slovak Republic,66,7.606
2022,12,Slovenia,352,9.691
2022,12,Spain,1526,9.738
2022,12,Sweden,1559,10.522
2022,12,Switzerland,156,11.707
2022,12,Türkiye,35,3.703
2022,12,United Kingdom,12624,11.052
2022,12,United States,22791,16.496
2023,1,Australia,0,
2023,1,Austria,211,10.954
2023,1,Belgium,184,
2023,1,Canada,1170,11.224
2023,1,Chile,592,10.002
2023,1,Colombia,307,7.692
2023,1,Costa Rica,73,
2023,1,Czechia,143,8.54
2023,1,Denmark,175,9.441
2023,1,Estonia,41,7.559
2023,1,Finland,396,
2023,1,France,2031,
2023,1,Germany,2015,11.799
2023,1,Greece,737,
2023,1,Hungary,87,6.362
2023,1,Iceland,0,8.992
2023,1,Ireland,171,6.565
2023,1,Israel,132,
2023,1,Italy,1981,8.447
2023,1,Japan,775,
2023,1,Korea,195,9.88
2023,1,Latvia,88,
2023,1,Lithuania,42,7.3
2023,1,Luxembourg,19,5.783
2023,1,Mexico,1093,
2023,1,New Zealand,0,
2023,1,Poland,209,
2023,1,Portugal,216,10.003
2023,1,Slovak Republic,29,
2023,1,Slovenia,205,
2023,1,Spain,713,
2023,1,Sweden,1053,10.911
2023,1,Switzerland,47,
2023,1,Türkiye,0,
2023,1,United Kingdom,13784,10.884
2023,1,United States,13741,
2023,2,Australia,1436,
2023,2,Austria,178,10.954
2023,2,Belgium,184,
2023,2,Canada,858,11.224
2023,2,Chile,394,10.002
2023,2,Colombia,129,7.692
2023,2,Costa Rica,72,
2023,2,Czechia,132,8.54
2023,2,Denmark,99,9.441
2023,2,Estonia,28,7.559
2023,2,Finland,140,
2023,2,France,787,
2023,2,Germany,1999,11.799
2023,2,Greece,428,
2023,2,Hungary,34,6.362
2023,2,Ireland,65,6.565
2023,2,Israel,92,
2023,2,Italy,1124,8.447
2023,2,Japan,13772,
2023,2,Korea,1465,9.88
2023,2,Latvia,48,
2023,2,Lithuania,16,7.3
2023,2,Luxembourg,10,5.783
2023,2,Mexico,629,
2023,2,New Zealand,211,
2023,2,Poland,153,
2023,2,Portugal,189,10.003
2023,2,Slovak Republic,35,
2023,2,Slovenia,72,
2023,2,Spain,395,
2023,2,Sweden,263,10.911
2023,2,Switzerland,22,
2023,2,Türkiye,0,
2023,2,United Kingdom,7968,10.884
2023,2,United States,9258,
2023,3,Australia,337,
2023,3,Austria,230,10.954
2023,3,Belgium,195,
2023,3,Canada,658,11.224
2023,3,Chile,324,10.002
2023,3,Colombia,50,7.692
2023,3,Costa Rica,79,
2023,3,Czechia,192,8.54
2023,3,Denmark,116,9.441
2023,3,Estonia,25,7.559
2023,3,Finland,127,
2023,3,France,613,
2023,3,Germany,2278,11.799
2023,3,Greece,315,
2023,3,Hungary,49,6.362
2023,3,Ireland,56,6.565
2023,3,Israel,102,
2023,3,Italy,804,8.447
2023,3,Japan,1479,
2023,3,Korea,262,9.88
2023,3,Latvia,55,
2023,3,Lithuania,15,7.3
2023,3,Luxembourg,10,5.783
2023,3,Mexico,390,
2023,3,New Zealand,120,
2023,3,Poland,377,
2023,3,Portugal,193,10.003
2023,3,Slovak Republic,32,
2023,3,Slovenia,79,
2023,3,Spain,397,
2023,3,Sweden,186,10.911
2023,3,Switzerland,25,
2023,3,Türkiye,0,
2023,3,United Kingdom,9972,10.884
2023,3,United States,7282,
2023,4,Australia,503,
2023,4,Austria,145,10.954
2023,4,Belgium,110,
2023,4,Canada,543,11.224
2023,4,Chile,-3159,10.002
2023,4,Colombia,41,7.692
2023,4,Costa Rica,30,
2023,4,Czechia,117,8.54
2023,4,Denmark,172,9.441
2023,4,Estonia,35,7.559
2023,4,Finland,276,
2023,4,France,847,
2023,4,Germany,1244,11.799
2023,4,Greece,192,
2023,4,Hungary,40,6.362
2023,4,Ireland,66,6.565
2023,4,Israel,87,
2023,4,Italy,710,8.447
2023,4,Japan,629,
2023,4,Korea,204,9.88
2023,4,Latvia,58,
2023,4,Lithuania,10,7.3
2023,4,Mexico,322,
2023,4,New Zealand,54,
2023,4,Poland,284,
2023,4,Portugal,149,10.003
2023,4,Slovak Republic,20,
2023,4,Slovenia,92,
2023,4,Spain,362,
2023,4,Sweden,223,10.911
2023,4,Switzerland,26,
2023,4,Türkiye,0,
2023,4,United Kingdom,9948,10.884
2023,4,United States,5232,
2023,5,Australia,671,
2023,5,Austria,71,10.954
2023,5,Belgium,52,
2023,5,Canada,411,11.224
2023,5,Chile,135,10.002
2023,5,Colombia,21,7.692
2023,5,Costa Rica,27,
2023,5,Czechia,41,8.54
2023,5,Denmark,128,9.441
2023,5,Estonia,16,7.559
2023,5,Finland,380,
2023,5,France,785,
2023,5,Germany,523,11.799
2023,5,Greece,228,
2023,5,Hungary,21,6.362
2023,5,Ireland,86,6.565
2023,5,Israel,54,
2023,5,Italy,707,8.447
2023,5,Japan,318,
2023,5,Korea,260,9.88
2023,5,Latvia,37,
2023,5,Lithuania,8,7.3
2023,5,Mexico,164,
2023,5,New Zealand,177,
2023,5,Poland,76,
2023,5,Portugal,150,10.003
2023,5,Slovak Republic,7,
2023,5,Slovenia,65,
2023,5,Spain,428,
2023,5,Sweden,281,10.911
2023,5,Switzerland,27,
2023,5,Türkiye,0,
2023,5,United Kingdom,6440,10.884
2023,5,United States,3571,
2023,6,Australia,854,
2023,6,Austria,31,10.954
2023,6,Belgium,20,
2023,6,Canada,0,11.224
2023,6,Chile,61,10.002
2023,6,Colombia,0,7.692
2023,6,Costa Rica,1,
2023,6,Czechia,11,8.54
2023,6,Denmark,40,9.441
2023,6,Estonia,6,7.559
2023,6,Finland,225,
2023,6,France,434,
2023,6,Germany,189,11.799
2023,6,Greece,153,
2023,6,Hungary,6,6.361999999999999
2023,6,Ireland,52,6.565
2023,6,Israel,30,
2023,6,Italy,361,8.447
2023,6,Japan,0,
2023,6,Korea,273,9.88
2023,6,Latvia,22,
2023,6,Lithuania,7,7.3
2023,6,Mexico,161,
2023,6,New Zealand,184,
2023,6,Poland,27,
2023,6,Portugal,167,10.003
2023,6,Slovak Republic,1,
2023,6,Slovenia,28,
2023,6,Spain,351,
2023,6,Sweden,158,10.911
2023,6,Switzerland,7,
2023,6,Türkiye,0,
2023,6,United Kingdom,3580,10.884
2023,6,United States,2675,
2023,7,Australia,-17,
2023,7,Austria,5,10.954
2023,7,Belgium,3,
2023,7,Canada,0,11.224
2023,7,Chile,26,10.002
2023,7,Colombia,0,7.692
2023,7,Costa Rica,0,
2023,7,Czechia,3,8.54
2023,7,Denmark,12,9.441
2023,7,Estonia,2,7.559
2023,7,Finland,123,
2023,7,France,68,
2023,7,Germany,23,11.799
2023,7,Greece,71,
2023,7,Hungary,3,6.361999999999999
2023,7,Ireland,26,6.565
2023,7,Israel,19,
2023,7,Italy,157,8.447
2023,7,Japan,0,
2023,7,Korea,199,9.88
2023,7,Latvia,6,
2023,7,Lithuania,0,7.3
2023,7,Mexico,112,
2023,7,New Zealand,95,
2023,7,Poland,8,
2023,7,Portugal,106,10.003
2023,7,Slovak Republic,1,
2023,7,Slovenia,17,
2023,7,Spain,53,
2023,7,Sweden,87,10.911
2023,7,Switzerland,2,
2023,7,Türkiye,0,
2023,7,United Kingdom,2024,10.884
2023,7,United States,2115,
2023,8,Australia,212,
2023,8,Canada,21,11.224
2023,8,Chile,23,10.002
2023,8,Colombia,0,7.692
2023,8,Costa Rica,1,
2023,8,Czechia,1,8.54
2023,8,Denmark,18,9.441
2023,8,Estonia,2,7.559
2023,8,Finland,58,
2023,8,Greece,91,
2023,8,Hungary,3,6.361999999999999
2023,8,Ireland,40,6.565
2023,8,Israel,41,
2023,8,Italy,129,8.447
2023,8,Japan,0,
2023,8,Korea,252,9.88
2023,8,Latvia,5,
2023,8,Lithuania,1,7.3
2023,8,Mexico,119,
2023,8,New Zealand,77,
2023,8,Poland,3,
2023,8,Portugal,146,10.003
2023,8,Slovak Republic,0,
2023,8,Slovenia,5,
2023,8,Sweden,54,10.911
2023,8,Switzerland,7,
2023,8,Türkiye,0,
2023,8,United Kingdom,1468,10.884
2023,8,United States,2502,
2023,9,Australia,188,
2023,9,Canada,155,11.224
2023,9,Chile,27,10.002
2023,9,Colombia,0,7.692
2023,9,Costa Rica,0,
2023,9,Czechia,13,8.54
2023,9,Denmark,47,9.441
2023,9,Estonia,0,7.559
2023,9,Finland,62,
2023,9,Greece,158,
2023,9,Hungary,4,6.362
2023,9,Ireland,70,6.565
2023,9,Israel,44,
2023,9,Italy,323,8.447
2023,9,Japan,0,
2023,9,Korea,523,9.88
2023,9,Latvia,2,
2023,9,Lithuania,4,7.3
2023,9,Mexico,178,
2023,9,New Zealand,45,
2023,9,Poland,7,
2023,9,Portugal,236,10.003
2023,9,Slovak Republic,0,
2023,9,Slovenia,8,
2023,9,Sweden,89,10.911
2023,9,Switzerland,6,
2023,9,Türkiye,0,
2023,9,United Kingdom,3328,10.884
2023,9,United States,4470,
2023,10,Australia,186,
2023,10,Canada,299,11.224
2023,10,Chile,76,10.002
2023,10,Colombia,0,7.692
2023,10,Costa Rica,0,
2023,10,Czechia,40,8.54
2023,10,Denmark,59,9.441
2023,10,Estonia,1,7.559
2023,10,Finland,48,
2023,10,Greece,200,
2023,10,Hungary,13,6.362
2023,10,Ireland,49,6.565
2023,10,Israel,29,
2023,10,Italy,604,8.447
2023,10,Japan,0,
2023,10,Korea,0,9.88
2023,10,Latvia,14,
2023,10,Lithuania,5,7.3
2023,10,Mexico,145,
2023,10,New Zealand,67,
2023,10,Poland,13,
2023,10,Portugal,207,10.003
2023,10,Slovak Republic,6,
2023,10,Slovenia,28,
2023,10,Sweden,138,10.911
2023,10,Switzerland,14,
2023,10,Türkiye,0,
2023,10,United Kingdom,4672,10.884
2023,10,United States,5636,
2023,11,Australia,220,
2023,11,Canada,343,11.224
2023,11,Chile,179,10.002
2023,11,Colombia,0,7.692
2023,11,Costa Rica,0,
2023,11,Czechia,90,8.54
2023,11,Denmark,140,9.441
2023,11,Estonia,10,7.559
2023,11,Greece,245,
2023,11,Hungary,29,6.362
2023,11,Ireland,47,6.565
2023,11,Israel,10,
2023,11,Italy,663,8.447
2023,11,Japan,0,
2023,11,Korea,0,9.88
2023,11,Latvia,26,
2023,11,Lithuania,10,7.3
2023,11,Mexico,66,
2023,11,New Zealand,84,
2023,11,Poland,40,
2023,11,Portugal,141,10.003
2023,11,Slovak Republic,9,
2023,11,Slovenia,85,
2023,11,Sweden,291,10.911
2023,11,Switzerland,19,
2023,11,Türkiye,0,
2023,11,United Kingdom,5952,10.884
2023,11,United States,5177,
2023,12,Australia,711,
2023,12,Canada,521,11.224
2023,12,Chile,354,10.002
2023,12,Colombia,0,7.692
2023,12,Costa Rica,0,
2023,12,Czechia,90,8.54
2023,12,Denmark,73,9.441
2023,12,Estonia,8,7.559
2023,12,Greece,128,
2023,12,Hungary,24,6.362
2023,12,Ireland,10,6.565
2023,12,Israel,0,
2023,12,Italy,385,8.447
2023,12,Japan,0,
2023,12,Korea,0,9.88
2023,12,Latvia,46,
2023,12,Lithuania,10,7.3
2023,12,Mexico,51,
2023,12,New Zealand,178,
2023,12,Poland,114,
2023,12,Portugal,60,10.003
2023,12,Slovak Republic,6,
2023,12,Slovenia,50,
2023,12,Sweden,328,10.911
2023,12,Switzerland,88,
2023,12,Türkiye,0,
2023,12,United Kingdom,8500,10.884
2023,12,United States,13109,
2024,1,Australia,54,
2024,1,Canada,16,
2024,1,Chile,16,
2024,1,Colombia,0,
2024,1,Costa Rica,0,
2024,1,Israel,0,
2024,1,Japan,0,
2024,1,Korea,0,
2024,1,Mexico,0,
2024,1,New Zealand,22,
2024,1,Switzerland,0,
2024,1,Türkiye,0,
2024,1,United States,3861,
