
Country,date,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V
Germany,2024-08-10,18.744240978298116,17.268242493241964,16.365201245623144,15.140311623204642,0.0
Italy,2024-08-10,18.38519639548688,17.352648939314665,16.314859661618765,14.226643573097288,0.0
United States,2024-08-10,19.81118113481485,19.344354168561978,0.0,16.759485113513286,0.0
Norway,9/9/2023,16.111663106433113,14.692998089514536,11.906371971493808,8.914088348841334,0.0
Denmark,9/9/2023,16.311793831197427,14.384935789883938,11.954876781648803,10.722804721951764,0.0
Estonia,9/9/2023,14.30807770561876,12.407604333867923,12.380538426358545,11.278518721377308,0.0
Iceland,9/9/2023,11.245816964390539,8.77863395266279,0.6931471805599453,4.454347296253507,0.0
Luxembourg,9/9/2023,13.522782442290262,12.743363943230191,11.56223930152315,10.633713731337494,0.0
