Country,Date,Weekly new ICU admissions,Weekly new hospital admissions,Mortality
Italy,12/20/2020,8823,62574,4480
Italy,12/27/2020,8330,59265,4091
Italy,1/3/2021,8538,62208,3391
Italy,1/10/2021,8197,65881,6650
Italy,1/17/2021,8550,63185,3298
Italy,1/24/2021,7566,54865,3158
Italy,1/31/2021,6921,49415,2856
Italy,2/7/2021,6537,47025,2581
Italy,2/14/2021,6792,46509,2132
Italy,2/21/2021,6770,46193,2091
Italy,2/28/2021,7889,56281,2063
Italy,3/7/2021,9262,70287,2271
Italy,3/14/2021,11361,83680,2507
Italy,3/21/2021,12975,91537,2900
Italy,3/28/2021,12937,89203,3038
Italy,4/4/2021,12179,84377,3116
Italy,4/11/2021,11044,73261,2991
Italy,4/18/2021,9929,59875,2487
Italy,4/25/2021,8305,51712,2282
Italy,5/2/2021,7173,45642,1848
Italy,5/9/2021,6348,37764,1486
Italy,5/16/2021,4827,28188,1172
Italy,5/23/2021,3550,20279,824
Italy,5/30/2021,2412,13931,593
Italy,6/6/2021,1608,10376,424
Italy,6/13/2021,1137,8007,296
Italy,6/20/2021,887,5602,215
Italy,6/27/2021,498,3994,140
Italy,7/4/2021,348,3367,106
Italy,7/11/2021,296,3476,80
Italy,7/18/2021,358,4485,68
Italy,7/25/2021,528,7288,73
Italy,8/1/2021,736,10175,92
Italy,8/8/2021,1110,12838,149
Italy,8/15/2021,1531,15258,241
Italy,8/22/2021,1835,17110,320
Italy,8/29/2021,1938,17661,374
Italy,9/5/2021,2179,17041,412
Italy,9/12/2021,1964,15631,403
Italy,9/19/2021,1697,13620,386
Italy,9/26/2021,1588,11122,346
Italy,10/3/2021,1281,9274,293
Italy,10/10/2021,1058,8115,246
Italy,10/17/2021,898,7279,226
Italy,10/24/2021,1036,8859,238
Italy,10/31/2021,1147,10856,280
Italy,11/7/2021,1378,12850,313
Italy,11/14/2021,1746,15019,387
Italy,11/21/2021,1988,18058,451
Italy,11/28/2021,2466,20766,533
Italy,12/5/2021,2799,23276,582
Italy,12/12/2021,3027,27187,755
Italy,12/19/2021,3708,31887,881
Italy,12/26/2021,4309,38289,1103
Italy,1/2/2022,5318,54391,1208
Italy,1/9/2022,6365,73477,1709
Italy,1/16/2022,7180,79565,2317
Italy,1/23/2022,6844,78902,2677
Italy,1/30/2022,6189,72477,2797
Italy,2/6/2022,5397,64379,2677
Italy,2/13/2022,4574,53286,2229
Italy,2/20/2022,3646,42260,1944
Italy,2/27/2022,3144,34275,1565
Italy,3/6/2022,2393,28598,1290
Italy,3/13/2022,2129,28342,1022
Italy,3/20/2022,2037,32733,980
Italy,3/27/2022,2123,36268,1027
Italy,4/3/2022,2251,38401,1126
Italy,4/10/2022,2472,36660,1083
Italy,4/17/2022,2142,35742,1089
Italy,4/24/2022,1970,34376,1074
Italy,5/1/2022,1731,32377,1063
Italy,5/8/2022,1740,29484,980
Italy,5/15/2022,1620,25471,830
Italy,5/22/2022,1558,22128,701
Italy,5/29/2022,1102,17767,567
Italy,6/5/2022,895,15289,413
Italy,6/12/2022,869,15671,419
Italy,6/19/2022,1018,19317,351
Italy,6/26/2022,1214,26041,453
Italy,7/3/2022,1536,34532,553
Italy,7/10/2022,2034,43487,831
Italy,7/17/2022,2383,45499,1014
Italy,7/24/2022,2259,44347,1258
Italy,7/31/2022,2155,39015,1252
Italy,8/7/2022,1780,30923,1151
Italy,8/14/2022,1407,25456,905
Italy,8/21/2022,1197,19940,738
Italy,8/28/2022,1037,18520,614
Italy,9/4/2022,833,15994,473
Italy,9/11/2022,884,14313,356
Italy,9/18/2022,712,13416,325
Italy,9/25/2022,605,13869,283
Italy,10/2/2022,702,19407,313
Italy,10/9/2022,1132,25763,489
Italy,10/16/2022,1553,29476,584
Italy,10/23/2022,1541,29025,628
Italy,10/30/2022,1360,26755,675
Italy,11/6/2022,1239,23909,605
Italy,11/13/2022,1308,25934,578
Italy,11/20/2022,1428,29499,641
Italy,11/27/2022,1498,32216,710
Italy,12/4/2022,1866,34083,827
Italy,12/11/2022,1999,36581,860
Italy,12/18/2022,1871,33694,944
Italy,12/25/2022,1620,30493,877
Italy,1/1/2023,1607,27953,882
Italy,1/8/2023,1652,25763,615
Italy,1/15/2023,1424,20392,568
Italy,1/22/2023,1148,15596,458
Italy,1/29/2023,885,12694,340
Italy,2/5/2023,865,11961,293
Italy,2/12/2023,734,11417,282
Italy,2/19/2023,693,10778,307
Italy,2/26/2023,625,11512,242
Italy,3/5/2023,829,10671,204
Italy,3/12/2023,560,9707,220
Italy,3/19/2023,534,9193,191
Italy,3/26/2023,523,9599,189
Italy,4/2/2023,436,9905,190
Italy,4/9/2023,432,9529,144
Italy,4/16/2023,360,11013,175
Italy,4/23/2023,539,12441,201
Italy,4/30/2023,528,11486,201
Italy,5/7/2023,506,9798,210
Italy,5/14/2023,364,7614,168
Italy,5/21/2023,374,6496,128
Italy,5/28/2023,420,5855,123
Italy,6/4/2023,379,5275,102
Italy,6/11/2023,271,3846,67
Italy,6/18/2023,194,3357,69
Italy,6/25/2023,159,2607,57
Italy,7/2/2023,116,2108,34
Italy,7/9/2023,72,1920,27
Italy,7/16/2023,99,1504,39
Italy,7/23/2023,81,1720,21
Italy,7/30/2023,126,2165,31
Italy,8/6/2023,116,2764,36
Italy,8/13/2023,102,3128,41
Italy,8/20/2023,202,4217,49
Italy,8/27/2023,296,5873,71
Italy,9/3/2023,298,7097,86
Italy,9/10/2023,415,9426,117
Italy,9/17/2023,470,11211,139
Italy,9/24/2023,439,10986,140
Italy,10/1/2023,406,12126,143
Italy,10/8/2023,636,14250,182
Italy,10/15/2023,678,14291,195
Italy,10/22/2023,723,13307,194
Italy,10/29/2023,546,13870,160
Italy,11/5/2023,576,13822,114
Italy,11/12/2023,656,15700,186
Italy,11/19/2023,805,19379,176
Italy,11/26/2023,917,23393,23
Latvia,1/12/2020,0,0,0
Latvia,1/19/2020,0,0,0
Latvia,1/26/2020,0,0,0
Latvia,2/2/2020,0,0,0
Latvia,2/9/2020,0,0,0
Latvia,2/16/2020,0,0,0
Latvia,2/23/2020,0,0,0
Latvia,3/1/2020,0,0,0
Latvia,3/8/2020,0,3,0
Latvia,3/15/2020,0,6,0
Latvia,3/22/2020,0,16,0
Latvia,3/29/2020,3,29,0
Latvia,4/5/2020,4,28,0
Latvia,4/12/2020,0,25,2
Latvia,4/19/2020,3,18,5
Latvia,4/26/2020,4,14,1
Latvia,5/3/2020,2,9,5
Latvia,5/10/2020,0,10,3
Latvia,5/17/2020,1,10,2
Latvia,5/24/2020,0,8,2
Latvia,5/31/2020,1,4,3
Latvia,6/7/2020,2,3,2
Latvia,6/14/2020,0,3,0
Latvia,6/21/2020,0,4,3
Latvia,6/28/2020,0,2,2
Latvia,7/5/2020,0,1,0
Latvia,7/12/2020,0,1,0
Latvia,7/19/2020,0,1,1
Latvia,7/26/2020,0,1,0
Latvia,8/2/2020,0,2,0
Latvia,8/9/2020,0,5,1
Latvia,8/16/2020,0,2,0
Latvia,8/23/2020,0,5,0
Latvia,8/30/2020,0,4,1
Latvia,9/6/2020,0,5,1
Latvia,9/13/2020,0,6,1
Latvia,9/20/2020,0,7,0
Latvia,9/27/2020,0,6,1
Latvia,10/4/2020,4,26,0
Latvia,10/11/2020,3,48,3
Latvia,10/18/2020,6,51,1
Latvia,10/25/2020,8,122,4
Latvia,11/1/2020,19,193,16
Latvia,11/8/2020,22,214,20
Latvia,11/15/2020,25,277,25
Latvia,11/22/2020,40,324,30
Latvia,11/29/2020,81,477,40
Latvia,12/6/2020,94,503,58
Latvia,12/13/2020,106,641,63
Latvia,12/20/2020,91,743,103
Latvia,12/27/2020,91,790,106
Latvia,1/3/2021,110,831,127
Latvia,1/10/2021,117,925,285
Latvia,1/17/2021,149,798,140
Latvia,1/24/2021,159,738,151
Latvia,1/31/2021,161,699,155
Latvia,2/7/2021,153,635,111
Latvia,2/14/2021,154,563,99
Latvia,2/21/2021,124,490,107
Latvia,2/28/2021,121,482,88
Latvia,3/7/2021,117,512,78
Latvia,3/14/2021,125,370,63
Latvia,3/21/2021,105,413,62
Latvia,3/28/2021,117,514,46
Latvia,4/4/2021,128,425,71
Latvia,4/11/2021,134,424,56
Latvia,4/18/2021,128,430,68
Latvia,4/25/2021,125,478,52
Latvia,5/2/2021,139,455,67
Latvia,5/9/2021,132,453,50
Latvia,5/16/2021,130,454,66
Latvia,5/23/2021,121,356,65
Latvia,5/30/2021,114,265,47
Latvia,6/6/2021,87,205,37
Latvia,6/13/2021,85,182,39
Latvia,6/20/2021,77,131,24
Latvia,6/27/2021,52,88,24
Latvia,7/4/2021,47,48,16
Latvia,7/11/2021,24,47,2
Latvia,7/18/2021,24,40,9
Latvia,7/25/2021,14,25,3
Latvia,8/1/2021,13,34,3
Latvia,8/8/2021,19,44,4
Latvia,8/15/2021,19,46,4
Latvia,8/22/2021,16,43,8
Latvia,8/29/2021,30,138,9
Latvia,9/5/2021,42,140,16
Latvia,9/12/2021,41,216,32
Latvia,9/19/2021,63,284,36
Latvia,9/26/2021,88,338,54
Latvia,10/3/2021,109,462,61
Latvia,10/10/2021,131,667,79
Latvia,10/17/2021,193,963,133
Latvia,10/24/2021,233,1191,208
Latvia,10/31/2021,299,1170,259
Latvia,11/7/2021,416,1151,265
Latvia,11/14/2021,394,799,245
Latvia,11/21/2021,315,601,206
Latvia,11/28/2021,267,528,133
Latvia,12/5/2021,208,437,114
Latvia,12/12/2021,170,304,86
Latvia,12/19/2021,163,374,79
Latvia,12/26/2021,132,342,68
Latvia,1/2/2022,129,362,72
Latvia,1/9/2022,158,452,89
Latvia,1/16/2022,134,462,78
Latvia,1/23/2022,140,572,87
Latvia,1/30/2022,134,780,84
Latvia,2/6/2022,118,876,97
Latvia,2/13/2022,140,1032,114
Latvia,2/20/2022,130,1069,122
Latvia,2/27/2022,129,1063,126
Latvia,3/6/2022,94,990,117
Latvia,3/13/2022,73,950,110
Latvia,3/20/2022,77,806,117
Latvia,3/27/2022,59,843,95
Latvia,4/3/2022,52,647,87
Latvia,4/10/2022,46,451,58
Latvia,4/17/2022,20,329,49
Latvia,4/24/2022,18,238,42
Latvia,5/1/2022,24,193,27
Latvia,5/8/2022,17,164,15
Latvia,5/15/2022,14,126,15
Latvia,5/22/2022,12,123,12
Latvia,5/29/2022,12,110,12
Latvia,6/5/2022,12,62,11
Latvia,6/12/2022,11,93,10
Latvia,6/19/2022,13,98,12
Latvia,6/26/2022,10,90,13
Latvia,7/3/2022,14,143,7
Latvia,7/10/2022,3,136,9
Latvia,7/17/2022,3,149,12
Latvia,7/24/2022,7,206,9
Latvia,7/31/2022,3,172,25
Latvia,8/7/2022,6,200,10
Latvia,8/14/2022,12,295,16
Latvia,8/21/2022,17,227,22
Latvia,8/28/2022,16,200,17
Latvia,9/4/2022,13,184,16
Latvia,9/11/2022,9,235,13
Latvia,9/18/2022,10,302,23
Latvia,9/25/2022,8,402,24
Latvia,10/2/2022,9,367,36
Latvia,10/9/2022,13,383,32
Latvia,10/16/2022,13,304,44
Latvia,10/23/2022,7,197,18
Latvia,10/30/2022,8,229,21
Latvia,11/6/2022,5,156,15
Latvia,11/13/2022,3,154,18
Latvia,11/20/2022,3,142,8
Latvia,11/27/2022,5,193,16
Latvia,12/4/2022,10,269,20
Latvia,12/11/2022,9,385,28
Latvia,12/18/2022,10,378,26
Latvia,12/25/2022,12,342,40
Latvia,1/1/2023,11,315,47
Latvia,1/8/2023,17,210,31
Latvia,1/15/2023,15,163,26
Latvia,1/22/2023,15,123,21
Latvia,1/29/2023,9,143,10
Latvia,2/5/2023,10,118,12
Latvia,2/12/2023,4,126,7
Latvia,2/19/2023,8,132,20
Latvia,2/26/2023,9,113,9
Latvia,3/5/2023,6,132,17
Latvia,3/12/2023,8,147,13
Latvia,3/19/2023,9,186,14
Latvia,3/26/2023,5,142,11
Latvia,4/2/2023,13,222,17
Latvia,4/9/2023,9,153,16
Latvia,4/16/2023,11,228,17
Latvia,4/23/2023,11,130,8
Latvia,4/30/2023,11,93,12
Latvia,5/7/2023,10,109,12
Latvia,5/14/2023,3,82,4
Latvia,5/21/2023,4,63,9
Latvia,5/28/2023,5,80,5
Latvia,6/4/2023,3,76,4
Latvia,6/11/2023,2,75,10
Latvia,6/18/2023,0,32,3
Latvia,6/25/2023,0,28,2
Latvia,7/2/2023,1,16,2
Latvia,7/9/2023,1,14,1
Latvia,7/16/2023,1,14,1
Latvia,7/23/2023,1,21,0
Latvia,7/30/2023,2,24,1
Latvia,8/6/2023,2,9,1
Latvia,8/13/2023,0,14,3
Latvia,8/20/2023,0,17,1
Latvia,8/27/2023,1,22,0
Latvia,9/3/2023,1,37,0
Latvia,9/10/2023,2,40,1
Latvia,9/17/2023,2,50,2
Latvia,9/24/2023,5,56,3
Latvia,10/1/2023,1,52,4
Latvia,10/8/2023,1,34,5
Latvia,10/15/2023,2,41,2
Latvia,10/22/2023,0,86,6
Latvia,10/29/2023,2,152,11
Latvia,11/5/2023,2,210,7
Latvia,11/12/2023,9,214,11
Latvia,11/19/2023,9,223,17
Latvia,11/26/2023,9,268,18
Luxembourg,3/8/2020,0,7,0
Luxembourg,3/15/2020,3,20,0
Luxembourg,3/22/2020,11,87,3
Luxembourg,3/29/2020,14,134,12
Luxembourg,4/5/2020,10,97,21
Luxembourg,4/12/2020,5,65,22
Luxembourg,4/19/2020,3,67,16
Luxembourg,4/26/2020,8,47,5
Luxembourg,5/3/2020,2,19,2
Luxembourg,5/10/2020,2,14,2
Luxembourg,5/17/2020,2,12,0
Luxembourg,5/24/2020,0,10,0
Luxembourg,5/31/2020,1,3,0
Luxembourg,6/7/2020,0,7,0
Luxembourg,6/14/2020,1,4,0
Luxembourg,6/21/2020,0,1,0
Luxembourg,6/28/2020,1,7,0
Luxembourg,7/5/2020,1,17,0
Luxembourg,7/12/2020,7,30,0
Luxembourg,7/19/2020,3,26,4
Luxembourg,7/26/2020,6,36,3
Luxembourg,8/2/2020,1,31,1
Luxembourg,8/9/2020,1,29,3
Luxembourg,8/16/2020,1,15,1
Luxembourg,8/23/2020,1,8,0
Luxembourg,8/30/2020,1,10,0
Luxembourg,9/6/2020,1,8,0
Luxembourg,9/13/2020,0,11,0
Luxembourg,9/20/2020,1,7,0
Luxembourg,9/27/2020,2,19,0
Luxembourg,10/4/2020,2,27,3
Luxembourg,10/11/2020,4,32,1
Luxembourg,10/18/2020,7,55,7
Luxembourg,10/25/2020,22,132,7
Luxembourg,11/1/2020,28,181,13
Luxembourg,11/8/2020,21,123,11
Luxembourg,11/15/2020,20,142,12
Luxembourg,11/22/2020,21,125,11
Luxembourg,11/29/2020,20,121,21
Luxembourg,12/6/2020,15,124,17
Luxembourg,12/13/2020,19,157,20
Luxembourg,12/20/2020,13,104,32
Luxembourg,12/27/2020,6,80,16
Luxembourg,1/3/2021,7,27,19
Luxembourg,1/10/2021,9,56,16
Luxembourg,1/17/2021,7,50,9
Luxembourg,1/24/2021,7,48,13
Luxembourg,1/31/2021,3,48,14
Luxembourg,2/7/2021,4,53,14
Luxembourg,2/14/2021,8,51,16
Luxembourg,2/21/2021,9,71,11
Luxembourg,2/28/2021,9,76,28
Luxembourg,3/7/2021,19,100,33
Luxembourg,3/14/2021,12,84,23
Luxembourg,3/21/2021,11,85,21
Luxembourg,3/28/2021,14,91,13
Luxembourg,4/4/2021,24,106,10
Luxembourg,4/11/2021,21,109,14
Luxembourg,4/18/2021,16,81,5
Luxembourg,4/25/2021,11,81,2
Luxembourg,5/2/2021,15,60,4
Luxembourg,5/9/2021,9,59,4
Luxembourg,5/16/2021,8,50,2
Luxembourg,5/23/2021,3,16,1
Luxembourg,5/30/2021,1,18,0
Luxembourg,6/6/2021,2,12,1
Luxembourg,6/13/2021,2,10,0
Luxembourg,6/20/2021,1,3,0
Luxembourg,6/27/2021,0,5,0
Luxembourg,7/4/2021,0,3,0
Luxembourg,7/11/2021,1,10,1
Luxembourg,7/18/2021,4,18,1
Luxembourg,7/25/2021,4,25,3
Luxembourg,8/1/2021,3,23,1
Luxembourg,8/8/2021,7,13,1
Luxembourg,8/15/2021,2,12,1
Luxembourg,8/22/2021,1,18,1
Luxembourg,8/29/2021,6,32,2
Luxembourg,9/5/2021,5,25,2
Luxembourg,9/12/2021,3,25,0
Luxembourg,9/19/2021,3,14,3
Luxembourg,9/26/2021,2,12,0
Luxembourg,10/3/2021,2,16,1
Luxembourg,10/10/2021,1,12,3
Luxembourg,10/17/2021,4,10,5
Luxembourg,10/24/2021,4,20,5
Luxembourg,10/31/2021,8,24,6
Luxembourg,11/7/2021,8,31,5
Luxembourg,11/14/2021,4,24,3
Luxembourg,11/21/2021,8,39,8
Luxembourg,11/28/2021,5,43,13
Luxembourg,12/5/2021,16,58,13
Luxembourg,12/12/2021,14,54,4
Luxembourg,12/19/2021,10,58,8
Luxembourg,12/26/2021,9,40,6
Luxembourg,1/2/2022,14,52,5
Luxembourg,1/9/2022,8,56,11
Luxembourg,1/16/2022,4,54,7
Luxembourg,1/23/2022,5,57,15
Luxembourg,1/30/2022,3,56,18
Luxembourg,2/6/2022,5,58,22
Luxembourg,2/13/2022,7,49,15
Luxembourg,2/20/2022,6,31,6
Luxembourg,2/27/2022,3,22,8
Luxembourg,3/6/2022,3,25,9
Luxembourg,3/13/2022,1,28,15
Luxembourg,3/20/2022,2,32,12
Luxembourg,3/27/2022,5,27,13
Luxembourg,4/3/2022,2,29,14
Luxembourg,4/10/2022,4,29,11
Luxembourg,4/17/2022,4,28,13
Luxembourg,4/24/2022,2,24,5
Luxembourg,5/1/2022,1,13,7
Luxembourg,5/8/2022,0,21,11
Luxembourg,5/15/2022,2,15,2
Luxembourg,5/22/2022,3,14,5
Luxembourg,5/29/2022,0,10,4
Luxembourg,6/5/2022,1,3,4
Luxembourg,6/12/2022,3,15,4
Luxembourg,6/19/2022,1,24,2
Luxembourg,6/26/2022,1,12,7
Luxembourg,7/3/2022,0,22,4
Luxembourg,7/10/2022,1,33,5
Luxembourg,7/17/2022,1,31,1
Luxembourg,7/24/2022,2,24,3
Luxembourg,7/31/2022,1,20,3
Luxembourg,8/7/2022,1,15,3
Luxembourg,8/14/2022,1,14,0
Luxembourg,8/21/2022,1,16,2
Luxembourg,8/28/2022,3,8,0
Luxembourg,9/4/2022,2,15,2
Luxembourg,9/11/2022,2,5,0
Luxembourg,9/18/2022,0,13,2
Luxembourg,9/25/2022,0,14,1
Luxembourg,10/2/2022,5,26,1
Luxembourg,10/9/2022,2,28,2
Luxembourg,10/16/2022,3,27,4
Luxembourg,10/23/2022,2,34,5
Luxembourg,10/30/2022,4,26,2
Luxembourg,11/6/2022,0,11,4
Luxembourg,11/13/2022,5,24,3
Luxembourg,11/20/2022,5,23,4
Luxembourg,11/27/2022,3,20,2
Luxembourg,12/4/2022,1,20,8
Luxembourg,12/11/2022,1,24,2
Luxembourg,12/18/2022,1,46,4
Luxembourg,12/25/2022,2,28,8
Luxembourg,1/1/2023,2,17,6
Luxembourg,1/8/2023,2,22,7
Luxembourg,1/15/2023,1,13,4
Luxembourg,1/22/2023,1,11,5
Luxembourg,1/29/2023,1,6,3
Luxembourg,2/5/2023,0,17,2
Luxembourg,2/12/2023,0,12,2
Luxembourg,2/19/2023,1,13,1
Luxembourg,2/26/2023,2,21,5
Luxembourg,3/5/2023,2,24,1
Luxembourg,3/12/2023,0,12,1
Luxembourg,3/19/2023,1,15,2
Luxembourg,3/26/2023,1,19,6
Netherlands,1/10/2021,1046,6938,1308
Netherlands,1/17/2021,1759,10765,550
Netherlands,1/24/2021,1706,10165,531
Netherlands,1/31/2021,1727,9703,420
Netherlands,2/7/2021,1396,8755,406
Netherlands,2/14/2021,1187,7918,398
Netherlands,2/21/2021,1319,8546,404
Netherlands,2/28/2021,1405,8171,277
Netherlands,3/7/2021,1641,8700,240
Netherlands,3/14/2021,1836,9037,186
Netherlands,3/21/2021,1962,10141,176
Netherlands,3/28/2021,1975,11126,151
Netherlands,4/4/2021,2196,11953,150
Netherlands,4/11/2021,2566,11806,140
Netherlands,4/18/2021,2344,12172,147
Netherlands,4/25/2021,2426,12482,139
Netherlands,5/2/2021,2261,12806,140
Netherlands,5/9/2021,2239,11901,136
Netherlands,5/16/2021,1721,10432,92
Netherlands,5/23/2021,1393,7894,83
Netherlands,5/30/2021,1033,5295,50
Netherlands,6/6/2021,620,3661,56
Netherlands,6/13/2021,392,2678,24
Netherlands,6/20/2021,329,1735,13
Netherlands,6/27/2021,200,1108,8
Netherlands,7/4/2021,90,575,8
Netherlands,7/11/2021,49,424,12
Netherlands,7/18/2021,125,920,12
Netherlands,7/25/2021,437,2704,27
Netherlands,8/1/2021,812,3861,36
Netherlands,8/8/2021,864,3565,50
Netherlands,8/15/2021,886,3143,44
Netherlands,8/22/2021,660,3184,34
Netherlands,8/29/2021,746,3021,50
Netherlands,9/5/2021,683,3095,42
Netherlands,9/12/2021,662,2910,37
Netherlands,9/19/2021,563,2515,43
Netherlands,9/26/2021,513,1901,24
Netherlands,10/3/2021,379,1665,27
Netherlands,10/10/2021,463,2064,23
Netherlands,10/17/2021,521,2517,49
Netherlands,10/24/2021,760,3449,82
Netherlands,10/31/2021,868,5301,142
Netherlands,11/7/2021,1036,7481,174
Netherlands,11/14/2021,1368,9000,202
Netherlands,11/21/2021,1727,11420,347
Netherlands,11/28/2021,2094,14082,419
Netherlands,12/5/2021,2266,14666,433
Netherlands,12/12/2021,1998,13615,414
Netherlands,12/19/2021,1827,11568,292
Netherlands,12/26/2021,1438,8668,173
Netherlands,1/2/2022,1232,7529,132
Netherlands,1/9/2022,936,6421,85
Netherlands,1/16/2022,761,5838,59
Netherlands,1/23/2022,547,5178,63
Netherlands,1/30/2022,513,6312,53
Netherlands,2/6/2022,683,8241,72
Netherlands,2/13/2022,718,8727,90
Netherlands,2/20/2022,613,8957,95
Netherlands,2/27/2022,659,7844,59
Netherlands,3/6/2022,595,6884,70
Netherlands,3/13/2022,648,9034,78
Netherlands,3/20/2022,742,11520,97
Netherlands,3/27/2022,882,11117,107
Netherlands,4/3/2022,749,10003,82
Netherlands,4/10/2022,549,7837,63
Netherlands,4/17/2022,256,4691,44
Netherlands,4/24/2022,191,3369,29
Netherlands,5/1/2022,180,2639,34
Netherlands,5/8/2022,135,1916,13
Netherlands,5/15/2022,128,1808,12
Netherlands,5/22/2022,85,1529,13
Netherlands,5/29/2022,91,1051,11
Netherlands,6/5/2022,104,1159,4
Netherlands,6/12/2022,73,999,10
Netherlands,6/19/2022,133,1553,14
Netherlands,6/26/2022,122,2296,16
Netherlands,7/3/2022,140,3125,28
Netherlands,7/10/2022,183,3818,20
Netherlands,7/17/2022,181,4585,35
Netherlands,7/24/2022,232,5055,32
Netherlands,7/31/2022,285,4985,32
Netherlands,8/7/2022,191,3919,31
Netherlands,8/14/2022,164,3350,28
Netherlands,8/21/2022,153,2793,25
Netherlands,8/28/2022,117,2413,12
Netherlands,9/4/2022,94,1885,8
Netherlands,9/11/2022,111,1624,15
Netherlands,9/18/2022,115,1787,13
Netherlands,9/25/2022,135,2053,11
Netherlands,10/2/2022,130,2965,28
Netherlands,10/9/2022,177,4436,36
Netherlands,10/16/2022,312,5143,50
Netherlands,10/23/2022,370,5564,38
Netherlands,10/30/2022,327,5183,32
Netherlands,11/6/2022,331,4041,26
Netherlands,11/13/2022,171,3066,24
Netherlands,11/20/2022,107,2373,10
Netherlands,11/27/2022,158,2201,11
Netherlands,12/4/2022,163,2549,14
Netherlands,12/11/2022,145,2508,16
Netherlands,12/18/2022,169,2908,15
Netherlands,12/25/2022,240,3536,21
Netherlands,1/1/2023,241,3551,10
Norway,3/1/2020,0,0,0
Norway,3/8/2020,0,2,0
Norway,3/15/2020,11,50,1
Norway,3/22/2020,44,189,11
Norway,3/29/2020,78,290,49
Norway,4/5/2020,36,199,57
Norway,4/12/2020,12,92,51
Norway,4/19/2020,15,67,34
Norway,4/26/2020,13,40,26
Norway,5/3/2020,3,16,9
Norway,5/10/2020,4,17,5
Norway,5/17/2020,3,11,3
Norway,5/24/2020,1,10,2
Norway,5/31/2020,1,10,1
Norway,6/7/2020,0,2,0
Norway,6/14/2020,4,8,0
Norway,6/21/2020,2,7,2
Norway,6/28/2020,0,13,4
Norway,7/5/2020,1,6,1
Norway,7/12/2020,1,2,0
Norway,7/19/2020,1,8,1
Norway,7/26/2020,1,3,1
Norway,8/2/2020,0,11,1
Norway,8/9/2020,1,16,0
Norway,8/16/2020,1,10,1
Norway,8/23/2020,1,12,0
Norway,8/30/2020,1,12,0
Norway,9/6/2020,1,12,1
Norway,9/13/2020,2,20,2
Norway,9/20/2020,2,23,5
Norway,9/27/2020,3,15,2
Norway,10/4/2020,3,23,3
Norway,10/11/2020,2,32,1
Norway,10/18/2020,6,22,1
Norway,10/25/2020,4,43,2
Norway,11/1/2020,5,54,6
Norway,11/8/2020,17,100,12
Norway,11/15/2020,17,111,25
Norway,11/22/2020,24,110,35
Norway,11/29/2020,14,96,36
Norway,12/6/2020,19,112,25
Norway,12/13/2020,20,83,19
Norway,12/20/2020,14,100,13
Norway,12/27/2020,14,79,31
Norway,1/3/2021,11,99,25
Norway,1/10/2021,22,92,75
Norway,1/17/2021,15,91,20
Norway,1/24/2021,14,92,18
Norway,1/31/2021,10,48,12
Norway,2/7/2021,10,34,11
Norway,2/14/2021,8,46,8
Norway,2/21/2021,8,62,4
Norway,2/28/2021,12,75,5
Norway,3/7/2021,18,106,12
Norway,3/14/2021,30,174,20
Norway,3/21/2021,47,231,24
Norway,3/28/2021,55,209,15
Norway,4/4/2021,55,212,24
Norway,4/11/2021,32,202,12
Norway,4/18/2021,34,172,8
Norway,4/25/2021,29,134,6
Norway,5/2/2021,14,72,4
Norway,5/9/2021,12,72,2
Norway,5/16/2021,13,66,5
Norway,5/23/2021,14,61,3
Norway,5/30/2021,10,51,2
Norway,6/6/2021,8,50,1
Norway,6/13/2021,3,29,2
Norway,6/20/2021,0,22,0
Norway,6/27/2021,5,20,0
Norway,7/4/2021,2,17,2
Norway,7/11/2021,5,18,1
Norway,7/18/2021,5,18,2
Norway,7/25/2021,3,19,1
Norway,8/1/2021,3,20,6
Norway,8/8/2021,6,34,8
Norway,8/15/2021,3,36,2
Norway,8/22/2021,6,49,8
Norway,8/29/2021,8,70,20
Norway,9/5/2021,17,70,14
Norway,9/12/2021,24,102,18
Norway,9/19/2021,12,80,7
Norway,9/26/2021,17,65,7
Norway,10/3/2021,10,60,11
Norway,10/10/2021,15,58,13
Norway,10/17/2021,16,62,15
Norway,10/24/2021,13,82,23
Norway,10/31/2021,22,117,53
Norway,11/7/2021,41,146,53
Norway,11/14/2021,29,166,59
Norway,11/21/2021,24,152,48
Norway,11/28/2021,45,181,46
Norway,12/5/2021,45,220,66
Norway,12/12/2021,72,229,60
Norway,12/19/2021,64,257,40
Norway,12/26/2021,52,201,25
Norway,1/2/2022,40,191,30
Norway,1/9/2022,33,151,25
Norway,1/16/2022,18,122,30
Norway,1/23/2022,24,159,31
Norway,1/30/2022,20,231,34
Norway,2/6/2022,21,248,40
Norway,2/13/2022,17,325,48
Norway,2/20/2022,40,458,71
Norway,2/27/2022,39,541,87
Norway,3/6/2022,65,561,67
Norway,3/13/2022,41,552,46
Norway,3/20/2022,36,412,11
Norway,3/27/2022,35,357,5
Norway,4/3/2022,31,259,4
Norway,4/10/2022,24,220,8
Norway,4/17/2022,14,165,8
Norway,4/24/2022,20,142,4
Norway,5/1/2022,11,82,10
Norway,5/8/2022,10,80,4
Norway,5/15/2022,7,91,12
Norway,5/22/2022,7,82,4
Norway,5/29/2022,13,92,18
Norway,6/5/2022,11,109,9
Norway,6/12/2022,9,167,6
Norway,6/19/2022,20,239,6
Norway,6/26/2022,27,336,7
