REF_AREA,Country,AGE,TIME_PERIOD,Mortality
AUT,Austria,_T,2021-W21,72
AUT,Austria,_T,2021-W22,48
AUT,Austria,_T,2021-W23,37
AUT,Austria,_T,2021-W24,33
AUT,Austria,_T,2021-W25,19
AUT,Austria,_T,2021-W26,24
AUT,Austria,_T,2021-W27,12
AUT,Austria,_T,2021-W28,14
AUT,Austria,_T,2021-W29,16
AUT,Austria,_T,2021-W30,15
AUT,Austria,_T,2021-W31,19
AUT,Austria,_T,2021-W32,16
AUT,Austria,_T,2021-W33,13
AUT,Austria,_T,2021-W34,34
AUT,Austria,_T,2021-W35,44
AUT,Austria,_T,2021-W36,51
AUT,Austria,_T,2021-W37,86
AUT,Austria,_T,2021-W38,73
AUT,Austria,_T,2021-W39,80
AUT,Austria,_T,2021-W40,73
AUT,Austria,_T,2021-W41,106
AUT,Austria,_T,2021-W42,112
AUT,Austria,_T,2021-W43,141
AUT,Austria,_T,2021-W44,208
AUT,Austria,_T,2021-W45,334
AUT,Austria,_T,2021-W46,395
AUT,Austria,_T,2021-W47,481
AUT,Austria,_T,2021-W48,480
AUT,Austria,_T,2021-W49,406
AUT,Austria,_T,2021-W50,281
AUT,Austria,_T,2021-W51,172
AUT,Austria,_T,2021-W52,128
AUT,Austria,_T,2022-W01,91
AUT,Austria,_T,2022-W02,69
AUT,Austria,_T,2022-W03,80
AUT,Austria,_T,2022-W04,109
AUT,Austria,_T,2022-W05,141
AUT,Austria,_T,2022-W06,181
AUT,Austria,_T,2022-W07,197
AUT,Austria,_T,2022-W08,219
AUT,Austria,_T,2022-W09,221
AUT,Austria,_T,2022-W10,195
AUT,Austria,_T,2022-W11,239
AUT,Austria,_T,2022-W12,290
AUT,Austria,_T,2022-W13,285
AUT,Austria,_T,2022-W14,216
AUT,Austria,_T,2022-W15,162
AUT,Austria,_T,2022-W16,129
AUT,Austria,_T,2022-W17,91
AUT,Austria,_T,2022-W18,80
AUT,Austria,_T,2022-W19,42
AUT,Austria,_T,2022-W20,36
AUT,Austria,_T,2022-W21,33
AUT,Austria,_T,2022-W22,24
AUT,Austria,_T,2022-W23,24
AUT,Austria,_T,2022-W24,28
AUT,Austria,_T,2022-W25,38
AUT,Austria,_T,2022-W26,49
AUT,Austria,_T,2022-W27,68
AUT,Austria,_T,2022-W28,61
AUT,Austria,_T,2022-W29,96
AUT,Austria,_T,2022-W30,103
AUT,Austria,_T,2022-W31,68
AUT,Austria,_T,2022-W32,71
AUT,Austria,_T,2022-W33,62
AUT,Austria,_T,2022-W34,53
AUT,Austria,_T,2022-W35,38
AUT,Austria,_T,2022-W36,47
AUT,Austria,_T,2022-W37,30
AUT,Austria,_T,2022-W38,38
AUT,Austria,_T,2022-W39,47
AUT,Austria,_T,2022-W40,103
AUT,Austria,_T,2022-W41,87
AUT,Austria,_T,2022-W42,79
AUT,Austria,_T,2022-W43,76
AUT,Austria,_T,2022-W44,52
AUT,Austria,_T,2022-W45,53
AUT,Austria,_T,2022-W46,55
AUT,Austria,_T,2022-W47,43
AUT,Austria,_T,2022-W48,53
AUT,Austria,_T,2022-W49,42
AUT,Austria,_T,2022-W50,58
AUT,Austria,_T,2022-W51,73
AUT,Austria,_T,2022-W52,77
AUT,Austria,_T,2023-W01,64
AUT,Austria,_T,2023-W02,54
AUT,Austria,_T,2023-W03,45
AUT,Austria,_T,2023-W04,48
AUT,Austria,_T,2023-W05,47
AUT,Austria,_T,2023-W06,37
AUT,Austria,_T,2023-W07,35
AUT,Austria,_T,2023-W08,59
AUT,Austria,_T,2023-W09,64
AUT,Austria,_T,2023-W10,60
AUT,Austria,_T,2023-W11,56
AUT,Austria,_T,2023-W12,50
AUT,Austria,_T,2023-W13,45
AUT,Austria,_T,2023-W14,31
AUT,Austria,_T,2023-W15,31
AUT,Austria,_T,2023-W16,38
AUT,Austria,_T,2023-W17,24
AUT,Austria,_T,2023-W18,22
AUT,Austria,_T,2023-W19,11
AUT,Austria,_T,2023-W20,14
AUT,Austria,_T,2023-W21,10
AUT,Austria,_T,2023-W22,9
AUT,Austria,_T,2023-W23,7
AUT,Austria,_T,2023-W24,5
AUT,Austria,_T,2023-W25,5
DEU,Germany,_T,2020-W01,0
DEU,Germany,_T,2020-W04,0
DEU,Germany,_T,2020-W05,0
DEU,Germany,_T,2020-W06,0
DEU,Germany,_T,2020-W07,0
DEU,Germany,_T,2020-W08,1
DEU,Germany,_T,2020-W09,0
DEU,Germany,_T,2020-W10,12
DEU,Germany,_T,2020-W11,84
DEU,Germany,_T,2020-W12,479
DEU,Germany,_T,2020-W13,1459
DEU,Germany,_T,2020-W14,2273
DEU,Germany,_T,2020-W15,1878
DEU,Germany,_T,2020-W16,1226
DEU,Germany,_T,2020-W17,727
DEU,Germany,_T,2020-W18,388
DEU,Germany,_T,2020-W19,258
DEU,Germany,_T,2020-W20,165
DEU,Germany,_T,2020-W21,111
DEU,Germany,_T,2020-W22,65
DEU,Germany,_T,2020-W23,44
DEU,Germany,_T,2020-W24,35
DEU,Germany,_T,2020-W25,41
DEU,Germany,_T,2020-W26,21
DEU,Germany,_T,2020-W27,26
DEU,Germany,_T,2020-W28,25
DEU,Germany,_T,2020-W29,31
DEU,Germany,_T,2020-W30,33
DEU,Germany,_T,2020-W31,37
DEU,Germany,_T,2020-W32,34
DEU,Germany,_T,2020-W33,31
DEU,Germany,_T,2020-W34,31
DEU,Germany,_T,2020-W35,18
DEU,Germany,_T,2020-W36,35
DEU,Germany,_T,2020-W37,68
DEU,Germany,_T,2020-W38,82
DEU,Germany,_T,2020-W39,110
DEU,Germany,_T,2020-W40,121
DEU,Germany,_T,2020-W41,247
DEU,Germany,_T,2020-W42,464
DEU,Germany,_T,2020-W43,1015
DEU,Germany,_T,2020-W44,1621
DEU,Germany,_T,2020-W45,1910
DEU,Germany,_T,2020-W46,2536
DEU,Germany,_T,2020-W47,3226
DEU,Germany,_T,2020-W48,3601
DEU,Germany,_T,2020-W49,4480
DEU,Germany,_T,2020-W50,5762
DEU,Germany,_T,2020-W51,6460
DEU,Germany,_T,2020-W52,5728
DEU,Germany,_T,2020-W53,5744
DEU,Germany,_T,2021-W01,5759
DEU,Germany,_T,2021-W02,5096
DEU,Germany,_T,2021-W03,4107
DEU,Germany,_T,2021-W04,3102
DEU,Germany,_T,2021-W05,2268
DEU,Germany,_T,2021-W06,1680
DEU,Germany,_T,2021-W07,1478
DEU,Germany,_T,2021-W08,1227
DEU,Germany,_T,2021-W09,1049
DEU,Germany,_T,2021-W10,1104
DEU,Germany,_T,2021-W11,1277
DEU,Germany,_T,2021-W12,1526
DEU,Germany,_T,2021-W13,1590
DEU,Germany,_T,2021-W14,1582
DEU,Germany,_T,2021-W15,1627
DEU,Germany,_T,2021-W16,1622
DEU,Germany,_T,2021-W17,1307
DEU,Germany,_T,2021-W18,1010
DEU,Germany,_T,2021-W19,676
DEU,Germany,_T,2021-W20,448
DEU,Germany,_T,2021-W21,261
DEU,Germany,_T,2021-W22,141
DEU,Germany,_T,2021-W23,67
DEU,Germany,_T,2021-W24,47
DEU,Germany,_T,2021-W25,30
DEU,Germany,_T,2021-W26,25
DEU,Germany,_T,2021-W27,25
DEU,Germany,_T,2021-W28,30
DEU,Germany,_T,2021-W29,40
DEU,Germany,_T,2021-W30,72
DEU,Germany,_T,2021-W31,89
DEU,Germany,_T,2021-W32,144
DEU,Germany,_T,2021-W33,224
DEU,Germany,_T,2021-W34,351
DEU,Germany,_T,2021-W35,432
DEU,Germany,_T,2021-W36,449
DEU,Germany,_T,2021-W37,385
DEU,Germany,_T,2021-W38,354
DEU,Germany,_T,2021-W39,423
DEU,Germany,_T,2021-W40,489
DEU,Germany,_T,2021-W41,581
DEU,Germany,_T,2021-W42,1051
DEU,Germany,_T,2021-W43,1274
DEU,Germany,_T,2021-W44,1672
DEU,Germany,_T,2021-W45,2286
DEU,Germany,_T,2021-W46,2710
DEU,Germany,_T,2021-W47,3093
DEU,Germany,_T,2021-W48,2865
DEU,Germany,_T,2021-W49,2513
DEU,Germany,_T,2021-W50,1994
DEU,Germany,_T,2021-W51,1287
DEU,Germany,_T,2021-W52,1029
DEU,Germany,_T,2022-W01,870
DEU,Germany,_T,2022-W02,693
DEU,Germany,_T,2022-W03,867
DEU,Germany,_T,2022-W04,1117
DEU,Germany,_T,2022-W05,1504
DEU,Germany,_T,2022-W06,1705
DEU,Germany,_T,2022-W07,1786
DEU,Germany,_T,2022-W08,1645
DEU,Germany,_T,2022-W09,1606
DEU,Germany,_T,2022-W10,1778
DEU,Germany,_T,2022-W11,1934
DEU,Germany,_T,2022-W12,1881
DEU,Germany,_T,2022-W13,1536
DEU,Germany,_T,2022-W14,1292
DEU,Germany,_T,2022-W15,985
DEU,Germany,_T,2022-W16,808
DEU,Germany,_T,2022-W17,678
DEU,Germany,_T,2022-W18,541
DEU,Germany,_T,2022-W19,418
DEU,Germany,_T,2022-W20,330
DEU,Germany,_T,2022-W21,213
DEU,Germany,_T,2022-W22,223
DEU,Germany,_T,2022-W23,285
DEU,Germany,_T,2022-W24,402
DEU,Germany,_T,2022-W25,566
DEU,Germany,_T,2022-W26,610
DEU,Germany,_T,2022-W27,702
DEU,Germany,_T,2022-W28,960
DEU,Germany,_T,2022-W29,1129
DEU,Germany,_T,2022-W30,1038
DEU,Germany,_T,2022-W31,791
DEU,Germany,_T,2022-W32,623
DEU,Germany,_T,2022-W33,593
DEU,Germany,_T,2022-W34,397
DEU,Germany,_T,2022-W35,351
DEU,Germany,_T,2022-W36,317
DEU,Germany,_T,2022-W37,354
DEU,Germany,_T,2022-W38,520
DEU,Germany,_T,2022-W39,880
DEU,Germany,_T,2022-W40,1284
DEU,Germany,_T,2022-W41,1560
DEU,Germany,_T,2022-W42,1477
DEU,Germany,_T,2022-W43,1049
DEU,Germany,_T,2022-W44,698
DEU,Germany,_T,2022-W45,640
DEU,Germany,_T,2022-W46,553
DEU,Germany,_T,2022-W47,640
DEU,Germany,_T,2022-W48,800
DEU,Germany,_T,2022-W49,961
DEU,Germany,_T,2022-W50,1139
DEU,Germany,_T,2022-W51,1288
DEU,Germany,_T,2022-W52,970
DEU,Germany,_T,2023-W01,829
DEU,Germany,_T,2023-W02,517
DEU,Germany,_T,2023-W03,338
DEU,Germany,_T,2023-W04,331
DEU,Germany,_T,2023-W05,344
DEU,Germany,_T,2023-W06,455
DEU,Germany,_T,2023-W07,601
DEU,Germany,_T,2023-W08,599
DEU,Germany,_T,2023-W09,535
DEU,Germany,_T,2023-W10,572
DEU,Germany,_T,2023-W11,626
DEU,Germany,_T,2023-W12,545
DEU,Germany,_T,2023-W13,431
DEU,Germany,_T,2023-W14,278
DEU,Germany,_T,2023-W15,304
DEU,Germany,_T,2023-W16,231
DEU,Germany,_T,2023-W17,162
DEU,Germany,_T,2023-W18,167
DEU,Germany,_T,2023-W19,109
DEU,Germany,_T,2023-W20,85
DEU,Germany,_T,2023-W21,72
DEU,Germany,_T,2023-W22,55
DEU,Germany,_T,2023-W23,32
DEU,Germany,_T,2023-W24,30
DEU,Germany,_T,2023-W25,15
DEU,Germany,_T,2023-W26,8
CAN,Canada,_T,2020-W01,0
CAN,Canada,_T,2020-W02,0
CAN,Canada,_T,2020-W03,0
CAN,Canada,_T,2020-W04,0
CAN,Canada,_T,2020-W05,0
CAN,Canada,_T,2020-W06,0
CAN,Canada,_T,2020-W07,0
CAN,Canada,_T,2020-W08,0
CAN,Canada,_T,2020-W09,0
CAN,Canada,_T,2020-W10,0
CAN,Canada,_T,2020-W11,1
CAN,Canada,_T,2020-W12,10
CAN,Canada,_T,2020-W13,24
CAN,Canada,_T,2020-W14,152
CAN,Canada,_T,2020-W15,381
CAN,Canada,_T,2020-W16,738
CAN,Canada,_T,2020-W17,993
CAN,Canada,_T,2020-W18,1083
CAN,Canada,_T,2020-W19,1174
CAN,Canada,_T,2020-W20,990
CAN,Canada,_T,2020-W21,686
CAN,Canada,_T,2020-W22,727
CAN,Canada,_T,2020-W23,724
CAN,Canada,_T,2020-W24,338
CAN,Canada,_T,2020-W25,297
CAN,Canada,_T,2020-W26,157
CAN,Canada,_T,2020-W27,152
CAN,Canada,_T,2020-W28,96
CAN,Canada,_T,2020-W29,79
CAN,Canada,_T,2020-W30,42
CAN,Canada,_T,2020-W31,53
CAN,Canada,_T,2020-W32,35
CAN,Canada,_T,2020-W33,50
CAN,Canada,_T,2020-W34,44
CAN,Canada,_T,2020-W35,49
CAN,Canada,_T,2020-W36,29
CAN,Canada,_T,2020-W37,22
CAN,Canada,_T,2020-W38,41
CAN,Canada,_T,2020-W39,50
CAN,Canada,_T,2020-W40,153
CAN,Canada,_T,2020-W41,175
CAN,Canada,_T,2020-W42,136
CAN,Canada,_T,2020-W43,163
CAN,Canada,_T,2020-W44,216
CAN,Canada,_T,2020-W45,320
CAN,Canada,_T,2020-W46,391
CAN,Canada,_T,2020-W47,500
CAN,Canada,_T,2020-W48,551
CAN,Canada,_T,2020-W49,596
CAN,Canada,_T,2020-W50,748
CAN,Canada,_T,2020-W51,781
CAN,Canada,_T,2020-W52,787
CAN,Canada,_T,2020-W53,898
CAN,Canada,_T,2021-W01,958
CAN,Canada,_T,2021-W02,1016
CAN,Canada,_T,2021-W03,1091
CAN,Canada,_T,2021-W04,965
CAN,Canada,_T,2021-W05,797
CAN,Canada,_T,2021-W06,542
CAN,Canada,_T,2021-W07,406
CAN,Canada,_T,2021-W08,331
CAN,Canada,_T,2021-W09,272
CAN,Canada,_T,2021-W10,207
CAN,Canada,_T,2021-W11,205
CAN,Canada,_T,2021-W12,207
CAN,Canada,_T,2021-W13,199
CAN,Canada,_T,2021-W14,209
CAN,Canada,_T,2021-W15,285
CAN,Canada,_T,2021-W16,333
CAN,Canada,_T,2021-W17,339
CAN,Canada,_T,2021-W18,303
CAN,Canada,_T,2021-W19,335
CAN,Canada,_T,2021-W20,290
CAN,Canada,_T,2021-W21,270
CAN,Canada,_T,2021-W22,235
CAN,Canada,_T,2021-W23,205
CAN,Canada,_T,2021-W24,135
CAN,Canada,_T,2021-W25,176
CAN,Canada,_T,2021-W26,138
CAN,Canada,_T,2021-W27,78
CAN,Canada,_T,2021-W28,66
CAN,Canada,_T,2021-W29,49
CAN,Canada,_T,2021-W30,47
CAN,Canada,_T,2021-W31,65
CAN,Canada,_T,2021-W32,42
CAN,Canada,_T,2021-W33,93
CAN,Canada,_T,2021-W34,100
CAN,Canada,_T,2021-W35,115
CAN,Canada,_T,2021-W36,162
CAN,Canada,_T,2021-W37,198
CAN,Canada,_T,2021-W38,248
CAN,Canada,_T,2021-W39,298
CAN,Canada,_T,2021-W40,262
CAN,Canada,_T,2021-W41,282
CAN,Canada,_T,2021-W42,261
CAN,Canada,_T,2021-W43,222
CAN,Canada,_T,2021-W44,178
CAN,Canada,_T,2021-W45,175
CAN,Canada,_T,2021-W46,171
CAN,Canada,_T,2021-W47,137
CAN,Canada,_T,2021-W48,138
CAN,Canada,_T,2021-W49,142
CAN,Canada,_T,2021-W50,132
CAN,Canada,_T,2021-W51,109
CAN,Canada,_T,2021-W52,173
CAN,Canada,_T,2022-W01,339
CAN,Canada,_T,2022-W02,623
CAN,Canada,_T,2022-W03,1015
CAN,Canada,_T,2022-W04,1118
CAN,Canada,_T,2022-W05,980
CAN,Canada,_T,2022-W06,817
CAN,Canada,_T,2022-W07,613
CAN,Canada,_T,2022-W08,465
CAN,Canada,_T,2022-W09,435
CAN,Canada,_T,2022-W10,420
CAN,Canada,_T,2022-W11,301
CAN,Canada,_T,2022-W12,261
CAN,Canada,_T,2022-W13,260
CAN,Canada,_T,2022-W14,306
CAN,Canada,_T,2022-W15,324
CAN,Canada,_T,2022-W16,452
CAN,Canada,_T,2022-W17,477
CAN,Canada,_T,2022-W18,486
CAN,Canada,_T,2022-W19,501
CAN,Canada,_T,2022-W20,447
CAN,Canada,_T,2022-W21,303
CAN,Canada,_T,2022-W22,304
CAN,Canada,_T,2022-W23,77
CAN,Canada,_T,2022-W24,-331
CAN,Canada,_T,2022-W25,143
CAN,Canada,_T,2022-W26,140
CAN,Canada,_T,2022-W27,152
CAN,Canada,_T,2022-W28,174
CAN,Canada,_T,2022-W29,242
CAN,Canada,_T,2022-W30,291
CAN,Canada,_T,2022-W31,263
CAN,Canada,_T,2022-W32,346
CAN,Canada,_T,2022-W33,259
CAN,Canada,_T,2022-W34,300
CAN,Canada,_T,2022-W35,302
CAN,Canada,_T,2022-W36,253
CAN,Canada,_T,2022-W37,227
CAN,Canada,_T,2022-W38,224
CAN,Canada,_T,2022-W39,210
CAN,Canada,_T,2022-W40,231
CAN,Canada,_T,2022-W41,287
CAN,Canada,_T,2022-W42,379
CAN,Canada,_T,2022-W43,380
CAN,Canada,_T,2022-W44,376
CAN,Canada,_T,2022-W45,344
CAN,Canada,_T,2022-W46,304
CAN,Canada,_T,2022-W47,322
CAN,Canada,_T,2022-W48,308
CAN,Canada,_T,2022-W49,285
CAN,Canada,_T,2022-W50,280
CAN,Canada,_T,2022-W51,382
CAN,Canada,_T,2022-W52,350
CAN,Canada,_T,2023-W01,258
CAN,Canada,_T,2023-W02,332
CAN,Canada,_T,2023-W03,302
CAN,Canada,_T,2023-W04,278
CAN,Canada,_T,2023-W05,252
CAN,Canada,_T,2023-W06,226
CAN,Canada,_T,2023-W07,212
CAN,Canada,_T,2023-W08,168
CAN,Canada,_T,2023-W09,165
CAN,Canada,_T,2023-W10,161
CAN,Canada,_T,2023-W11,181
CAN,Canada,_T,2023-W12,151
CAN,Canada,_T,2023-W13,131
CAN,Canada,_T,2023-W14,147
CAN,Canada,_T,2023-W15,146
CAN,Canada,_T,2023-W16,119
CAN,Canada,_T,2023-W17,150
CAN,Canada,_T,2023-W18,141
CAN,Canada,_T,2023-W19,120
CAN,Canada,_T,2023-W20,47
CAN,Canada,_T,2023-W21,35
CAN,Canada,_T,2023-W22,34
CAN,Canada,_T,2023-W23,29
CAN,Canada,_T,2023-W24,25
CAN,Canada,_T,2023-W25,22
CAN,Canada,_T,2023-W26,20
CAN,Canada,_T,2023-W27,12
CAN,Canada,_T,2023-W28,25
CAN,Canada,_T,2023-W29,22
CAN,Canada,_T,2023-W30,22
CAN,Canada,_T,2023-W31,25
CAN,Canada,_T,2023-W32,22
CAN,Canada,_T,2023-W33,21
CAN,Canada,_T,2023-W34,27
CAN,Canada,_T,2023-W35,51
CAN,Canada,_T,2023-W36,64
CAN,Canada,_T,2023-W37,58
CAN,Canada,_T,2023-W38,67
CAN,Canada,_T,2023-W39,85
CAN,Canada,_T,2023-W40,106
CAN,Canada,_T,2023-W41,81
CAN,Canada,_T,2023-W42,101
CAN,Canada,_T,2023-W43,109
CAN,Canada,_T,2023-W44,90
CAN,Canada,_T,2023-W45,103
CAN,Canada,_T,2023-W46,111
CAN,Canada,_T,2023-W47,105
CAN,Canada,_T,2023-W48,126
CAN,Canada,_T,2023-W49,93
CAN,Canada,_T,2023-W50,74
CAN,Canada,_T,2023-W51,84
CAN,Canada,_T,2023-W52,134
CAN,Canada,_T,2024-W01,91
CAN,Canada,_T,2024-W02,88
CAN,Canada,_T,2024-W03,57
CAN,Canada,_T,2024-W04,42
CAN,Canada,_T,2024-W05,43
CAN,Canada,_T,2024-W06,39
CAN,Canada,_T,2024-W07,43
CAN,Canada,_T,2024-W08,40
CAN,Canada,_T,2024-W09,38
CAN,Canada,_T,2024-W10,27
CAN,Canada,_T,2024-W11,21
CAN,Canada,_T,2024-W12,24
CAN,Canada,_T,2024-W13,12
CAN,Canada,_T,2024-W14,16
CAN,Canada,_T,2024-W15,24
CAN,Canada,_T,2024-W16,22
CAN,Canada,_T,2024-W17,22
CAN,Canada,_T,2024-W18,22
CAN,Canada,_T,2024-W19,29
CAN,Canada,_T,2024-W20,25
CAN,Canada,_T,2024-W21,27
CAN,Canada,_T,2024-W22,16
CAN,Canada,_T,2024-W23,12
CAN,Canada,_T,2024-W24,15
IRL,Ireland,_T,2020-W09,1
IRL,Ireland,_T,2020-W10,0
IRL,Ireland,_T,2020-W11,2
IRL,Ireland,_T,2020-W12,12
IRL,Ireland,_T,2020-W13,78
IRL,Ireland,_T,2020-W14,196
IRL,Ireland,_T,2020-W15,315
IRL,Ireland,_T,2020-W16,329
IRL,Ireland,_T,2020-W17,257
IRL,Ireland,_T,2020-W18,172
IRL,Ireland,_T,2020-W19,132
IRL,Ireland,_T,2020-W20,74
IRL,Ireland,_T,2020-W21,42
IRL,Ireland,_T,2020-W22,39
IRL,Ireland,_T,2020-W23,25
IRL,Ireland,_T,2020-W24,16
IRL,Ireland,_T,2020-W25,11
IRL,Ireland,_T,2020-W26,13
IRL,Ireland,_T,2020-W27,7
IRL,Ireland,_T,2020-W28,3
IRL,Ireland,_T,2020-W29,5
IRL,Ireland,_T,2020-W30,2
IRL,Ireland,_T,2020-W31,2
IRL,Ireland,_T,2020-W32,4
IRL,Ireland,_T,2020-W33,1
IRL,Ireland,_T,2020-W34,1
IRL,Ireland,_T,2020-W35,1
IRL,Ireland,_T,2020-W36,4
IRL,Ireland,_T,2020-W37,10
IRL,Ireland,_T,2020-W38,9
IRL,Ireland,_T,2020-W39,12
IRL,Ireland,_T,2020-W40,14
IRL,Ireland,_T,2020-W41,20
IRL,Ireland,_T,2020-W42,31
IRL,Ireland,_T,2020-W43,37
IRL,Ireland,_T,2020-W44,38
IRL,Ireland,_T,2020-W45,50
IRL,Ireland,_T,2020-W46,39
IRL,Ireland,_T,2020-W47,45
IRL,Ireland,_T,2020-W48,44
IRL,Ireland,_T,2020-W49,36
IRL,Ireland,_T,2020-W50,33
IRL,Ireland,_T,2020-W51,36
IRL,Ireland,_T,2020-W52,55
IRL,Ireland,_T,2020-W53,75
IRL,Ireland,_T,2021-W01,171
IRL,Ireland,_T,2021-W02,352
IRL,Ireland,_T,2021-W03,438
IRL,Ireland,_T,2021-W04,429
IRL,Ireland,_T,2021-W05,339
IRL,Ireland,_T,2021-W06,251
IRL,Ireland,_T,2021-W07,172
IRL,Ireland,_T,2021-W08,131
IRL,Ireland,_T,2021-W09,77
IRL,Ireland,_T,2021-W10,63
IRL,Ireland,_T,2021-W11,52
IRL,Ireland,_T,2021-W12,44
IRL,Ireland,_T,2021-W13,42
IRL,Ireland,_T,2021-W14,29
IRL,Ireland,_T,2021-W15,24
IRL,Ireland,_T,2021-W16,20
IRL,Ireland,_T,2021-W17,14
IRL,Ireland,_T,2021-W18,14
IRL,Ireland,_T,2021-W19,5
IRL,Ireland,_T,2021-W20,14
IRL,Ireland,_T,2021-W21,8
IRL,Ireland,_T,2021-W22,5
IRL,Ireland,_T,2021-W23,2
IRL,Ireland,_T,2021-W24,9
IRL,Ireland,_T,2021-W25,5
IRL,Ireland,_T,2021-W26,4
IRL,Ireland,_T,2021-W27,1
IRL,Ireland,_T,2021-W28,7
IRL,Ireland,_T,2021-W29,7
IRL,Ireland,_T,2021-W30,10
IRL,Ireland,_T,2021-W31,12
IRL,Ireland,_T,2021-W32,18
IRL,Ireland,_T,2021-W33,16
IRL,Ireland,_T,2021-W34,34
IRL,Ireland,_T,2021-W35,49
IRL,Ireland,_T,2021-W36,41
IRL,Ireland,_T,2021-W37,42
IRL,Ireland,_T,2021-W38,43
IRL,Ireland,_T,2021-W39,54
IRL,Ireland,_T,2021-W40,38
IRL,Ireland,_T,2021-W41,59
IRL,Ireland,_T,2021-W42,53
IRL,Ireland,_T,2021-W43,64
IRL,Ireland,_T,2021-W44,73
IRL,Ireland,_T,2021-W45,53
IRL,Ireland,_T,2021-W46,51
IRL,Ireland,_T,2021-W47,80
IRL,Ireland,_T,2021-W48,67
IRL,Ireland,_T,2021-W49,56
IRL,Ireland,_T,2021-W50,56
IRL,Ireland,_T,2021-W51,52
IRL,Ireland,_T,2021-W52,60
IRL,Ireland,_T,2022-W01,72
IRL,Ireland,_T,2022-W02,80
IRL,Ireland,_T,2022-W03,65
IRL,Ireland,_T,2022-W04,81
IRL,Ireland,_T,2022-W05,70
IRL,Ireland,_T,2022-W06,51
IRL,Ireland,_T,2022-W07,51
IRL,Ireland,_T,2022-W08,48
IRL,Ireland,_T,2022-W09,56
IRL,Ireland,_T,2022-W10,69
IRL,Ireland,_T,2022-W11,69
IRL,Ireland,_T,2022-W12,72
IRL,Ireland,_T,2022-W13,97
IRL,Ireland,_T,2022-W14,93
IRL,Ireland,_T,2022-W15,88
IRL,Ireland,_T,2022-W16,62
IRL,Ireland,_T,2022-W17,48
IRL,Ireland,_T,2022-W18,39
IRL,Ireland,_T,2022-W19,29
IRL,Ireland,_T,2022-W20,18
IRL,Ireland,_T,2022-W21,20
IRL,Ireland,_T,2022-W22,16
IRL,Ireland,_T,2022-W23,19
IRL,Ireland,_T,2022-W24,22
IRL,Ireland,_T,2022-W25,38
IRL,Ireland,_T,2022-W26,31
IRL,Ireland,_T,2022-W27,33
IRL,Ireland,_T,2022-W28,53
IRL,Ireland,_T,2022-W29,44
IRL,Ireland,_T,2022-W30,36
IRL,Ireland,_T,2022-W31,36
IRL,Ireland,_T,2022-W32,30
IRL,Ireland,_T,2022-W33,25
IRL,Ireland,_T,2022-W34,16
IRL,Ireland,_T,2022-W35,19
IRL,Ireland,_T,2022-W36,11
IRL,Ireland,_T,2022-W37,10
IRL,Ireland,_T,2022-W38,19
IRL,Ireland,_T,2022-W39,29
IRL,Ireland,_T,2022-W40,24
IRL,Ireland,_T,2022-W41,27
IRL,Ireland,_T,2022-W42,30
IRL,Ireland,_T,2022-W43,27
IRL,Ireland,_T,2022-W44,33
IRL,Ireland,_T,2022-W45,27
IRL,Ireland,_T,2022-W46,36
IRL,Ireland,_T,2022-W47,20
IRL,Ireland,_T,2022-W48,42
IRL,Ireland,_T,2022-W49,26
IRL,Ireland,_T,2022-W50,38
IRL,Ireland,_T,2022-W51,55
IRL,Ireland,_T,2022-W52,61
IRL,Ireland,_T,2023-W01,59
IRL,Ireland,_T,2023-W02,43
IRL,Ireland,_T,2023-W03,40
IRL,Ireland,_T,2023-W04,29
IRL,Ireland,_T,2023-W05,15
IRL,Ireland,_T,2023-W06,20
IRL,Ireland,_T,2023-W07,18
IRL,Ireland,_T,2023-W08,12
IRL,Ireland,_T,2023-W09,17
IRL,Ireland,_T,2023-W10,10
IRL,Ireland,_T,2023-W11,15
IRL,Ireland,_T,2023-W12,14
IRL,Ireland,_T,2023-W13,17
IRL,Ireland,_T,2023-W14,17
IRL,Ireland,_T,2023-W15,11
IRL,Ireland,_T,2023-W16,21
IRL,Ireland,_T,2023-W17,27
IRL,Ireland,_T,2023-W18,11
IRL,Ireland,_T,2023-W19,28
IRL,Ireland,_T,2023-W20,20
IRL,Ireland,_T,2023-W21,11
IRL,Ireland,_T,2023-W22,17
IRL,Ireland,_T,2023-W23,13
IRL,Ireland,_T,2023-W24,11
IRL,Ireland,_T,2023-W25,9
IRL,Ireland,_T,2023-W26,6
IRL,Ireland,_T,2023-W27,9
IRL,Ireland,_T,2023-W28,2
IRL,Ireland,_T,2023-W29,9
IRL,Ireland,_T,2023-W30,9
IRL,Ireland,_T,2023-W31,7
IRL,Ireland,_T,2023-W32,15
IRL,Ireland,_T,2023-W33,15
IRL,Ireland,_T,2023-W34,23
IRL,Ireland,_T,2023-W35,21
IRL,Ireland,_T,2023-W36,11
IRL,Ireland,_T,2023-W37,12
IRL,Ireland,_T,2023-W38,12
IRL,Ireland,_T,2023-W39,8
IRL,Ireland,_T,2023-W40,17
IRL,Ireland,_T,2023-W41,12
IRL,Ireland,_T,2023-W42,14
IRL,Ireland,_T,2023-W43,15
IRL,Ireland,_T,2023-W44,6
IRL,Ireland,_T,2023-W45,7
IRL,Ireland,_T,2023-W46,3
IRL,Ireland,_T,2023-W47,0
FIN,Finland,_T,2020-W05,0
FIN,Finland,_T,2020-W09,0
