REF_AREA,Country,AGE,TIME_PERIOD,Mortality
SVK,Slovak Republic,_T,2023-W27,0
SVK,Slovak Republic,_T,2023-W28,0
SVK,Slovak Republic,_T,2023-W29,0
SVK,Slovak Republic,_T,2023-W30,0
SVK,Slovak Republic,_T,2023-W31,0
SVK,Slovak Republic,_T,2023-W32,0
SVK,Slovak Republic,_T,2023-W33,0
SVK,Slovak Republic,_T,2023-W34,0
SVK,Slovak Republic,_T,2023-W35,0
SVK,Slovak Republic,_T,2023-W36,0
SVK,Slovak Republic,_T,2023-W37,1
SVK,Slovak Republic,_T,2023-W38,3
SVK,Slovak Republic,_T,2023-W39,1
SVK,Slovak Republic,_T,2023-W40,1
SVK,Slovak Republic,_T,2023-W41,1
SVK,Slovak Republic,_T,2023-W42,5
SVK,Slovak Republic,_T,2023-W43,1
SVK,Slovak Republic,_T,2023-W44,2
SVK,Slovak Republic,_T,2023-W45,3
SVK,Slovak Republic,_T,2023-W46,2
SVK,Slovak Republic,_T,2023-W47,1
LVA,Latvia,_T,2020-W01,0
LVA,Latvia,_T,2020-W02,0
LVA,Latvia,_T,2020-W03,0
LVA,Latvia,_T,2020-W04,0
LVA,Latvia,_T,2020-W05,0
LVA,Latvia,_T,2020-W06,0
LVA,Latvia,_T,2020-W07,0
LVA,Latvia,_T,2020-W08,0
LVA,Latvia,_T,2020-W09,0
LVA,Latvia,_T,2020-W10,0
LVA,Latvia,_T,2020-W11,0
LVA,Latvia,_T,2020-W12,0
LVA,Latvia,_T,2020-W13,0
LVA,Latvia,_T,2020-W14,2
LVA,Latvia,_T,2020-W15,5
LVA,Latvia,_T,2020-W16,1
LVA,Latvia,_T,2020-W17,5
LVA,Latvia,_T,2020-W18,3
LVA,Latvia,_T,2020-W19,2
LVA,Latvia,_T,2020-W20,2
LVA,Latvia,_T,2020-W21,3
LVA,Latvia,_T,2020-W22,2
LVA,Latvia,_T,2020-W23,0
LVA,Latvia,_T,2020-W24,3
LVA,Latvia,_T,2020-W25,2
LVA,Latvia,_T,2020-W26,0
LVA,Latvia,_T,2020-W27,0
LVA,Latvia,_T,2020-W28,1
LVA,Latvia,_T,2020-W29,0
LVA,Latvia,_T,2020-W30,0
LVA,Latvia,_T,2020-W31,1
LVA,Latvia,_T,2020-W32,0
LVA,Latvia,_T,2020-W33,0
LVA,Latvia,_T,2020-W34,1
LVA,Latvia,_T,2020-W35,1
LVA,Latvia,_T,2020-W36,1
LVA,Latvia,_T,2020-W37,0
LVA,Latvia,_T,2020-W38,1
LVA,Latvia,_T,2020-W39,0
LVA,Latvia,_T,2020-W40,3
LVA,Latvia,_T,2020-W41,1
LVA,Latvia,_T,2020-W42,4
LVA,Latvia,_T,2020-W43,16
LVA,Latvia,_T,2020-W44,20
LVA,Latvia,_T,2020-W45,25
LVA,Latvia,_T,2020-W46,30
LVA,Latvia,_T,2020-W47,40
LVA,Latvia,_T,2020-W48,58
LVA,Latvia,_T,2020-W49,63
LVA,Latvia,_T,2020-W50,103
LVA,Latvia,_T,2020-W51,106
LVA,Latvia,_T,2020-W52,127
LVA,Latvia,_T,2020-W53,96
LVA,Latvia,_T,2021-W01,189
LVA,Latvia,_T,2021-W02,140
LVA,Latvia,_T,2021-W03,151
LVA,Latvia,_T,2021-W04,155
LVA,Latvia,_T,2021-W05,111
LVA,Latvia,_T,2021-W06,99
LVA,Latvia,_T,2021-W07,107
LVA,Latvia,_T,2021-W08,88
LVA,Latvia,_T,2021-W09,78
LVA,Latvia,_T,2021-W10,63
LVA,Latvia,_T,2021-W11,62
LVA,Latvia,_T,2021-W12,46
LVA,Latvia,_T,2021-W13,71
LVA,Latvia,_T,2021-W14,56
LVA,Latvia,_T,2021-W15,68
LVA,Latvia,_T,2021-W16,52
LVA,Latvia,_T,2021-W17,67
LVA,Latvia,_T,2021-W18,50
LVA,Latvia,_T,2021-W19,66
LVA,Latvia,_T,2021-W20,65
LVA,Latvia,_T,2021-W21,47
LVA,Latvia,_T,2021-W22,37
LVA,Latvia,_T,2021-W23,39
LVA,Latvia,_T,2021-W24,24
LVA,Latvia,_T,2021-W25,24
LVA,Latvia,_T,2021-W26,16
LVA,Latvia,_T,2021-W27,2
LVA,Latvia,_T,2021-W28,9
LVA,Latvia,_T,2021-W29,3
LVA,Latvia,_T,2021-W30,3
LVA,Latvia,_T,2021-W31,4
LVA,Latvia,_T,2021-W32,4
LVA,Latvia,_T,2021-W33,8
LVA,Latvia,_T,2021-W34,9
LVA,Latvia,_T,2021-W35,16
LVA,Latvia,_T,2021-W36,32
LVA,Latvia,_T,2021-W37,36
LVA,Latvia,_T,2021-W38,54
LVA,Latvia,_T,2021-W39,61
LVA,Latvia,_T,2021-W40,79
LVA,Latvia,_T,2021-W41,133
LVA,Latvia,_T,2021-W42,208
LVA,Latvia,_T,2021-W43,259
LVA,Latvia,_T,2021-W44,265
LVA,Latvia,_T,2021-W45,245
LVA,Latvia,_T,2021-W46,206
LVA,Latvia,_T,2021-W47,133
LVA,Latvia,_T,2021-W48,114
LVA,Latvia,_T,2021-W49,86
LVA,Latvia,_T,2021-W50,79
LVA,Latvia,_T,2021-W51,68
LVA,Latvia,_T,2021-W52,72
LVA,Latvia,_T,2022-W01,89
LVA,Latvia,_T,2022-W02,78
LVA,Latvia,_T,2022-W03,87
LVA,Latvia,_T,2022-W04,84
LVA,Latvia,_T,2022-W05,97
LVA,Latvia,_T,2022-W06,114
LVA,Latvia,_T,2022-W07,122
LVA,Latvia,_T,2022-W08,126
LVA,Latvia,_T,2022-W09,117
LVA,Latvia,_T,2022-W10,110
LVA,Latvia,_T,2022-W11,117
LVA,Latvia,_T,2022-W12,95
LVA,Latvia,_T,2022-W13,87
LVA,Latvia,_T,2022-W14,58
LVA,Latvia,_T,2022-W15,49
LVA,Latvia,_T,2022-W16,42
LVA,Latvia,_T,2022-W17,27
LVA,Latvia,_T,2022-W18,15
LVA,Latvia,_T,2022-W19,15
LVA,Latvia,_T,2022-W20,12
LVA,Latvia,_T,2022-W21,12
LVA,Latvia,_T,2022-W22,11
LVA,Latvia,_T,2022-W23,10
LVA,Latvia,_T,2022-W24,12
LVA,Latvia,_T,2022-W25,13
LVA,Latvia,_T,2022-W26,7
LVA,Latvia,_T,2022-W27,9
LVA,Latvia,_T,2022-W28,12
LVA,Latvia,_T,2022-W29,9
LVA,Latvia,_T,2022-W30,25
LVA,Latvia,_T,2022-W31,10
LVA,Latvia,_T,2022-W32,16
LVA,Latvia,_T,2022-W33,22
LVA,Latvia,_T,2022-W34,17
LVA,Latvia,_T,2022-W35,16
LVA,Latvia,_T,2022-W36,13
LVA,Latvia,_T,2022-W37,23
LVA,Latvia,_T,2022-W38,24
LVA,Latvia,_T,2022-W39,36
LVA,Latvia,_T,2022-W40,32
LVA,Latvia,_T,2022-W41,44
LVA,Latvia,_T,2022-W42,18
LVA,Latvia,_T,2022-W43,21
LVA,Latvia,_T,2022-W44,15
LVA,Latvia,_T,2022-W45,18
LVA,Latvia,_T,2022-W46,8
LVA,Latvia,_T,2022-W47,16
LVA,Latvia,_T,2022-W48,20
LVA,Latvia,_T,2022-W49,28
LVA,Latvia,_T,2022-W50,26
LVA,Latvia,_T,2022-W51,40
LVA,Latvia,_T,2022-W52,47
LVA,Latvia,_T,2023-W01,31
LVA,Latvia,_T,2023-W02,26
LVA,Latvia,_T,2023-W03,21
LVA,Latvia,_T,2023-W04,10
LVA,Latvia,_T,2023-W05,12
LVA,Latvia,_T,2023-W06,7
LVA,Latvia,_T,2023-W07,20
LVA,Latvia,_T,2023-W08,9
LVA,Latvia,_T,2023-W09,17
LVA,Latvia,_T,2023-W10,13
LVA,Latvia,_T,2023-W11,14
LVA,Latvia,_T,2023-W12,11
LVA,Latvia,_T,2023-W13,17
LVA,Latvia,_T,2023-W14,16
LVA,Latvia,_T,2023-W15,17
LVA,Latvia,_T,2023-W16,8
LVA,Latvia,_T,2023-W17,12
LVA,Latvia,_T,2023-W18,12
LVA,Latvia,_T,2023-W19,4
LVA,Latvia,_T,2023-W20,9
LVA,Latvia,_T,2023-W21,5
LVA,Latvia,_T,2023-W22,4
LVA,Latvia,_T,2023-W23,10
LVA,Latvia,_T,2023-W24,3
LVA,Latvia,_T,2023-W25,2
LVA,Latvia,_T,2023-W26,2
LVA,Latvia,_T,2023-W27,1
LVA,Latvia,_T,2023-W28,1
LVA,Latvia,_T,2023-W29,0
LVA,Latvia,_T,2023-W30,1
LVA,Latvia,_T,2023-W31,1
LVA,Latvia,_T,2023-W32,3
LVA,Latvia,_T,2023-W33,1
LVA,Latvia,_T,2023-W34,0
LVA,Latvia,_T,2023-W35,0
LVA,Latvia,_T,2023-W36,1
LVA,Latvia,_T,2023-W37,2
LVA,Latvia,_T,2023-W38,3
LVA,Latvia,_T,2023-W39,4
LVA,Latvia,_T,2023-W40,5
LVA,Latvia,_T,2023-W41,2
LVA,Latvia,_T,2023-W42,6
LVA,Latvia,_T,2023-W43,11
LVA,Latvia,_T,2023-W44,7
LVA,Latvia,_T,2023-W45,11
LVA,Latvia,_T,2023-W46,17
LVA,Latvia,_T,2023-W47,18
NOR,Norway,_T,2020-W08,0
NOR,Norway,_T,2020-W09,0
NOR,Norway,_T,2020-W10,1
NOR,Norway,_T,2020-W11,11
NOR,Norway,_T,2020-W12,49
NOR,Norway,_T,2020-W13,57
NOR,Norway,_T,2020-W14,51
NOR,Norway,_T,2020-W15,34
NOR,Norway,_T,2020-W16,26
NOR,Norway,_T,2020-W17,9
NOR,Norway,_T,2020-W18,5
NOR,Norway,_T,2020-W19,3
NOR,Norway,_T,2020-W20,2
NOR,Norway,_T,2020-W21,1
NOR,Norway,_T,2020-W22,0
NOR,Norway,_T,2020-W23,0
NOR,Norway,_T,2020-W24,2
NOR,Norway,_T,2020-W25,4
NOR,Norway,_T,2020-W26,1
NOR,Norway,_T,2020-W27,0
NOR,Norway,_T,2020-W28,1
NOR,Norway,_T,2020-W29,1
NOR,Norway,_T,2020-W30,1
NOR,Norway,_T,2020-W31,0
NOR,Norway,_T,2020-W32,1
NOR,Norway,_T,2020-W33,0
NOR,Norway,_T,2020-W34,0
NOR,Norway,_T,2020-W35,1
NOR,Norway,_T,2020-W36,2
NOR,Norway,_T,2020-W37,5
NOR,Norway,_T,2020-W38,2
NOR,Norway,_T,2020-W39,3
NOR,Norway,_T,2020-W40,1
NOR,Norway,_T,2020-W41,1
NOR,Norway,_T,2020-W42,2
NOR,Norway,_T,2020-W43,6
NOR,Norway,_T,2020-W44,12
NOR,Norway,_T,2020-W45,25
NOR,Norway,_T,2020-W46,35
NOR,Norway,_T,2020-W47,36
NOR,Norway,_T,2020-W48,25
NOR,Norway,_T,2020-W49,19
NOR,Norway,_T,2020-W50,13
NOR,Norway,_T,2020-W51,31
NOR,Norway,_T,2020-W52,25
NOR,Norway,_T,2020-W53,43
NOR,Norway,_T,2021-W01,32
NOR,Norway,_T,2021-W02,20
NOR,Norway,_T,2021-W03,18
NOR,Norway,_T,2021-W04,12
NOR,Norway,_T,2021-W05,11
NOR,Norway,_T,2021-W06,8
NOR,Norway,_T,2021-W07,4
NOR,Norway,_T,2021-W08,5
NOR,Norway,_T,2021-W09,12
NOR,Norway,_T,2021-W10,20
NOR,Norway,_T,2021-W11,24
NOR,Norway,_T,2021-W12,15
NOR,Norway,_T,2021-W13,24
NOR,Norway,_T,2021-W14,12
NOR,Norway,_T,2021-W15,8
NOR,Norway,_T,2021-W16,6
NOR,Norway,_T,2021-W17,4
NOR,Norway,_T,2021-W18,2
NOR,Norway,_T,2021-W19,5
NOR,Norway,_T,2021-W20,3
NOR,Norway,_T,2021-W21,2
NOR,Norway,_T,2021-W22,1
NOR,Norway,_T,2021-W23,2
NOR,Norway,_T,2021-W24,0
NOR,Norway,_T,2021-W25,0
NOR,Norway,_T,2021-W26,2
NOR,Norway,_T,2021-W27,1
NOR,Norway,_T,2021-W28,2
NOR,Norway,_T,2021-W29,1
NOR,Norway,_T,2021-W30,6
NOR,Norway,_T,2021-W31,8
NOR,Norway,_T,2021-W32,2
NOR,Norway,_T,2021-W33,8
NOR,Norway,_T,2021-W34,20
NOR,Norway,_T,2021-W35,14
NOR,Norway,_T,2021-W36,18
NOR,Norway,_T,2021-W37,7
NOR,Norway,_T,2021-W38,7
NOR,Norway,_T,2021-W39,11
NOR,Norway,_T,2021-W40,13
NOR,Norway,_T,2021-W41,15
NOR,Norway,_T,2021-W42,23
NOR,Norway,_T,2021-W43,53
NOR,Norway,_T,2021-W44,53
NOR,Norway,_T,2021-W45,59
NOR,Norway,_T,2021-W46,48
NOR,Norway,_T,2021-W47,46
NOR,Norway,_T,2021-W48,66
NOR,Norway,_T,2021-W49,60
NOR,Norway,_T,2021-W50,40
NOR,Norway,_T,2021-W51,25
NOR,Norway,_T,2021-W52,30
NOR,Norway,_T,2022-W01,25
NOR,Norway,_T,2022-W02,30
NOR,Norway,_T,2022-W03,31
NOR,Norway,_T,2022-W04,34
NOR,Norway,_T,2022-W05,40
NOR,Norway,_T,2022-W06,48
NOR,Norway,_T,2022-W07,71
NOR,Norway,_T,2022-W08,87
NOR,Norway,_T,2022-W09,67
NOR,Norway,_T,2022-W10,46
NOR,Norway,_T,2022-W11,11
NOR,Norway,_T,2022-W12,5
NOR,Norway,_T,2022-W13,4
NOR,Norway,_T,2022-W14,8
NOR,Norway,_T,2022-W15,8
NOR,Norway,_T,2022-W16,4
NOR,Norway,_T,2022-W17,10
NOR,Norway,_T,2022-W18,4
NOR,Norway,_T,2022-W19,12
NOR,Norway,_T,2022-W20,4
NOR,Norway,_T,2022-W21,18
NOR,Norway,_T,2022-W22,9
NOR,Norway,_T,2022-W23,6
NOR,Norway,_T,2022-W24,6
NOR,Norway,_T,2022-W25,7
NOR,Norway,_T,2022-W26,1
NOR,Norway,_T,2022-W27,0
NOR,Norway,_T,2022-W28,0
NOR,Norway,_T,2022-W29,0
NOR,Norway,_T,2022-W30,0
NOR,Norway,_T,2022-W31,0
NOR,Norway,_T,2022-W32,0
NOR,Norway,_T,2022-W33,0
NOR,Norway,_T,2022-W34,0
NOR,Norway,_T,2022-W35,0
NOR,Norway,_T,2022-W36,0
NOR,Norway,_T,2022-W37,0
NOR,Norway,_T,2022-W38,0
NOR,Norway,_T,2022-W39,0
NOR,Norway,_T,2022-W40,0
TUR,Türkiye,_T,2020-W01,0
TUR,Türkiye,_T,2020-W02,0
TUR,Türkiye,_T,2020-W03,0
TUR,Türkiye,_T,2020-W04,0
TUR,Türkiye,_T,2020-W05,0
TUR,Türkiye,_T,2020-W06,0
TUR,Türkiye,_T,2020-W07,0
TUR,Türkiye,_T,2020-W08,0
TUR,Türkiye,_T,2020-W09,0
TUR,Türkiye,_T,2020-W10,0
TUR,Türkiye,_T,2020-W11,0
TUR,Türkiye,_T,2020-W12,21
TUR,Türkiye,_T,2020-W13,87
TUR,Türkiye,_T,2020-W14,393
TUR,Türkiye,_T,2020-W15,600
TUR,Türkiye,_T,2020-W16,789
TUR,Türkiye,_T,2020-W17,816
TUR,Türkiye,_T,2020-W18,630
TUR,Türkiye,_T,2020-W19,403
TUR,Türkiye,_T,2020-W20,357
TUR,Türkiye,_T,2020-W21,212
TUR,Türkiye,_T,2020-W22,207
TUR,Türkiye,_T,2020-W23,154
TUR,Türkiye,_T,2020-W24,123
TUR,Türkiye,_T,2020-W25,135
TUR,Türkiye,_T,2020-W26,155
TUR,Türkiye,_T,2020-W27,124
TUR,Türkiye,_T,2020-W28,138
TUR,Türkiye,_T,2020-W29,131
TUR,Türkiye,_T,2020-W30,121
TUR,Türkiye,_T,2020-W31,114
TUR,Türkiye,_T,2020-W32,119
TUR,Türkiye,_T,2020-W33,126
TUR,Türkiye,_T,2020-W34,147
TUR,Türkiye,_T,2020-W35,182
TUR,Türkiye,_T,2020-W36,336
TUR,Türkiye,_T,2020-W37,379
TUR,Türkiye,_T,2020-W38,446
TUR,Türkiye,_T,2020-W39,484
TUR,Türkiye,_T,2020-W40,455
TUR,Türkiye,_T,2020-W41,394
TUR,Türkiye,_T,2020-W42,446
TUR,Türkiye,_T,2020-W43,503
TUR,Türkiye,_T,2020-W44,525
TUR,Türkiye,_T,2020-W45,551
TUR,Türkiye,_T,2020-W46,615
TUR,Türkiye,_T,2020-W47,801
TUR,Türkiye,_T,2020-W48,1154
TUR,Türkiye,_T,2020-W49,1332
TUR,Türkiye,_T,2020-W50,1494
TUR,Türkiye,_T,2020-W51,1652
TUR,Türkiye,_T,2020-W52,1773
TUR,Türkiye,_T,2020-W53,1671
TUR,Türkiye,_T,2021-W01,1336
TUR,Türkiye,_T,2021-W02,1201
TUR,Türkiye,_T,2021-W03,1101
TUR,Türkiye,_T,2021-W04,932
TUR,Türkiye,_T,2021-W05,820
TUR,Türkiye,_T,2021-W06,692
TUR,Türkiye,_T,2021-W07,606
TUR,Türkiye,_T,2021-W08,520
TUR,Türkiye,_T,2021-W09,462
TUR,Türkiye,_T,2021-W10,456
TUR,Türkiye,_T,2021-W11,538
TUR,Türkiye,_T,2021-W12,964
TUR,Türkiye,_T,2021-W13,1155
TUR,Türkiye,_T,2021-W14,1624
TUR,Türkiye,_T,2021-W15,1906
TUR,Türkiye,_T,2021-W16,2403
TUR,Türkiye,_T,2021-W17,2493
TUR,Türkiye,_T,2021-W18,2242
TUR,Türkiye,_T,2021-W19,1791
TUR,Türkiye,_T,2021-W20,1534
TUR,Türkiye,_T,2021-W21,1200
TUR,Türkiye,_T,2021-W22,797
TUR,Türkiye,_T,2021-W23,600
TUR,Türkiye,_T,2021-W24,454
TUR,Türkiye,_T,2021-W25,402
TUR,Türkiye,_T,2021-W26,350
TUR,Türkiye,_T,2021-W27,326
TUR,Türkiye,_T,2021-W28,295
TUR,Türkiye,_T,2021-W29,371
TUR,Türkiye,_T,2021-W30,432
TUR,Türkiye,_T,2021-W31,723
TUR,Türkiye,_T,2021-W32,884
TUR,Türkiye,_T,2021-W33,1235
TUR,Türkiye,_T,2021-W34,1618
TUR,Türkiye,_T,2021-W35,1846
TUR,Türkiye,_T,2021-W36,1825
TUR,Türkiye,_T,2021-W37,1756
TUR,Türkiye,_T,2021-W38,1605
TUR,Türkiye,_T,2021-W39,1519
TUR,Türkiye,_T,2021-W40,1514
TUR,Türkiye,_T,2021-W41,1447
TUR,Türkiye,_T,2021-W42,1475
TUR,Türkiye,_T,2021-W43,1507
TUR,Türkiye,_T,2021-W44,1517
TUR,Türkiye,_T,2021-W45,1403
TUR,Türkiye,_T,2021-W46,1519
TUR,Türkiye,_T,2021-W47,1395
TUR,Türkiye,_T,2021-W48,1376
TUR,Türkiye,_T,2021-W49,1361
TUR,Türkiye,_T,2021-W50,1275
TUR,Türkiye,_T,2021-W51,1205
TUR,Türkiye,_T,2021-W52,1103
TUR,Türkiye,_T,2022-W01,1027
TUR,Türkiye,_T,2022-W02,1057
TUR,Türkiye,_T,2022-W03,1155
TUR,Türkiye,_T,2022-W04,1271
TUR,Türkiye,_T,2022-W05,1441
TUR,Türkiye,_T,2022-W06,1682
TUR,Türkiye,_T,2022-W07,1916
TUR,Türkiye,_T,2022-W08,1895
TUR,Türkiye,_T,2022-W09,1400
TUR,Türkiye,_T,2022-W10,1012
TUR,Türkiye,_T,2022-W11,860
TUR,Türkiye,_T,2022-W12,589
TUR,Türkiye,_T,2022-W13,412
TUR,Türkiye,_T,2022-W14,264
TUR,Türkiye,_T,2022-W15,190
TUR,Türkiye,_T,2022-W16,128
TUR,Türkiye,_T,2022-W17,97
TUR,Türkiye,_T,2022-W18,66
TUR,Türkiye,_T,2022-W19,53
TUR,Türkiye,_T,2022-W20,35
TUR,Türkiye,_T,2022-W21,30
TUR,Türkiye,_T,2022-W22,18
TUR,Türkiye,_T,2022-W23,23
TUR,Türkiye,_T,2022-W24,15
TUR,Türkiye,_T,2022-W25,13
TUR,Türkiye,_T,2022-W26,29
TUR,Türkiye,_T,2022-W27,31
TUR,Türkiye,_T,2022-W28,94
TUR,Türkiye,_T,2022-W29,158
TUR,Türkiye,_T,2022-W30,336
TUR,Türkiye,_T,2022-W31,381
TUR,Türkiye,_T,2022-W32,341
TUR,Türkiye,_T,2022-W33,228
TUR,Türkiye,_T,2022-W34,206
TUR,Türkiye,_T,2022-W35,141
TUR,Türkiye,_T,2022-W36,89
TUR,Türkiye,_T,2022-W37,73
TUR,Türkiye,_T,2022-W38,38
TUR,Türkiye,_T,2022-W39,24
TUR,Türkiye,_T,2022-W40,38
TUR,Türkiye,_T,2022-W41,25
TUR,Türkiye,_T,2022-W42,42
TUR,Türkiye,_T,2022-W43,25
TUR,Türkiye,_T,2022-W44,30
TUR,Türkiye,_T,2022-W45,35
TUR,Türkiye,_T,2022-W46,0
TUR,Türkiye,_T,2022-W47,0
TUR,Türkiye,_T,2022-W48,0
TUR,Türkiye,_T,2022-W49,0
TUR,Türkiye,_T,2022-W50,0
TUR,Türkiye,_T,2022-W51,0
TUR,Türkiye,_T,2022-W52,0
TUR,Türkiye,_T,2023-W01,0
TUR,Türkiye,_T,2023-W02,0
TUR,Türkiye,_T,2023-W03,0
TUR,Türkiye,_T,2023-W04,0
TUR,Türkiye,_T,2023-W05,0
TUR,Türkiye,_T,2023-W06,0
TUR,Türkiye,_T,2023-W07,0
TUR,Türkiye,_T,2023-W08,0
TUR,Türkiye,_T,2023-W09,0
TUR,Türkiye,_T,2023-W10,0
TUR,Türkiye,_T,2023-W11,0
TUR,Türkiye,_T,2023-W12,0
TUR,Türkiye,_T,2023-W13,0
TUR,Türkiye,_T,2023-W14,0
TUR,Türkiye,_T,2023-W15,0
TUR,Türkiye,_T,2023-W16,0
TUR,Türkiye,_T,2023-W17,0
TUR,Türkiye,_T,2023-W18,0
TUR,Türkiye,_T,2023-W19,0
TUR,Türkiye,_T,2023-W20,0
TUR,Türkiye,_T,2023-W21,0
TUR,Türkiye,_T,2023-W22,0
TUR,Türkiye,_T,2023-W23,0
TUR,Türkiye,_T,2023-W24,0
TUR,Türkiye,_T,2023-W25,0
TUR,Türkiye,_T,2023-W26,0
TUR,Türkiye,_T,2023-W27,0
TUR,Türkiye,_T,2023-W28,0
TUR,Türkiye,_T,2023-W29,0
TUR,Türkiye,_T,2023-W30,0
TUR,Türkiye,_T,2023-W31,0
TUR,Türkiye,_T,2023-W32,0
TUR,Türkiye,_T,2023-W33,0
TUR,Türkiye,_T,2023-W34,0
TUR,Türkiye,_T,2023-W35,0
TUR,Türkiye,_T,2023-W36,0
TUR,Türkiye,_T,2023-W37,0
TUR,Türkiye,_T,2023-W38,0
TUR,Türkiye,_T,2023-W39,0
TUR,Türkiye,_T,2023-W40,0
TUR,Türkiye,_T,2023-W41,0
TUR,Türkiye,_T,2023-W42,0
TUR,Türkiye,_T,2023-W43,0
TUR,Türkiye,_T,2023-W44,0
TUR,Türkiye,_T,2023-W45,0
TUR,Türkiye,_T,2023-W46,0
TUR,Türkiye,_T,2023-W47,0
TUR,Türkiye,_T,2023-W48,0
TUR,Türkiye,_T,2023-W49,0
TUR,Türkiye,_T,2023-W50,0
TUR,Türkiye,_T,2023-W51,0
TUR,Türkiye,_T,2023-W52,0
TUR,Türkiye,_T,2024-W01,0
TUR,Türkiye,_T,2024-W02,0
TUR,Türkiye,_T,2024-W03,0
TUR,Türkiye,_T,2024-W04,0
TUR,Türkiye,_T,2024-W05,0
TUR,Türkiye,_T,2024-W06,0
TUR,Türkiye,_T,2024-W07,0
TUR,Türkiye,_T,2024-W08,0
TUR,Türkiye,_T,2024-W09,0
TUR,Türkiye,_T,2024-W10,0
TUR,Türkiye,_T,2024-W11,0
TUR,Türkiye,_T,2024-W12,0
TUR,Türkiye,_T,2024-W13,0
TUR,Türkiye,_T,2024-W14,0
TUR,Türkiye,_T,2024-W15,0
TUR,Türkiye,_T,2024-W16,0
TUR,Türkiye,_T,2024-W17,0
TUR,Türkiye,_T,2024-W18,0
TUR,Türkiye,_T,2024-W19,0
TUR,Türkiye,_T,2024-W20,0
TUR,Türkiye,_T,2024-W21,0
TUR,Türkiye,_T,2024-W22,0
TUR,Türkiye,_T,2024-W23,0
TUR,Türkiye,_T,2024-W24,0
CZE,Czechia,_T,2020-W01,0
CZE,Czechia,_T,2020-W02,0
CZE,Czechia,_T,2020-W03,0
CZE,Czechia,_T,2020-W04,0
CZE,Czechia,_T,2020-W05,0
CZE,Czechia,_T,2020-W06,0
CZE,Czechia,_T,2020-W07,0
CZE,Czechia,_T,2020-W08,0
CZE,Czechia,_T,2020-W09,0
CZE,Czechia,_T,2020-W10,0
CZE,Czechia,_T,2020-W11,0
CZE,Czechia,_T,2020-W12,1
CZE,Czechia,_T,2020-W13,22
CZE,Czechia,_T,2020-W14,51
CZE,Czechia,_T,2020-W15,72
CZE,Czechia,_T,2020-W16,43
CZE,Czechia,_T,2020-W17,35
CZE,Czechia,_T,2020-W18,30
CZE,Czechia,_T,2020-W19,26
CZE,Czechia,_T,2020-W20,17
CZE,Czechia,_T,2020-W21,17
CZE,Czechia,_T,2020-W22,4
CZE,Czechia,_T,2020-W23,8
CZE,Czechia,_T,2020-W24,5
CZE,Czechia,_T,2020-W25,8
CZE,Czechia,_T,2020-W26,7
CZE,Czechia,_T,2020-W27,6
CZE,Czechia,_T,2020-W28,3
CZE,Czechia,_T,2020-W29,6
CZE,Czechia,_T,2020-W30,11
CZE,Czechia,_T,2020-W31,14
CZE,Czechia,_T,2020-W32,7
CZE,Czechia,_T,2020-W33,9
CZE,Czechia,_T,2020-W34,16
CZE,Czechia,_T,2020-W35,8
CZE,Czechia,_T,2020-W36,17
CZE,Czechia,_T,2020-W37,29
CZE,Czechia,_T,2020-W38,56
CZE,Czechia,_T,2020-W39,99
CZE,Czechia,_T,2020-W40,146
CZE,Czechia,_T,2020-W41,301
CZE,Czechia,_T,2020-W42,496
CZE,Czechia,_T,2020-W43,899
CZE,Czechia,_T,2020-W44,1359
CZE,Czechia,_T,2020-W45,1534
CZE,Czechia,_T,2020-W46,1277
CZE,Czechia,_T,2020-W47,976
CZE,Czechia,_T,2020-W48,868
CZE,Czechia,_T,2020-W49,756
CZE,Czechia,_T,2020-W50,697
CZE,Czechia,_T,2020-W51,767
CZE,Czechia,_T,2020-W52,771
CZE,Czechia,_T,2020-W53,987
CZE,Czechia,_T,2021-W01,1230
CZE,Czechia,_T,2021-W02,1164
CZE,Czechia,_T,2021-W03,1041
CZE,Czechia,_T,2021-W04,978
CZE,Czechia,_T,2021-W05,920
CZE,Czechia,_T,2021-W06,948
CZE,Czechia,_T,2021-W07,1091
CZE,Czechia,_T,2021-W08,1208
CZE,Czechia,_T,2021-W09,1419
CZE,Czechia,_T,2021-W10,1547
CZE,Czechia,_T,2021-W11,1423
CZE,Czechia,_T,2021-W12,1204
CZE,Czechia,_T,2021-W13,1037
CZE,Czechia,_T,2021-W14,794
CZE,Czechia,_T,2021-W15,572
CZE,Czechia,_T,2021-W16,420
CZE,Czechia,_T,2021-W17,341
CZE,Czechia,_T,2021-W18,262
CZE,Czechia,_T,2021-W19,168
CZE,Czechia,_T,2021-W20,108
CZE,Czechia,_T,2021-W21,58
CZE,Czechia,_T,2021-W22,39
CZE,Czechia,_T,2021-W23,27
CZE,Czechia,_T,2021-W24,14
CZE,Czechia,_T,2021-W25,11
CZE,Czechia,_T,2021-W26,7
CZE,Czechia,_T,2021-W27,3
CZE,Czechia,_T,2021-W28,3
CZE,Czechia,_T,2021-W29,3
CZE,Czechia,_T,2021-W30,4
CZE,Czechia,_T,2021-W31,4
CZE,Czechia,_T,2021-W32,5
CZE,Czechia,_T,2021-W33,10
CZE,Czechia,_T,2021-W34,8
CZE,Czechia,_T,2021-W35,2
CZE,Czechia,_T,2021-W36,8
CZE,Czechia,_T,2021-W37,16
CZE,Czechia,_T,2021-W38,13
